geometry,name,shop,amenity,tourism,healthcare,office,leisure,addr:street,addr:housenumber,addr:postcode,brand,operator,cuisine,lon,lat,lon_rnd,lat_rnd,name_norm,Murcia_hdbscan_5_5
POINT (-1.1255775 37.9896463),,vacant,,,,,,,,,,,,-1.1255775,37.9896463,-125299,4229007,,-1
POINT (-1.1276797 37.9878319),La Rue,,bar,,,,,,,,,,,-1.1276797,37.9878319,-125533,4228805,la rue,115
POINT (-1.1267603 37.9860213),Gran cocina tradicional,,fast_food,,,,,,,,,,,-1.1267603,37.9860213,-125431,4228604,gran cocina tradicional,-1
POINT (-1.1239288 37.9895944),M. Navarro,seafood,,,,,,,,,,,,-1.1239288,37.9895944,-125116,4229002,m. navarro,91
POINT (-1.1231589 37.9893969),Tomás,confectionery,cafe,,,,,,,,,,,-1.1231589,37.9893969,-125030,4228980,tomás,91
POINT (-1.1271002 37.9880474),,kiosk,,,,,,,,,,,,-1.1271002,37.9880474,-125469,4228829,,115
POINT (-1.1278012 37.987768),La Rockera,,bar,,,,,,,,,,,-1.1278012,37.987768,-125547,4228798,la rockera,116
POINT (-1.1272518 37.9860254),Café del Sol,,cafe,,,,,,,,,,,-1.1272518,37.9860254,-125486,4228604,café del sol,-1
POINT (-1.1230571 37.9894031),A su gusto,convenience,,,,,,,,,,,,-1.1230571,37.9894031,-125019,4228980,a su gusto,-1
POINT (-1.1252382 37.9886574),,kiosk,,,,,,,,,,,,-1.1252382,37.9886574,-125262,4228897,,-1
POINT (-1.1246126 37.9901849),Mabel,hairdresser,,,,,,,,,,,,-1.1246126,37.9901849,-125192,4229067,mabel,-1
POINT (-1.1236809 37.9896355),ROS,supermarket,,,,,,,,,,,,-1.1236809,37.9896355,-125088,4229006,ros,91
POINT (-1.1279785 37.9876584),Caravijo,,bar,,,,,,,,,,,-1.1279785,37.9876584,-125567,4228786,caravijo,114
POINT (-1.1232712 37.9893948),,tobacco,,,,,,,,,,,,-1.1232712,37.9893948,-125043,4228979,,91
POINT (-1.1272972 37.9861716),Cajamar,,bank,,,,,,,,Cajamar,,,-1.1272972,37.9861716,-125491,4228621,cajamar,-1
POINT (-1.1253546 37.9896483),Caixabank,,bank,,,,,,,,Caixabank,,,-1.1253546,37.9896483,-125274,4229008,caixabank,94
POINT (-1.1291217 37.985616),BBVA,,bank,,,,,,,,BBVA,BBVA,,-1.1291217,37.985616,-125694,4228559,bbva,110
POINT (-1.1255064 37.985836),Temperatura Ambiente,,pub,,,,,,,,,,,-1.1255064,37.985836,-125291,4228583,temperatura ambiente,-1
POINT (-1.1291028 37.9845556),Fundación Cajamediterráneo Centro Cultural de Murcia,,arts_centre,,,,,Calle Escultor Salzillo,7,30001.0,,,,-1.1291028,37.9845556,-125692,4228441,fundación cajamediterráneo centro cultural de murcia,109
POINT (-1.1247693 37.9849406),Muralla de Santa Eulalia,,,museum,,,,,,,,,,-1.1247693,37.9849406,-125209,4228484,muralla de santa eulalia,-1
POINT (-1.1354398 37.9738208),,,pharmacy,,,,,,,,,,,-1.1354398,37.9738208,-126397,4227246,,71
POINT (-1.137141 37.9713304),Baños decor-aroca,bathroom_furnishing,,,,,,,,,,,,-1.137141,37.9713304,-126587,4226969,baños decor-aroca,71
POINT (-1.1371285 37.9716982),Huerta Mar,,bar,,,,,,,,,,,-1.1371285,37.9716982,-126585,4227009,huerta mar,71
POINT (-1.135877 37.9736529),Servicio Regional de Empleo y Formación Murcia Sur,,,,,employment_agency,,,,,,,,-1.135877,37.9736529,-126446,4227227,servicio regional de empleo y formación murcia sur,71
POINT (-1.1350998 37.9737429),,,post_box,,,,,,,,Correos,Correos,,-1.1350998,37.9737429,-126359,4227237,,71
POINT (-1.136071 37.9725607),San José,bakery,,,,,,,,,,,,-1.136071,37.9725607,-126467,4227105,san josé,71
POINT (-1.1372796 37.9711425),Nutrifarm,nutrition_supplements,,,,,,,,,,,,-1.1372796,37.9711425,-126602,4226948,nutrifarm,71
POINT (-1.1366061 37.9723268),Abarrote,convenience,,,,,,,,,,,,-1.1366061,37.9723268,-126527,4227079,abarrote,71
POINT (-1.1353617 37.9733911),Malandra,bicycle,,,,,,,,,,,,-1.1353617,37.9733911,-126388,4227198,malandra,71
POINT (-1.1358938 37.9727735),Saneamientos Fontazul,hardware,,,,,,,,,,,,-1.1358938,37.9727735,-126448,4227129,saneamientos fontazul,71
POINT (-1.1359313 37.9731127),Repuestos Inerca,car_repair,,,,,,,,,,,,-1.1359313,37.9731127,-126452,4227167,repuestos inerca,71
POINT (-1.1364551 37.9725046),Nito's,,pub,,,,,,,,,,,-1.1364551,37.9725046,-126510,4227099,nito's,71
POINT (-1.1370307 37.9718066),Hogar Soluciones,,,,,insurance,,,,,,,,-1.1370307,37.9718066,-126574,4227022,hogar soluciones,71
POINT (-1.1338301 37.9691166),Farmacia Ronda Sur,,pharmacy,,pharmacy,,,Paseo de Florencia,54,30010.0,,,,-1.1338301,37.9691166,-126218,4226722,farmacia ronda sur,-1
POINT (-1.1344402 37.9742989),Caja Murcia,,bank,,,,,,,,,,,-1.1344402,37.9742989,-126286,4227299,caja murcia,71
POINT (-1.1345333 37.9734001),Cajamar,,bank,,,,,,,,Cajamar,,,-1.1345333,37.9734001,-126296,4227199,cajamar,71
POINT (-1.1120342 37.9261175),,,,viewpoint,,,,,,,,,,-1.1120342,37.9261175,-123792,4221935,,-1
POINT (-1.1304917 37.9866809),La Tagliatella,,restaurant,,,,,,,,,,italian,-1.1304917,37.9866809,-125846,4228677,la tagliatella,-1
POINT (-1.1311629 37.9843216),Hesperia Murcia Centro,,,hotel,,,,Calle Madre de Dios,4,30004.0,Hesperia,Hesperia,,-1.1311629,37.9843216,-125921,4228415,hesperia murcia centro,-1
POINT (-0.9686339 37.8939135),,sports,,,,,,,,,,,,-0.9686339,37.8939135,-107828,4218350,,1
POINT (-0.9416347 37.8902027),Em's Bistro,,restaurant,,,,,,,,,,,-0.9416347,37.8902027,-104823,4217937,em's bistro,1
POINT (-0.9418161 37.8902638),Juan José López Rodríguez,,pharmacy,,,,,,,,,,,-0.9418161,37.8902638,-104843,4217944,juan josé lópez rodríguez,1
POINT (-0.9420016 37.8904841),Franc-Louise,,bar,,,,,,,,,,,-0.9420016,37.8904841,-104864,4217969,franc-louise,1
POINT (-0.9421178 37.890428),Cajamar,,bank,,,,,,,,Cajamar,Cajamar,,-0.9421178,37.890428,-104877,4217962,cajamar,1
POINT (-0.9425062 37.89077),Rosario,,restaurant,,,,,,,,,,,-0.9425062,37.89077,-104920,4218001,rosario,1
POINT (-0.9445202 37.891305),Upper Spar,supermarket,,,,,,,,,Spar,,,-0.9445202,37.891305,-105144,4218060,upper spar,1
POINT (-0.9461434 37.8921448),Dicost,supermarket,,,,,,,,,,,,-0.9461434,37.8921448,-105325,4218154,dicost,1
POINT (-0.9456386 37.8920472),La Vereda,,bar,,,,,,,,,,,-0.9456386,37.8920472,-105268,4218143,la vereda,1
POINT (-0.9466152 37.8922149),Mansfield,,bar,,,,,,,,,,,-0.9466152,37.8922149,-105377,4218161,mansfield,1
POINT (-0.941798 37.8898378),Caixabank,,bank,,,,,,,,Caixabank,Caixabank,,-0.941798,37.8898378,-104841,4217897,caixabank,1
POINT (-0.9413203 37.8892005),Banco de Valencia,,bank,,,,,,,,,,,-0.9413203,37.8892005,-104788,4217826,banco de valencia,1
POINT (-0.941696 37.8892448),Donde Ayer,,bar,,,,,,,,,,,-0.941696,37.8892448,-104830,4217831,donde ayer,1
POINT (-0.9411115 37.8896981),Café Paula,bakery,cafe,,,,,,,,,,,-0.9411115,37.8896981,-104765,4217881,café paula,1
POINT (-0.9405813 37.8894647),Silvente,convenience,,,,,,,,,,,,-0.9405813,37.8894647,-104706,4217855,silvente,1
POINT (-0.9419203 37.8895184),,,dentist,,,,,,,,,,,-0.9419203,37.8895184,-104855,4217861,,1
POINT (-0.9419339 37.8896927),,greengrocer,,,,,,,,,,,,-0.9419339,37.8896927,-104856,4217881,,1
POINT (-0.9419577 37.8898107),bar la plaza,,bar,,,,,,,,,,,-0.9419577,37.8898107,-104859,4217894,bar la plaza,1
POINT (-0.9416926 37.8901808),Cafetería Arco,,cafe,,,,,,,,,,,-0.9416926,37.8901808,-104829,4217935,cafetería arco,1
POINT (-0.9421412 37.8905939),Taj Classic,,restaurant,,,,,,,,,,indian;pizza,-0.9421412,37.8905939,-104879,4217981,taj classic,1
POINT (-0.9404046 37.8903042),,,post_office,,,,,,,,,,,-0.9404046,37.8903042,-104686,4217949,,1
POINT (-0.9401701 37.8902157),El Mesón del Vino,,restaurant,,,,,,,,,,,-0.9401701,37.8902157,-104660,4217939,el mesón del vino,1
POINT (-0.9425626 37.8906582),Hyperbazar,variety_store,,,,,,,,,,,,-0.9425626,37.8906582,-104926,4217988,hyperbazar,1
POINT (-1.1184702 37.9382757),Quitapesares,,bar,,,,,,,,,,,-1.1184702,37.9382757,-124508,4223289,quitapesares,42
POINT (-0.941102 37.849971),,,doctors,,,,,,,,,,,-0.941102,37.849971,-104763,4213459,,1
POINT (-0.9420505 37.8484915),,convenience,,,,,,,,,,,,-0.9420505,37.8484915,-104869,4213294,,-1
POINT (-0.9416437 37.849492),Botiquín farmacéutico,,pharmacy,,,,,,,,,Farmacia Avenida de la Constitución (Sucina),,-0.9416437,37.849492,-104824,4213405,botiquín farmacéutico,-1
POINT (-1.1644669 37.8419949),,,,viewpoint,,,,,,,,,,-1.1644669,37.8419949,-129628,4212571,,5
POINT (-1.0525958 37.9060306),Venta El Garruchal,,restaurant,,,,,,,,,,regional,-1.0525958,37.9060306,-117175,4219699,venta el garruchal,-1
POINT (-1.059685 37.956267),,,,viewpoint,,,,,,,,,,-1.059685,37.956267,-117964,4225292,,-1
POINT (-1.0116037 37.8780881),,convenience,,,,,,,,,,,,-1.0116037,37.8780881,-112612,4216589,,2
POINT (-1.0106638 37.879663),,convenience,,,,,,,,,,,,-1.0106638,37.879663,-112507,4216764,,2
POINT (-1.1511217 37.9015097),Castillo de la Asomada,,,viewpoint,,,,,,,,,,-1.1511217,37.9015097,-128143,4219196,castillo de la asomada,-1
POINT (-0.9589695 37.8721444),,,restaurant,,,,,,,,,,,-0.9589695,37.8721444,-106752,4215927,,1
POINT (-0.9561784 37.8804246),,,restaurant,,,,,,,,,,,-0.9561784,37.8804246,-106442,4216849,,1
POINT (-1.1570196 37.9394791),Peluquería Juan Bernal,hairdresser,,,,,,,,,,,,-1.1570196,37.9394791,-128799,4223423,peluquería juan bernal,-1
POINT (-1.1390299 38.0225614),El Templo,,pub,,,,,,,,,,,-1.1390299,38.0225614,-126797,4232672,el templo,41
POINT (-0.9911352 37.8605946),,,cafe,,,,,,,,,,,-0.9911352,37.8605946,-110333,4214641,,2
POINT (-1.1615432 37.9257755),Real Sociedad Club de Campo de Murcia,,restaurant,,,,,,,30120.0,,,regional,-1.1615432,37.9257755,-129303,4221897,real sociedad club de campo de murcia,46
POINT (-1.1614059 37.9422828),Juguetes Tolín,toys,,,,,,,,,,,,-1.1614059,37.9422828,-129288,4223735,juguetes tolín,65
POINT (-1.1620097 37.9416579),Bazar Andorra,electronics,,,,,,,,,,,,-1.1620097,37.9416579,-129355,4223665,bazar andorra,65
POINT (-1.1618859 37.9413019),Confecciones Alemán,clothes,,,,,,,,,,,,-1.1618859,37.9413019,-129341,4223626,confecciones alemán,65
POINT (-1.1610004 37.938539),Electrodomésticos Andorra,electronics,,,,,,,,,,,,-1.1610004,37.938539,-129243,4223318,electrodomésticos andorra,65
POINT (-1.161143 37.9409804),Pollos Quini,butcher,,,,,,,,,,,,-1.161143,37.9409804,-129258,4223590,pollos quini,65
POINT (-1.1624428 37.9382099),,kiosk,,,,,,,,,,,,-1.1624428,37.9382099,-129403,4223282,,65
POINT (-1.1611671 37.9410775),,shoes,,,,,,,,,,,,-1.1611671,37.9410775,-129261,4223601,,65
POINT (-1.1614734 37.9419775),G&M,computer,,,,,,,,,,,,-1.1614734,37.9419775,-129295,4223701,g&m,65
POINT (-1.1577565 37.9415286),Cliper's,,veterinary,,,,,,,,,,,-1.1577565,37.9415286,-128881,4223651,cliper's,62
POINT (-1.1611551 37.9357346),,,pharmacy,,pharmacy,,,,,,,,,-1.1611551,37.9357346,-129260,4223006,,64
POINT (-1.1576367 37.9410725),,,pharmacy,,pharmacy,,,,,,,,,-1.1576367,37.9410725,-128868,4223600,,62
POINT (-1.1466653 37.9605817),Restaurante Colina,,restaurant,,,,,,,,,,,-1.1466653,37.9605817,-127647,4225772,restaurante colina,-1
POINT (-1.1485773 37.96386),Taller Rosell,car_repair,,,,,,,,,,,,-1.1485773,37.96386,-127860,4226137,taller rosell,-1
POINT (-1.1149196 37.9203786),Mirador Barranco del Sordo,,,viewpoint,,,,,,,,,,-1.1149196,37.9203786,-124113,4221297,mirador barranco del sordo,-1
POINT (-1.1601004 37.9412377),Fisioterápia Trigono,,,,physiotherapist,,,,,,,,,-1.1601004,37.9412377,-129142,4223619,fisioterápia trigono,62
POINT (-1.1705454 37.9395917),,,pharmacy,,,,,,,,,,,-1.1705454,37.9395917,-130305,4223435,,55
POINT (-1.1587723 37.9411719),,dry_cleaning,,,,,,,,,,,,-1.1587723,37.9411719,-128995,4223611,,62
POINT (-1.1609706 37.9361928),,car_repair,,,,,,,,,,,,-1.1609706,37.9361928,-129239,4223057,,64
POINT (-1.1608035 37.9362359),,car_repair,,,,,,,,,,,,-1.1608035,37.9362359,-129221,4223062,,64
POINT (-1.1584294 37.9368568),,car_repair,,,,,,,,,,,,-1.1584294,37.9368568,-128956,4223131,,-1
POINT (-1.1319454 37.9885106),El Corte Inglés,department_store,,,,,,,,,,"El Corte Inglés, S.A.",,-1.1319454,37.9885106,-126008,4228881,el corte inglés,-1
POINT (-1.1453093 38.0291931),Porcelanosa,doityourself,,,,,,,,,,,,-1.1453093,38.0291931,-127496,4233410,porcelanosa,36
POINT (-1.1260598 37.9339267),,,,viewpoint,,,,,,,,,,-1.1260598,37.9339267,-125353,4222805,,-1
POINT (-1.121281 37.9708544),Mister Moon Bikes,bicycle,,,,,,Calle Luna,24,30010.0,,,,-1.121281,37.9708544,-124821,4226916,mister moon bikes,-1
POINT (-1.0918151 37.9671841),Taller Francisco Martínez S.L.,car_repair,,,,,,,,,,,,-1.0918151,37.9671841,-121541,4226507,taller francisco martínez s.l.,-1
POINT (-1.1615246 37.9373968),,electronics,,,,,,,,,,,,-1.1615246,37.9373968,-129301,4223191,,65
POINT (-1.1616197 37.9381763),Mundo Animal,pet,,,,,,,,,,,,-1.1616197,37.9381763,-129312,4223278,mundo animal,65
POINT (-1.1613081 37.9386055),Colchonería,furniture,,,,,,,,,,,,-1.1613081,37.9386055,-129277,4223326,colchonería,65
POINT (-1.16114 37.938619),,hairdresser,,,,,,,,,,,,-1.16114,37.938619,-129258,4223327,,65
POINT (-1.1358988 37.9911819),Caixabank,,bank,,,,,,,,Caixabank,,,-1.1358988,37.9911819,-126448,4229178,caixabank,-1
POINT (-1.1364214 37.9910099),Electroreparaciones SEBA,electronics,,,,,,,,,,,,-1.1364214,37.9910099,-126506,4229159,electroreparaciones seba,-1
POINT (-1.1599691 37.9355489),Restaurante Strategos,,restaurant,,,,,,,,,,,-1.1599691,37.9355489,-129128,4222985,restaurante strategos,64
POINT (-1.1313306 37.983417),,,taxi,,,,,,,,,,,-1.1313306,37.983417,-125940,4228314,,-1
POINT (-1.1247452 38.011519),Olimpic Club,,,,,,sports_centre,Senda de Granada,166,30007.0,,,,-1.1247452,38.011519,-125207,4231442,olimpic club,-1
POINT (-1.1747162 37.8381084),,,,viewpoint,,,,,,,,,,-1.1747162,37.8381084,-130769,4212138,,5
POINT (-1.1517105 38.0077566),Mercadona,supermarket,,,,,,,,,Mercadona,,,-1.1517105,38.0077566,-128208,4231023,mercadona,66
POINT (-1.1891609 37.8502141),Finca Torrecillas Eco Retreat,,,attraction,,,,,,,,,,-1.1891609,37.8502141,-132377,4213486,finca torrecillas eco retreat,-1
POINT (-1.2449935 37.8445032),,,,viewpoint,,,,,,,,,,-1.2449935,37.8445032,-138593,4212850,,-1
POINT (-1.1269157 37.9902366),Clínica La Fama,,doctors,,doctor,,,Calle Greco,2,30001.0,,,,-1.1269157,37.9902366,-125448,4229073,clínica la fama,-1
POINT (-1.2168472 37.8294224),,,,viewpoint,,,,,,,,,,-1.2168472,37.8294224,-135459,4211171,,3
POINT (-0.969298 37.9715123),Venta los Pinos,,bar,,,,,,,,,,,-0.969298,37.9715123,-107902,4226989,venta los pinos,-1
POINT (-1.1586881 37.9390213),Auto Aroca,car,,,,,,,,,Opel,OPEL,,-1.1586881,37.9390213,-128985,4223372,auto aroca,-1
POINT (-1.1587898 37.9390168),Auto Aroca,car_repair,,,,,,,,,Opel,Opel,,-1.1587898,37.9390168,-128996,4223371,auto aroca,-1
POINT (-1.2140705 37.931245),El Sombrero,,bar,,,,,,,,,,,-1.2140705,37.931245,-135150,4222506,el sombrero,18
POINT (-1.1465399 37.8395044),Venta El Cojo,,restaurant,,,,,,,,,,,-1.1465399,37.8395044,-127633,4212294,venta el cojo,5
POINT (-1.1746914 38.0000637),Centro de Salud de Guadalupe,,clinic,,,,,,,,,,,-1.1746914,38.0000637,-130767,4230167,centro de salud de guadalupe,34
POINT (-1.1561454 37.831041),,bakery,,,,,,,,,,,,-1.1561454,37.831041,-128702,4211351,,5
POINT (-1.1597181 37.8288933),,bakery,,,,,,,,,,,,-1.1597181,37.8288933,-129100,4211112,,5
POINT (-1.1393105 37.9421759),,,post_office,,,,,,,,,,,-1.1393105,37.9421759,-126828,4223723,,51
POINT (-1.1569175 37.8344311),Soldaduras Lourán,car_repair,,,,,,,,,,,,-1.1569175,37.8344311,-128788,4211729,soldaduras lourán,5
POINT (-1.1316635 37.9424528),El Jardín,,cafe,,,,,,,,,,,-1.1316635,37.9424528,-125977,4223754,el jardín,49
POINT (-1.1311449 37.9432913),Mercadona,supermarket,,,,,,,,,Mercadona,,,-1.1311449,37.9432913,-125919,4223847,mercadona,49
POINT (-1.1568219 38.0042777),Covirán,supermarket,,,,,,Avenida Joven Futura,,30100.0,Covirán,,,-1.1568219,38.0042777,-128777,4230636,covirán,63
POINT (-1.1572971 38.003913),La Taberna de Joven Futura,,bar,,,,,,,,,,,-1.1572971,38.003913,-128830,4230596,la taberna de joven futura,63
POINT (-1.1566448 38.0043031),Futura Estilistas,hairdresser,,,,,,,,,,,,-1.1566448,38.0043031,-128758,4230639,futura estilistas,63
POINT (-1.156897 38.0039142),Anca La Mary,,fast_food,,,,,,,,,,spanish,-1.156897,38.0039142,-128786,4230596,anca la mary,63
POINT (-1.1564571 38.0043538),D'Morro Fino,,fast_food,,,,,,,,,,spanish,-1.1564571,38.0043538,-128737,4230645,d'morro fino,63
POINT (-1.1646016 38.0096528),Lunatic Terra Natura,,pub,,,,,,,,,,,-1.1646016,38.0096528,-129643,4231235,lunatic terra natura,-1
POINT (-1.164548 38.0099656),Carnivore,,restaurant,,,,,,,,,,international,-1.164548,38.0099656,-129637,4231269,carnivore,-1
POINT (-1.1563511 38.00226),Botisan,,restaurant,,,,,,,,,,spanish,-1.1563511,38.00226,-128725,4230412,botisan,63
POINT (-1.153862 38.0122183),Oficina de Correos,,post_office,,,,,,,,Correos,Correos,,-1.153862,38.0122183,-128448,4231520,oficina de correos,66
POINT (-1.1363887 37.9868999),Supermercado Ros,supermarket,,,,,,,,,,,,-1.1363887,37.9868999,-126503,4228702,supermercado ros,-1
POINT (-1.1358895 37.9846642),Bar Oriente,,bar,,,,,,,,,,,-1.1358895,37.9846642,-126447,4228453,bar oriente,-1
POINT (-1.1377252 37.9857283),Horno Alcázar,bakery,,,,,,,,,,,,-1.1377252,37.9857283,-126652,4228571,horno alcázar,-1
POINT (-1.1337968 37.9777572),Hospital de bicis,bicycle,,,,,,,,,,,,-1.1337968,37.9777572,-126214,4227684,hospital de bicis,83
POINT (-1.1511242 38.0077557),Churrería Futura,,cafe,,,,,,,,,,churro;coffee_shop,-1.1511242,38.0077557,-128143,4231023,churrería futura,66
POINT (-1.1566872 38.0020174),Diamante Novias,clothes,,,,,,,,,,,,-1.1566872,38.0020174,-128762,4230385,diamante novias,63
POINT (-1.1574008 38.0019457),Mármoles Daniel,doityourself,,,,,,,,,,,,-1.1574008,38.0019457,-128842,4230377,mármoles daniel,63
POINT (-1.1565297 38.0015504),,car_repair,,,,,,,,,,,,-1.1565297,38.0015504,-128745,4230333,,63
POINT (-1.1483374 38.00964),Hotel JC1,,,hotel,,,,,,,,Sercotel Hotels,,-1.1483374,38.00964,-127833,4231233,hotel jc1,66
POINT (-1.1486137 38.0092497),Centro deportivo JC1,,,,,,sports_centre,,,,,,,-1.1486137,38.0092497,-127864,4231190,centro deportivo jc1,66
POINT (-1.1475422 37.9418111),,,post_box,,,,,,,,Correos,Correos,,-1.1475422,37.9418111,-127744,4223682,,53
POINT (-1.1421809 37.9388609),,,pharmacy,,,,,,,,,,,-1.1421809,37.9388609,-127148,4223354,,-1
POINT (-1.1472584 37.9416003),,,pharmacy,,,,,,,,,,,-1.1472584,37.9416003,-127713,4223659,,53
POINT (-1.1391481 37.9397581),Farmacia Santiago Laborda,,pharmacy,,pharmacy,,,Calle de Abelardo Valero,4,30150.0,,Santiago Molina Laborda,,-1.1391481,37.9397581,-126810,4223454,farmacia santiago laborda,51
POINT (-1.1418781 37.9413251),La Meseguera,,restaurant,,,,,,,,,,,-1.1418781,37.9413251,-127114,4223628,la meseguera,51
POINT (-1.1466718 37.9419091),525,,pub,,,,,,,,,,,-1.1466718,37.9419091,-127648,4223693,525,53
POINT (-1.1452771 37.9405173),Tropic,,fast_food,,,,,,,,,,,-1.1452771,37.9405173,-127492,4223538,tropic,53
POINT (-1.1447836 37.9406146),Victoria,,restaurant,,,,,,,,,,,-1.1447836,37.9406146,-127437,4223549,victoria,53
POINT (-1.1458028 37.9412153),Spar,supermarket,,,,,,,,,Spar,,,-1.1458028,37.9412153,-127551,4223616,spar,53
POINT (-1.1471975 37.9412746),Siena,,cafe,,,,,,,,,,,-1.1471975,37.9412746,-127706,4223623,siena,53
POINT (-1.1469561 37.9418965),Rolling Steak,,restaurant,,,,,Calle Cronista Carlos Valcarcel,11,30150.0,,,coffee_shop;sandwich;burger;american,-1.1469561,37.9418965,-127679,4223692,rolling steak,53
POINT (-1.1480773 37.9389815),D'Sol,hairdresser,,,,,,,61C,30150.0,,,,-1.1480773,37.9389815,-127804,4223367,d'sol,53
POINT (-1.2167932 37.9545931),HiperAsia,department_store,,,,,,,,,,,,-1.2167932,37.9545931,-135453,4225105,hiperasia,8
POINT (-1.1415685 37.9401708),,doityourself,,,,,,,,,,,,-1.1415685,37.9401708,-127079,4223500,,51
POINT (-1.1429767 37.9387831),,hairdresser,,,,,,,,,,,,-1.1429767,37.9387831,-127236,4223345,,51
POINT (-1.1409597 37.9413511),CAM,,bank,,,,,,,,,,,-1.1409597,37.9413511,-127012,4223631,cam,51
POINT (-1.1407827 37.9414611),,doityourself,,,,,,,,,,,,-1.1407827,37.9414611,-126992,4223643,,51
POINT (-1.1404494 37.9413787),Café-Bar Gala,,pub,,,,,,,,,,,-1.1404494,37.9413787,-126955,4223634,café-bar gala,51
POINT (-1.1402355 37.9414209),Banco Santander,,bank,,,,,,,,Banco Santander,Santander,,-1.1402355,37.9414209,-126931,4223639,banco santander,51
POINT (-1.1401845 37.9415309),Caixabank,,bank,,,,,,,,Caixabank,Caixabank,,-1.1401845,37.9415309,-126925,4223651,caixabank,51
POINT (-1.1402596 37.9409746),,hairdresser,,,,,,,,,,,,-1.1402596,37.9409746,-126934,4223589,,51
POINT (-1.1401765 37.9417509),,convenience,,,,,,,,,,,,-1.1401765,37.9417509,-126924,4223676,,51
POINT (-0.9439701 37.8914897),Victors,,cafe,,,,,,,,,,,-0.9439701,37.8914897,-105083,4218081,victors,1
POINT (-0.941985 37.8900375),el Artesano,,cafe,,,,,,,,,,,-0.941985,37.8900375,-104862,4217919,el artesano,1
POINT (-0.9465735 37.8921668),,,veterinary,,,,,,,,,,,-0.9465735,37.8921668,-105373,4218156,,1
POINT (-0.9414962 37.8486236),Balco,,restaurant,,,,,,,,,,regional,-0.9414962,37.8486236,-104807,4213309,balco,-1
POINT (-1.2170931 37.9544585),Coctel,clothes,,,,,,,,,,,,-1.2170931,37.9544585,-135487,4225090,coctel,8
POINT (-1.1737211 37.8292267),Miguel's,,bar,,,,,,,,,,,-1.1737211,37.8292267,-130659,4211150,miguel's,5
POINT (-1.1518555 38.0117327),,,pharmacy,,,,,,,,,,,-1.1518555,38.0117327,-128225,4231466,,66
POINT (-1.2076633 37.9260139),centro cultural,,theatre,,,,,,,,,,,-1.2076633,37.9260139,-134437,4221924,centro cultural,18
POINT (-1.0831502 37.9615504),24h,convenience,,,,,,,,,,,,-1.0831502,37.9615504,-120576,4225880,24h,-1
POINT (-1.1465629 37.9411181),Fisioterapia Nueva Alberca,,,,physiotherapist,,,,,,,,,-1.1465629,37.9411181,-127635,4223605,fisioterapia nueva alberca,53
POINT (-1.2193888 37.9943925),,,,viewpoint,,,,,,,,,,-1.2193888,37.9943925,-135742,4229536,,14
POINT (-1.1380567 37.9701531),Anmbike,bicycle,,,,,,,,,,,,-1.1380567,37.9701531,-126688,4226837,anmbike,-1
