geometry,name,shop,amenity,tourism,healthcare,office,leisure,addr:street,addr:housenumber,addr:postcode,brand,operator,cuisine,lon,lat,Alicante_hdbscan_5_5
POINT (-0.4901408 38.3464178),Iruña,,cafe,,,,,,,,,,,-0.4901408,38.3464178,99
POINT (-0.4896197 38.3462215),droguería Azorín,chemist,,,,,,,,,,,,-0.4896197,38.3462215,99
POINT (-0.4906129 38.3454602),Mobiliario Caché,furniture,,,,,,,,,,,,-0.4906129,38.3454602,95
POINT (-0.4910257 38.3455228),The Duke,,pub,,,,,,,,,,,-0.4910257,38.3455228,95
POINT (-0.4912135 38.3456311),Cajamar,,bank,,,,,,,,Cajamar,,,-0.4912135,38.3456311,95
POINT (-0.491403 38.3459762),Movistar,mobile_phone,,,,,,,,,Movistar,,,-0.491403,38.3459762,95
POINT (-0.4913861 38.3461522),Floristería Los Claveles,florist,,,,,,,,,,,,-0.4913861,38.3461522,-1
POINT (-0.4900968 38.3456666),Rodilla,,fast_food,,,,,,,,Rodilla,,sandwich,-0.4900968,38.3456666,99
POINT (-0.4900207 38.3458273),La Taberna de Luceros,,restaurant,,,,,,,,,,,-0.4900207,38.3458273,99
POINT (-0.4899953 38.345895),Vodafone,mobile_phone,,,,,,,,,Vodafone,,,-0.4899953,38.345895,99
POINT (-0.4900799 38.346076),K+ luceros,kiosk,,,,,,,,,,,,-0.4900799,38.346076,99
POINT (-0.4903214 38.3465198),Rural Caja,,bank,,,,,,,,,,,-0.4903214,38.3465198,-1
POINT (-0.4902467 38.3464711),Luceros 18,,pub,,,,,,,,,,,-0.4902467,38.3464711,99
POINT (-0.489639 38.3454875),Zhong Hua,,restaurant,,,,,,,,,,chinese,-0.489639,38.3454875,99
POINT (-0.4896813 38.3453335),Caracola,clothes,,,,,,,,,,,,-0.4896813,38.3453335,99
POINT (-0.4898505 38.345413),Cala,furniture,,,,,,,,,,,,-0.4898505,38.345413,99
POINT (-0.4898454 38.3452777),Inside,clothes,,,,,,,,,Inside,,,-0.4898454,38.3452777,99
POINT (-0.4899943 38.3454604),Óptica Alhambra,optician,,,,,,,,,,,,-0.4899943,38.3454604,99
POINT (-0.4900518 38.3455569),droguería Azorín,chemist,,,,,,,,,,,,-0.4900518,38.3455569,99
POINT (-0.4878007 38.3735924),ole rebeka,,bar,,,,,,,,,,,-0.4878007,38.3735924,32
POINT (-0.517532 38.3418368),Carrefour,supermarket,,,,,,,,3007.0,Carrefour,,,-0.517532,38.3418368,53
POINT (-0.4215892 38.3588989),Cervecería Azahara,,cafe,,,,,,,,,,,-0.4215892,38.3588989,20
POINT (-0.42148 38.3590492),Pizzería Guay,,fast_food,,,,,,,,,,pizza,-0.42148,38.3590492,20
POINT (-0.4210906 38.3589099),Arizona,,fast_food,,,,,,,,,,burger,-0.4210906,38.3589099,20
POINT (-0.4211826 38.3590307),Kebap & Patatas,,fast_food,,,,,,,,,,kebab,-0.4211826,38.3590307,20
POINT (-0.4212473 38.3590617),La Estancia,,fast_food,,,,,,,,,,argentinian,-0.4212473,38.3590617,20
POINT (-0.4214031 38.3591302),Vikingos,,fast_food,,,,,,,,,,,-0.4214031,38.3591302,20
POINT (-0.4212576 38.3591293),Cowboy,,fast_food,,,,,,,,,,burger,-0.4212576,38.3591293,20
POINT (-0.4211712 38.3589557),Veterinaria El Cabo,,veterinary,,,,,,,,,,,-0.4211712,38.3589557,20
POINT (-0.427915 38.3662003),Baby Revilla,clothes,,,,,,,,,,,,-0.427915,38.3662003,39
POINT (-0.4278794 38.3662124),Librería Golf,books,,,,,,,,,,,,-0.4278794,38.3662124,39
POINT (-0.427767 38.3662602),Local 7,clothes,,,,,,,,,,,,-0.427767,38.3662602,39
POINT (-0.4275767 38.366293),Pedro Molina,hairdresser,,,,,,,,,,,,-0.4275767,38.366293,39
POINT (-0.4256751 38.3654519),El bodegón,,restaurant,,,,,,,,,,regional,-0.4256751,38.3654519,-1
POINT (-0.4255998 38.3652185),Concerto,hifi,,,,,,,,,,,,-0.4255998,38.3652185,-1
POINT (-0.4255825 38.3650346),Lineablue,decoration_shop,,,,,,,,,,,,-0.4255825,38.3650346,-1
POINT (-0.4167023 38.3705116),Clínica Costa Blanca,,doctors,,doctor,,,,,,,,,-0.4167023,38.3705116,23
POINT (-0.4171051 38.3705065),Cervecería Johanna,,pub,,,,,,,,,,,-0.4171051,38.3705065,23
POINT (-0.4155691 38.3707624),Cervecería Ararat,,pub,,,,,,,,,,,-0.4155691,38.3707624,-1
POINT (-0.4185251 38.3704408),Bar London,,pub,,,,,,,,,,,-0.4185251,38.3704408,-1
POINT (-0.4145026 38.3708339),Orxata Peret,beverages,,,,,,,,,,,,-0.4145026,38.3708339,30
POINT (-0.4145152 38.3709998),Patatín Patatán,,fast_food,,,,,,,,,,,-0.4145152,38.3709998,30
POINT (-0.4145174 38.3710558),moda Vanity,clothes,,,,,,,,,,,,-0.4145174,38.3710558,30
POINT (-0.4145185 38.3711028),El Argentino,clothes,,,,,,,,,,,,-0.4145185,38.3711028,30
POINT (-0.4145107 38.3712248),Lotería Garden - Admón. nº 30,lottery,,,,,,,,,,,,-0.4145107,38.3712248,30
POINT (-0.4145196 38.3711397),Garden,bakery,,,,,,,,,,,,-0.4145196,38.3711397,30
POINT (-0.4145152 38.3711845),Bar Jamoncete,,pub,,,,,,,,,,,-0.4145152,38.3711845,30
POINT (-0.4152206 38.3708003),Occasa Inmobiliarias,estate_agent,,,,,,,,,,,,-0.4152206,38.3708003,-1
POINT (-0.4148902 38.3709361),Grupo Garden Inmobiliaria,estate_agent,,,,,,,,,,,,-0.4148902,38.3709361,30
POINT (-0.4148867 38.3708185),Clínica Dental Gardents,,dentist,,dentist,,,,,,,,,-0.4148867,38.3708185,30
POINT (-0.4151143 38.3708011),Láser garden,beauty,,,,,,,,,,,,-0.4151143,38.3708011,30
POINT (-0.4147423 38.3709976),Margarita lounge bar,,pub,,,,,,,,,,,-0.4147423,38.3709976,30
POINT (-0.4146383 38.3709964),Muñoz Inmobiliaria,estate_agent,,,,,,,,,,,,-0.4146383,38.3709964,30
POINT (-0.4145991 38.370997),Marea,hairdresser,,,,,,,,,,,,-0.4145991,38.370997,30
POINT (-0.4148782 38.3715959),Bottom,,cafe,,,,,,,,,,,-0.4148782,38.3715959,31
POINT (-0.4148037 38.3714456),Super Pizza,,fast_food,,,,,,,,,,pizza,-0.4148037,38.3714456,-1
POINT (-0.414874 38.3717548),peluquería María Celaya,hairdresser,,,,,,,,,,,,-0.414874,38.3717548,31
POINT (-0.4146714 38.3714432),Zapatería María Guapa,shoes,,,,,,,,,,,,-0.4146714,38.3714432,31
POINT (-0.4147327 38.371775),Seguros Gloria Toledo Valiente,,,,,insurance,,,,,,,,-0.4147327,38.371775,31
POINT (-0.4146494 38.3717742),,vacant,,,,,,,,,,,regional,-0.4146494,38.3717742,31
POINT (-0.4145155 38.3718545),ONCE,lottery,,,,,,,,,ONCE,,,-0.4145155,38.3718545,31
POINT (-0.4145308 38.3723985),Rincón de Marina,,pub,,,,,,,,,,,-0.4145308,38.3723985,31
POINT (-0.4145162 38.3718952),Exp. N° 70,tobacco,,,,,,,,,,,,-0.4145162,38.3718952,31
POINT (-0.4145184 38.3719239),Frutos secos come come,confectionery,,,,,,,,,,,,-0.4145184,38.3719239,31
POINT (-0.4145187 38.3719967),Zapatos Hueya,shoes,,,,,,,,,,,,-0.4145187,38.3719967,31
POINT (-0.4145195 38.3720602),gafas perfumes,gift,,,,,,,,,,,,-0.4145195,38.3720602,31
POINT (-0.4145207 38.3721121),Ruber Calzados,shoes,,,,,,,,,,,,-0.4145207,38.3721121,31
POINT (-0.4145198 38.3721612),Despacho de pan Blanca,bakery,,,,,,,,,,,,-0.4145198,38.3721612,31
POINT (-0.4145209 38.3722149),Peluquería Nova Imatge,hairdresser,,,,,,,,,,,,-0.4145209,38.3722149,31
POINT (-0.4145232 38.3722597),Riaza Gestión inmobiliaria,estate_agent,,,,,,,,,,,,-0.4145232,38.3722597,31
POINT (-0.4145198 38.3722922),Cafetería Los Amigos,,cafe,,,,,,,,,,,-0.4145198,38.3722922,31
POINT (-0.4145209 38.3723302),Frutería Garden,greengrocer,,,,,,,,,,,,-0.4145209,38.3723302,31
POINT (-0.4146474 38.3724052),Optimsal multiprecio,supermarket,,,,,,,,,,,,-0.4146474,38.3724052,31
POINT (-0.4148119 38.3726089),Bolsos y Más,gift,,,,,,,,,,,,-0.4148119,38.3726089,-1
POINT (-0.4148142 38.3726604),Bar Elena,,pub,,,,,,,,,,,-0.4148142,38.3726604,-1
POINT (-0.4144728 38.3726995),Carnicería Josefa,butcher,,,,,,,,,,,,-0.4144728,38.3726995,-1
POINT (-0.4145153 38.3727018),Cafetería Echate P'allá,,cafe,,,,,,,,,,,-0.4145153,38.3727018,-1
POINT (-0.4141262 38.3732293),Alex Milano,hairdresser,,,,,,,,,,,,-0.4141262,38.3732293,-1
POINT (-0.414175 38.3734014),Cervecería Fitti's,,pub,,,,,,,,,,,-0.414175,38.3734014,-1
POINT (-0.414524 38.3742036),,vacant,,,,,,,,,,,,-0.414524,38.3742036,-1
POINT (-0.4123308 38.3710971),restaurante Estrella,,restaurant,,,,,,,,,,regional,-0.4123308,38.3710971,25
POINT (-0.4123308 38.3710532),peluquería unisex Venus,hairdresser,,,,,,,,,,,,-0.4123308,38.3710532,25
POINT (-0.4123308 38.3709906),Bazar San Juan Playa,convenience,,,,,,,,,,,,-0.4123308,38.3709906,25
POINT (-0.4123281 38.3709458),,newsagent,,,,,,,,,,,,-0.4123281,38.3709458,25
POINT (-0.4123455 38.3696471),BBVA,,bank,,,,,,,,BBVA,BBVA,,-0.4123455,38.3696471,-1
POINT (-0.4122761 38.3699795),,tobacco,,,,,,,,,,,,-0.4122761,38.3699795,25
POINT (-0.4123411 38.3698407),The Good Burger,,fast_food,,,,,,,,The Good Burger,,burger,-0.4123411,38.3698407,-1
POINT (-0.4975752 38.3517591),,chemist,,,,,,,,,,,,-0.4975752,38.3517591,76
POINT (-0.497649 38.3518605),Mercadona,supermarket,,,,,,,,,Mercadona,,,-0.497649,38.3518605,76
POINT (-0.4104438 38.3667873),La Jijonenca,ice_cream,,,,,,,,,,,,-0.4104438,38.3667873,21
POINT (-0.4104878 38.3661631),Chocolates Valor,,cafe,,,,,Avinguda de Niça / Avenida de Niza,3,3540.0,,,,-0.4104878,38.3661631,21
POINT (-0.4104744 38.3659956),La Barbacoa,,restaurant,,,,,Avinguda de Niça / Avenida de Niza,3,3540.0,,,regional,-0.4104744,38.3659956,21
POINT (-0.4105743 38.3695602),,kiosk,,,,,,,,,,,,-0.4105743,38.3695602,-1
POINT (-0.4105808 38.3687488),Azul Playa,,restaurant,,,,,,,,,,,-0.4105808,38.3687488,-1
POINT (-0.4105199 38.3675764),Il Fornello,,restaurant,,,,,,,,,,italian,-0.4105199,38.3675764,21
POINT (-0.410513 38.3674825),Burguer Beach,,fast_food,,,,,,,,,,burger,-0.410513,38.3674825,21
POINT (-0.4975303 38.3516713),Lockers park,,cafe,,,,,,,,,,,-0.4975303,38.3516713,76
POINT (-0.4977116 38.3520334),,,pharmacy,,pharmacy,,,,,,,,,-0.4977116,38.3520334,76
POINT (-0.4977286 38.352089),Peluquería Cristina Picazo,hairdresser,,,,,,,,,,,,-0.4977286,38.352089,76
POINT (-0.4977767 38.3522045),Bancaixa,,bank,,,,,,,,,,,-0.4977767,38.3522045,76
POINT (-0.4978016 38.3523076),Euro-Eléctrica Alicantina S.L,electronics,,,,,,,,,,,,-0.4978016,38.3523076,76
POINT (-0.497847 38.3524498),Clínica veterinaria San Blas,,veterinary,,,,,avenida doctor Rico,11 Bajo,,,,,-0.497847,38.3524498,76
POINT (-0.4974187 38.3514936),Caixabank,,bank,,,,,,,,Caixabank,,,-0.4974187,38.3514936,76
POINT (-0.497285 38.3505215),Instituto de belleza Jover,massage,,,,,,,,,,,,-0.497285,38.3505215,76
POINT (-0.4971784 38.3506317),Nou Nerea,,restaurant,,,,,,,,,,,-0.4971784,38.3506317,76
POINT (-0.497183 38.3511524),Mapfre,,,,,insurance,,,,,Mapfre,,,-0.497183,38.3511524,76
POINT (-0.4972147 38.351195),Mucho Cartucho,computer,,,,,,,,,,,,-0.4972147,38.351195,76
POINT (-0.4972487 38.3512413),Clínica dental Maseda,,dentist,,dentist,,,,,,,,,-0.4972487,38.3512413,76
POINT (-0.4973031 38.3513141),Las carnes de Agus,butcher,,,,,,,,,,,,-0.4973031,38.3513141,76
POINT (-0.4970583 38.3507827),carnicería Luis Bernabéu,butcher,,,,,,,,,,,,-0.4970583,38.3507827,76
POINT (-0.4970833 38.3510191),City Sec,dry_cleaning,,,,,,,,,,,,-0.4970833,38.3510191,76
POINT (-0.4970221 38.3508751),Natboumann,travel_agency,,,,,,,,,,,,-0.4970221,38.3508751,76
POINT (-0.4971218 38.3510795),Artículo chino,general,,,,,,,,,,,,-0.4971218,38.3510795,76
POINT (-0.4964718 38.3508623),Pastor decoraciones,furniture,,,,,,,,,,,,-0.4964718,38.3508623,76
POINT (-0.4967479 38.3511524),,kiosk,,,,,,,,,,,,-0.4967479,38.3511524,76
POINT (-0.4968929 38.3514812),Banco Sabadell,,bank,,,,,,,,Banco Sabadell,,,-0.4968929,38.3514812,76
POINT (-0.4968612 38.3514119),Vitalcasa,estate_agent,,,,,,,,,,,,-0.4968612,38.3514119,76
POINT (-0.4968204 38.3513585),Asador de pollos Aitana,convenience,,,,,,,,,,,,-0.4968204,38.3513585,76
POINT (-0.4967569 38.351275),Restaurante ROU,,fast_food,,,,,,,,,,argentinian,-0.4967569,38.351275,76
POINT (-0.496383 38.3507458),panadería-pastelería Castell,bakery,,,,,,,,,,,,-0.496383,38.3507458,76
POINT (-0.4963594 38.3503676),Visual moda,clothes,,,,,,,,,,,,-0.4963594,38.3503676,76
POINT (-0.4961364 38.350015),Electrodomésticos Expert San Blas,electronics,,,,,,,,,,,,-0.4961364,38.350015,76
POINT (-0.4962579 38.3502723),Clínita dental Alicante,,dentist,,dentist,,,,,,,,,-0.4962579,38.3502723,76
POINT (-0.4962035 38.3501941),Pizzería Terra Nosa,,fast_food,,,,,,,,,,pizza,-0.4962035,38.3501941,76
POINT (-0.4959243 38.3501799),,tobacco,,,,,,,,,,,,-0.4959243,38.3501799,76
POINT (-0.4958971 38.3501045),Salazones Quintana,convenience,,,,,,,,,,,,-0.4958971,38.3501045,76
POINT (-0.4958445 38.3500249),Frutas y verduras Diez,greengrocer,,,,,,,,,,,,-0.4958445,38.3500249,76
POINT (-0.495966 38.3498671),Ella,shoes,,,,,,,,,,,,-0.495966,38.3498671,76
POINT (-0.4957738 38.3499424),Angel,fabric,,,,,,,,,,,,-0.4957738,38.3499424,76
POINT (-0.4354502 38.3681564),Film & Market,video,,,,,,,,,,,,-0.4354502,38.3681564,27
POINT (-0.4336482 38.3658254),Madera de Palo,furniture,,,,,,,,,,,,-0.4336482,38.3658254,-1
POINT (-0.432729 38.364062),El sitio,,pub,,,,,,,,,,,-0.432729,38.364062,35
POINT (-0.4331386 38.3644149),Centro médico Los Almendros,,doctors,,doctor,,,,,,,,,-0.4331386,38.3644149,35
POINT (-0.4330917 38.3643647),Clínica veterinaria San Vicente-Playa,,veterinary,,,,,,,,,,,-0.4330917,38.3643647,35
POINT (-0.4330656 38.3643255),Baires,,cafe,,,,,,,,,,,-0.4330656,38.3643255,35
POINT (-0.4330222 38.3642784),St James,,pub,,,,,,,,,,,-0.4330222,38.3642784,35
POINT (-0.433213 38.3648468),Mapfre,,,,,insurance,,,,,Mapfre,,,-0.433213,38.3648468,35
POINT (-0.4314604 38.3643835),Viajes Zafiro,travel_agency,,,,,,,,,,,,-0.4314604,38.3643835,45
POINT (-0.4335673 38.3657656),Casa Actual,estate_agent,,,,,,,,,,,,-0.4335673,38.3657656,-1
POINT (-0.4335188 38.3656976),Estilista Carmen Poveda,massage,,,,,,,,,,,,-0.4335188,38.3656976,-1
POINT (-0.4312824 38.3636888),Artes Cesar,general,,,,,,,,,,,,-0.4312824,38.3636888,44
POINT (-0.4312596 38.3636557),La rosa blanca,dry_cleaning,,,,,,,,,,,,-0.4312596,38.3636557,-1
POINT (-0.4313517 38.363781),La boutique del neumático,car_repair,,,,,,,,,,,,-0.4313517,38.363781,45
POINT (-0.4315609 38.3640615),Inmo 10,estate_agent,,,,,,,,,,,,-0.4315609,38.3640615,45
POINT (-0.4316188 38.3641485),Natur House,chemist,,,,,,,,,,,,-0.4316188,38.3641485,45
POINT (-0.431594 38.3641019),Vodafone,mobile_phone,,,,,,,,,Vodafone,,,-0.431594,38.3641019,45
POINT (-0.4314956 38.3639818),BBVA,,bank,,,,,,,,BBVA,BBVA,,-0.4314956,38.3639818,45
POINT (-0.4309045 38.3631991),Cabopan,bakery,,,,,,,,,,,,-0.4309045,38.3631991,44
POINT (-0.4308714 38.3631567),Park Line,hairdresser,,,,,,,,,,,,-0.4308714,38.3631567,44
POINT (-0.430772 38.3630252),Viajes Barceló,travel_agency,,,,,,,,,,,,-0.430772,38.3630252,44
POINT (-0.4308341 38.3631018),Cabo copy,computer,,,,,,,,,,,,-0.4308341,38.3631018,44
POINT (-0.4312689 38.3630708),Boulevar,,cafe,,,,,,,,,,,-0.4312689,38.3630708,44
POINT (-0.4310981 38.3628306),Chiqui,fabric,,,,,,,,,,,,-0.4310981,38.3628306,44
POINT (-0.4311261 38.3628751),Line Olsen,clothes,,,,,,,,,,,,-0.4311261,38.3628751,44
POINT (-0.4311468 38.3629082),El cabo,video,,,,,,,,,,,,-0.4311468,38.3629082,44
POINT (-0.4311747 38.3629434),I love uñas,clothes,,,,,,,,,,,,-0.4311747,38.3629434,44
POINT (-0.4314225 38.363283),Cazaux Inmo,estate_agent,,,,,,,,,,,,-0.4314225,38.363283,-1
POINT (-0.4314743 38.3633412),BankCaixa,,bank,,,,,,,,,,,-0.4314743,38.3633412,-1
POINT (-0.4669233 38.362547),diario Las Provincias,books,,,,,,,,,,,,-0.4669233,38.362547,69
POINT (-0.4670377 38.3626245),,hairdresser,,,,,,,,,,,,-0.4670377,38.3626245,69
POINT (-0.4670887 38.3626614),café Dilema,,cafe,,,,,,,,,,,-0.4670887,38.3626614,69
POINT (-0.467233 38.3627705),Lanús,,restaurant,,,,,,,,,,argentinian,-0.467233,38.3627705,69
POINT (-0.4678684 38.3632175),Miele,doityourself,,,,,,,,,,,,-0.4678684,38.3632175,69
POINT (-0.4935845 38.3444843),Ateneo Comics,books,,,,,,calle Serrano,10,,,,,-0.4935845,38.3444843,102
POINT (-0.4915825 38.3439187),Casa del Libro,books,,,,,,calle Vila y Blanco,10,,,,,-0.4915825,38.3439187,103
POINT (-0.474668 38.3605358),masymas,supermarket,,,,,,,,,masymas,"Juan Fornés Fornés, S.A.",,-0.474668,38.3605358,-1
POINT (-0.5031347 38.353761),Mercadona,supermarket,,,,,,,,,Mercadona,,,-0.5031347,38.353761,48
POINT (-0.502416 38.3546462),Prenatal,yes,,,,,,,,,,,,-0.502416,38.3546462,48
POINT (-0.5026217 38.3543821),Comercio Chino,variety_store,,,,,,,,,,,,-0.5026217,38.3543821,48
POINT (-0.5029545 38.3539798),Kiabi,clothes,,,,,,,,,Kiabi,,,-0.5029545,38.3539798,48
POINT (-0.4826692 38.3437087),Miami,,cafe,,,,,,,,,,,-0.4826692,38.3437087,109
POINT (-0.4831336 38.3438389),El mirador,,restaurant,,,,,,,,,,,-0.4831336,38.3438389,-1
POINT (-0.4829315 38.3441773),Caixabank,,bank,,,,,,,,Caixabank,,,-0.4829315,38.3441773,109
POINT (-0.4832378 38.3440472),Banco Santander,,bank,,,,,,,,Banco Santander,Banco Santander,,-0.4832378,38.3440472,-1
POINT (-0.4834153 38.3450901),KFC,,fast_food,,,,,,,,KFC,,chicken,-0.4834153,38.3450901,-1
POINT (-0.4832749 38.344778),Banco Santander,,bank,,,,,,,,Banco Santander,Banco Popular,,-0.4832749,38.344778,115
POINT (-0.4833066 38.3446369),K+ rambla,kiosk,,,,,,,,,,,,-0.4833066,38.3446369,115
POINT (-0.4836213 38.3447315),Nine,,cafe,,,,,,,,,,,-0.4836213,38.3447315,117
POINT (-0.4834815 38.345152),Lizarrán,,restaurant,,,,,,,,Lizarrán,,spanish,-0.4834815,38.345152,116
POINT (-0.4835244 38.3452093),,tobacco,,,,,,,,,,,,-0.4835244,38.3452093,116
POINT (-0.4835476 38.3452521),Papizza,,fast_food,,,,,,,,,,burger,-0.4835476,38.3452521,116
POINT (-0.4838795 38.3452184),Banco Sabadell,,bank,,,,,,,,Banco Sabadell,,,-0.4838795,38.3452184,-1
POINT (-0.4838226 38.3451383),Quick Service,kiosk,,,,,,,,,,,,-0.4838226,38.3451383,117
POINT (-0.4836114 38.3453586),Santa Lucía,,,,,insurance,,,,,Santa Lucía,,,-0.4836114,38.3453586,116
POINT (-0.483681 38.3454723),Navarro,jewelry,,,,,,,,,,,,-0.483681,38.3454723,116
POINT (-0.4841347 38.3456698),Tere Chantal,hairdresser,,,,,,,,,,,,-0.4841347,38.3456698,-1
POINT (-0.4838365 38.345759),,kiosk,,,,,,,,,,,,-0.4838365,38.345759,116
POINT (-0.4838446 38.34586),Banco Pastor,,bank,,,,,,,,Banco Pastor,Banco Pastor,,-0.4838446,38.34586,116
POINT (-0.4839061 38.345971),Caixa Nova,,bank,,,,,,,,,,,-0.4839061,38.345971,116
POINT (-0.4839514 38.3460765),Banco Sabadell,,bank,,,,,,,,Banco Sabadell,,,-0.4839514,38.3460765,-1
POINT (-0.4840938 38.3463325),BBVA,,bank,,,,,,,,BBVA,BBVA,,-0.4840938,38.3463325,-1
POINT (-0.4839824 38.3461199),Vodafone,mobile_phone,,,,,,,,,Vodafone,,,-0.4839824,38.3461199,-1
POINT (-0.4845406 38.3464274),Maria Antonieta,hairdresser,,,,,,,,,,,,-0.4845406,38.3464274,-1
POINT (-0.4845545 38.3464529),,,pub,,,,,,,,,,,-0.4845545,38.3464529,-1
POINT (-0.4846771 38.3466305),Pomodoro,,fast_food,,,,,,,,,,pizza,-0.4846771,38.3466305,-1
POINT (-0.4847383 38.3467186),Murphy's,,pub,,,,,,,,,,,-0.4847383,38.3467186,-1
POINT (-0.4847532 38.3467791),,,pharmacy,,pharmacy,,,,,,,,,-0.4847532,38.3467791,-1
POINT (-0.4848247 38.3468453),John Mulligan's,,pub,,,,,,,,,,,-0.4848247,38.3468453,-1
POINT (-0.4849565 38.3470331),Valles,clothes,,,,,,,,,,,,-0.4849565,38.3470331,-1
POINT (-0.4850502 38.3471081),Molina,optician,,,,,,,,,,,,-0.4850502,38.3471081,113
POINT (-0.4849212 38.3472108),Teatre,,bar,,,,,,,,,,,-0.4849212,38.3472108,113
POINT (-0.4851087 38.3472406),NH Cristal,,,hotel,,,,,,,,,,-0.4851087,38.3472406,113
POINT (-0.4851792 38.3473083),Eutimio,stationery,,,,,,,,,,,,-0.4851792,38.3473083,113
POINT (-0.4850604 38.3473644),mercería Arenas,clothes,,,,,,,,,,,,-0.4850604,38.3473644,113
POINT (-0.4854597 38.3476367),Espi,convenience,,,,,,,,,,,,-0.4854597,38.3476367,-1
POINT (-0.4852201 38.3473469),Fresas y chocolate,clothes,,,,,,,,,,,,-0.4852201,38.3473469,113
POINT (-0.4851811 38.3475202),Anchela,furniture,,,,,,,,,,,,-0.4851811,38.3475202,113
POINT (-0.4848125 38.3475763),Sakacorchos,,bar,,,,,,,,,,,-0.4848125,38.3475763,112
POINT (-0.4845478 38.34757),,kiosk,,,,,,,,,,,,-0.4845478,38.34757,112
POINT (-0.484496 38.3475224),,clothes,,,,,,,,,,,,-0.484496,38.3475224,112
POINT (-0.4843064 38.3475535),Don Carlos,,cafe,,,,,,,,,,,-0.4843064,38.3475535,112
POINT (-0.4843798 38.3476243),Bazar la Rambla,convenience,,,,,,,,,,,,-0.4843798,38.3476243,112
POINT (-0.4844991 38.3477478),Magarin Salón de Juegos,bookmaker,,,,,,,,,,,,-0.4844991,38.3477478,112
POINT (-0.4845617 38.3478149),La Masa de Tomasa,bakery,,,,,,Avenida Alfonso X El Sabio,10,3202.0,,,,-0.4845617,38.3478149,112
POINT (-0.4844165 38.3481411),La cervecería,,bar,,,,,,,,,,,-0.4844165,38.3481411,-1
POINT (-0.4844731 38.3473101),La oficina,,cafe,,,,,,,,,,,-0.4844731,38.3473101,112
POINT (-0.4844593 38.3472514),Alicantina,optician,,,,,,,,,,,,-0.4844593,38.3472514,112
POINT (-0.4844379 38.3471926),mayoristademobiles.com,electronics,,,,,,,,,,,,-0.4844379,38.3471926,112
POINT (-0.484418 38.3471339),Ocaso,,,,,insurance,,Rambla de Méndez Núñez,,,Ocaso,,,-0.484418,38.3471339,-1
POINT (-0.4861772 38.3471989),Gi,clothes,,,,,,,,,,,,-0.4861772,38.3471989,111
POINT (-0.4861471 38.3471401),Tribeca Tours,travel_agency,,,,,,,,,,,,-0.4861471,38.3471401,111
POINT (-0.486101 38.3470332),Stetica,chemist,,,,,,,,,,,,-0.486101,38.3470332,111
POINT (-0.4860802 38.3469798),ClimaStar,electronics,,,,,,,,,,,,-0.4860802,38.3469798,111
POINT (-0.4861298 38.3470939),café Castallos'44,,cafe,,,,,,,,,,,-0.4861298,38.3470939,111
POINT (-0.5117855 38.3548252),,,pharmacy,,pharmacy,,,,,,,,,-0.5117855,38.3548252,-1
POINT (-0.5112202 38.3547003),,,cafe,,,,,,,,,,,-0.5112202,38.3547003,-1
POINT (-0.5006595 38.3781856),Moblerone,furniture,,,,,,,,,,,,-0.5006595,38.3781856,11
POINT (-0.5012217 38.3789187),La mueblería,furniture,,,,,,,,,,,,-0.5012217,38.3789187,11
POINT (-0.500275 38.3776908),Merkamueble,furniture,,,,,,,,,,,,-0.500275,38.3776908,11
POINT (-0.5007972 38.3784195),Miró,hifi,,,,,,,,,,,,-0.5007972,38.3784195,11
POINT (-0.5004013 38.3779832),Lámparas Luzete,electronics,,,,,,,,,,,,-0.5004013,38.3779832,11
POINT (-0.5002234 38.377421),Baños Eurocasa,furniture,,,,,,,,,,,,-0.5002234,38.377421,11
POINT (-0.5009205 38.3786039),La factoria,furniture,,,,,,,,,,,,-0.5009205,38.3786039,11
POINT (-0.4996554 38.3761886),Prix Muebles,furniture,,,,,,,,,,,,-0.4996554,38.3761886,11
POINT (-0.4995464 38.3758602),Almacén de tableros Antolin,doityourself,,,,,,,,,,,,-0.4995464,38.3758602,11
POINT (-0.4997415 38.3764225),Tu mueble,furniture,,,,,,,,,,,,-0.4997415,38.3764225,11
POINT (-0.4101233 38.3780219),Restaurante Aitana,,restaurant,,,,,,,,,,,-0.4101233,38.3780219,-1
POINT (-0.5001909 38.3660666),,,post_office,,,,,,,,,,,-0.5001909,38.3660666,49
POINT (-0.4877254 38.3415645),Kebap,,restaurant,,,,,,,,,,turkish,-0.4877254,38.3415645,-1
POINT (-0.4876968 38.3414278),Hostal Santa Ana,,,guest_house,,,,,,,,,,-0.4876968,38.3414278,-1
POINT (-0.4874947 38.3419937),Caja Rural,,bank,,,,,,,,Caja Rural,Banco Rural Central,,-0.4874947,38.3419937,-1
POINT (-0.4882779 38.342305),Restaurante Oriente,,restaurant,,,,,,,,,,chinese,-0.4882779,38.342305,97
POINT (-0.4879078 38.3418128),Banco Sabadell,,bank,,,,,,,,Banco Sabadell,,,-0.4879078,38.3418128,97
POINT (-0.4881384 38.3421199),Orient Express,,restaurant,,,,,,,,,,chinese,-0.4881384,38.3421199,97
POINT (-0.4880043 38.3419474),The little Duke,,pub,,,,,,,,,,,-0.4880043,38.3419474,97
POINT (-0.4851262 38.347595),Pilsen,,restaurant,,,,,,,,,,traditional,-0.4851262,38.347595,113
