geometry,name,shop,amenity,tourism,healthcare,office,leisure,addr:street,addr:housenumber,addr:postcode,brand,operator,cuisine,lon,lat,lon_rnd,lat_rnd,name_norm,Bilbao_hdbscan_5_5
POINT (-2.9392909 43.2608557),Phone House,mobile_phone,,,,,,,,,Phone House,,,-2.9392909,43.2608557,-327202,4815798,phone house,156
POINT (-2.9260796 43.2582347),Bar Irrintzi,,restaurant,,,,,Calle Santa María / Andra Maria kalea,8,48005.0,,,tapas,-2.9260796,43.2582347,-325731,4815507,bar irrintzi,81
POINT (-2.9322082 43.2660284),José María Crespo Peluquería,hairdresser,,,,,,,,,,,,-2.9322082,43.2660284,-326413,4816374,josé maría crespo peluquería,113
POINT (-2.9361669 43.2642288),Licenciada O. Fontan,,pharmacy,,pharmacy,,,,,,,,,-2.9361669,43.2642288,-326854,4816174,licenciada o. fontan,129
POINT (-2.9350338 43.2654048),El Revistero,kiosk,,,,,,,,,,,,-2.9350338,43.2654048,-326728,4816305,el revistero,132
POINT (-2.9355824 43.2643412),La panadería,bakery,,,,,,,,,,,,-2.9355824,43.2643412,-326789,4816186,la panadería,114
POINT (-2.9342269 43.2644256),Supercor,supermarket,,,,,,Alameda Recalde / Recalde zumarkalea,,,Supercor,,,-2.9342269,43.2644256,-326638,4816196,supercor,127
POINT (-2.9345677 43.2645212),Rekalde aretoa,,,museum,,,,,,,,,,-2.9345677,43.2645212,-326676,4816206,rekalde aretoa,-1
POINT (-2.9347838 43.2661515),Banco Santander,,bank,,,,,,,,Banco Santander,,,-2.9347838,43.2661515,-326700,4816388,banco santander,-1
POINT (-2.9340239 43.2659824),Hnos. Rodriquez,greengrocer,,,,,,,,,,,,-2.9340239,43.2659824,-326616,4816369,hnos. rodriquez,125
POINT (-2.9318768 43.2635123),Latienda,greengrocer,,,,,,,,,,,,-2.9318768,43.2635123,-326377,4816094,latienda,-1
POINT (-2.942309 43.2706352),NH Deusto,,,hotel,,,,Calle Francesc Macia / Francesc Macia kalea,,,,,,-2.942309,43.2706352,-327538,4816887,nh deusto,-1
POINT (-2.9414041 43.2700241),Zubialde,,cafe,,,,,,,,,,,-2.9414041,43.2700241,-327437,4816819,zubialde,-1
POINT (-2.9444516 43.2648828),RockStar,,pub,,,,,,,,,,,-2.9444516,43.2648828,-327776,4816247,rockstar,92
POINT (-2.9115593 43.2561508),Dia,supermarket,,,,,,,,,Dia,,,-2.9115593,43.2561508,-324115,4815275,dia,-1
POINT (-2.9343672 43.2595175),Acomerypunto,,restaurant,,,,,Alameda Urquijo / Urkixo zumarkalea,33,48008.0,,,,-2.9343672,43.2595175,-326654,4815649,acomerypunto,-1
POINT (-2.9457732 43.2576216),Eroski,supermarket,,,,,,,,,Eroski,,,-2.9457732,43.2576216,-327923,4815438,eroski,-1
POINT (-2.9226332 43.2604213),KFC,,fast_food,,,,,,,,KFC,,chicken,-2.9226332,43.2604213,-325348,4815750,kfc,-1
POINT (-2.9440892 43.2639605),Berton,,pub,,,,,,,,,,,-2.9440892,43.2639605,-327736,4816144,berton,98
POINT (-2.9510542 43.2722245),KZ Gunea,,school,,,,,,,,,,,-2.9510542,43.2722245,-328511,4817064,kz gunea,-1
POINT (-2.9363139 43.2657288),Bilbo Bike,bicycle,,,,,,Calle Henao / Henao kalea,54,48009.0,,,,-2.9363139,43.2657288,-326870,4816341,bilbo bike,-1
POINT (-2.9320206 43.2629095),Ciclos Zubero,bicycle,,,,,,Calle Diputación / Diputazio kalea,3,48009.0,,,,-2.9320206,43.2629095,-326393,4816027,ciclos zubero,116
POINT (-2.913265 43.2551868),BM,supermarket,,,,,,Zabalbide kalea,70,48006.0,BM,,,-2.913265,43.2551868,-324305,4815167,bm,58
POINT (-2.9150039 43.252482),Cavia González,,pharmacy,,pharmacy,,,Santutxu Kalea,31,,,,,-2.9150039,43.252482,-324498,4814866,cavia gonzález,-1
POINT (-2.9471645 43.2582165),Kitxune,,,,,advertising_agency,,Calle Zankoeta / Zankoeta kalea,6,48013.0,,,,-2.9471645,43.2582165,-328078,4815505,kitxune,69
POINT (-2.9224981 43.2593915),Ametsarte,clothes,,,,,,Plaza Nueva / Plaza Barria,14,48005.0,,,,-2.9224981,43.2593915,-325332,4815635,ametsarte,81
POINT (-2.9520818 43.2627823),Hacienda Foral de Bizkaia,,,,,government,,,,,,,,-2.9520818,43.2627823,-328626,4816013,hacienda foral de bizkaia,-1
POINT (-2.9380265 43.2572684),Bar Oli,,cafe,,,,,Calle Autonomía / Autonomia kalea,19,48010.0,,,spanish,-2.9380265,43.2572684,-327061,4815399,bar oli,-1
POINT (-2.9223797 43.2554843),Carrefour Market,supermarket,,,,,,,,,Carrefour Market,,,-2.9223797,43.2554843,-325319,4815201,carrefour market,-1
POINT (-2.9331983 43.2668442),Caixabank,,bank,,,,,,,,Caixabank,,,-2.9331983,43.2668442,-326524,4816465,caixabank,-1
POINT (-2.9746419 43.2750557),Ciclos Azcarate,bicycle,,,,,,Estrada Zabalbidea / Zabalbidea Estrata,9,48013.0,,,,-2.9746419,43.2750557,-331137,4817379,ciclos azcarate,0
POINT (-2.9141173 43.2529301),Ciclos Sandonis,bicycle,,,,,,Landaburu baserria kalea,10,,,,,-2.9141173,43.2529301,-324400,4814916,ciclos sandonis,61
POINT (-2.910747 43.250694),Fisioterapia Bizitza,,,,physiotherapist,,,,,,,,,-2.910747,43.250694,-324024,4814667,fisioterapia bizitza,-1
POINT (-2.9489161 43.2703101),"And&o, Calzado de Bienestar",clothes,,,,,,Trasera de C/ Burgos,8,48014.0,,,,-2.9489161,43.2703101,-328273,4816851,"and&o, calzado de bienestar",-1
POINT (-2.9256656 43.2665623),,,taxi,,,,,,,,,,,-2.9256656,43.2665623,-325685,4816434,,57
POINT (-2.9267041 43.2611737),,jewelry,,,,,,,,,,,,-2.9267041,43.2611737,-325801,4815834,,-1
POINT (-2.9439642 43.2603958),La Taberna de los Mundos,,pub,,,,,Calle Simón Bolívar / Simon Bolivar kalea,17,48010.0,,,,-2.9439642,43.2603958,-327722,4815747,la taberna de los mundos,-1
POINT (-2.9429708 43.2702969),Viveros Deusto,seafood,,,,,,,,,,,,-2.9429708,43.2702969,-327612,4816849,viveros deusto,-1
POINT (-2.9278362 43.2580813),Bar Nervión,,cafe,,,,,Calle Naja / Naxa kalea,7,,,,,-2.9278362,43.2580813,-325927,4815490,bar nervión,59
POINT (-2.9104167 43.2560961),Sol,,pub,,,,,,,,,,,-2.9104167,43.2560961,-323988,4815269,sol,-1
POINT (-2.9099983 43.2562153),,,bar,,,,,,,,,,,-2.9099983,43.2562153,-323941,4815282,,-1
POINT (-2.9099071 43.2554789),Aboy,,bar,,,,,,,,,,,-2.9099071,43.2554789,-323931,4815200,aboy,-1
POINT (-2.9098373 43.2556644),AEK,,school,,,,,,,,,,,-2.9098373,43.2556644,-323923,4815221,aek,-1
POINT (-2.926757 43.2667294),Conde Duque Bilbao Hotela,,,hotel,,,,Paseo Campo Volantín / Campo Volantin pasealekua,22,,,,,-2.926757,43.2667294,-325807,4816452,conde duque bilbao hotela,57
POINT (-2.9338433 43.2674057),Hotel The Artist - Grand Hotel of Art,,,hotel,,,,Alameda Mazarredo / Mazarredo zumarkalea,61,48009.0,,,,-2.9338433,43.2674057,-326595,4816528,hotel the artist - grand hotel of art,-1
POINT (-2.9254543 43.2655776),,,post_box,,,,,,,,Correos,Correos,,-2.9254543,43.2655776,-325662,4816324,,-1
POINT (-2.9304073 43.2692983),,,post_box,,,,,,,,Correos,Correos,,-2.9304073,43.2692983,-326213,4816738,,-1
POINT (-2.9227613 43.2636726),,,post_box,,,,,,,,Correos,Correos,,-2.9227613,43.2636726,-325362,4816112,,77
POINT (-2.9308993 43.2602449),Sercotel Coliseo,,,hotel,,,,Alameda Urquijo / Urkixo zumarkalea,13,48008.0,,Sercotel,,-2.9308993,43.2602449,-326268,4815730,sercotel coliseo,103
POINT (-2.923292 43.2596309),Sercotel Arenal Bilbao,,,hotel,,,,Calle Fueros / Foru kalea,2,48008.0,Sercotel,Sercotel Hotels,,-2.923292,43.2596309,-325421,4815662,sercotel arenal bilbao,81
POINT (-2.9335008 43.2671032),,vacant,,,,,,Calle Lersundi / Lersundi kalea,18,48009.0,,,,-2.9335008,43.2671032,-326557,4816494,,-1
POINT (-2.9337021 43.2665598),Serinfor,computer,,,,,,,,,,,,-2.9337021,43.2665598,-326580,4816433,serinfor,-1
POINT (-2.9333015 43.2666217),Rockade,,cafe,,,,,Alameda Recalde / Recalde zumarkalea,11,48009.0,,,burger;cake;mexican;sausage;tapas,-2.9333015,43.2666217,-326535,4816440,rockade,115
POINT (-2.9336203 43.266809),Z. Gabikaetxeberría,,pharmacy,,pharmacy,,,,,,,,,-2.9336203,43.266809,-326571,4816461,z. gabikaetxeberría,-1
POINT (-2.9424741 43.262533),La Sureña,,pub,,,,,,,,,,spanish,-2.9424741,43.262533,-327556,4815985,la sureña,159
POINT (-2.9430784 43.2626648),Laboral Kutxa,,bank,,,,,,,,Laboral Kutxa,,,-2.9430784,43.2626648,-327623,4816000,laboral kutxa,-1
POINT (-2.9425789 43.2623236),La Tagliatella,,restaurant,,,,,,,,,,italian,-2.9425789,43.2623236,-327568,4815962,la tagliatella,-1
POINT (-2.9426638 43.2625724),El Kopón de Pozas,,pub,,,,,,,,,,,-2.9426638,43.2625724,-327577,4815990,el kopón de pozas,-1
POINT (-2.9422835 43.2624897),Muskitza,,bar,,,,,,,,,,,-2.9422835,43.2624897,-327535,4815980,muskitza,159
POINT (-2.9354295 43.2597477),Alambique,,cafe,,,,,,,,,,,-2.9354295,43.2597477,-326772,4815675,alambique,154
POINT (-2.9351857 43.2599826),Eroski,supermarket,,,,,,,,,Eroski,Eroski,,-2.9351857,43.2599826,-326745,4815701,eroski,-1
POINT (-2.9338834 43.2595157),Lemona,bakery,,,,,,,,,,,,-2.9338834,43.2595157,-326600,4815649,lemona,-1
POINT (-2.9349508 43.2596548),Mariscos El Puerto,seafood,,,,,,,,,,,,-2.9349508,43.2596548,-326719,4815665,mariscos el puerto,154
POINT (-2.9352871 43.2599907),La Sausería,,restaurant,,,,,,,,,,pizza,-2.9352871,43.2599907,-326756,4815702,la sausería,-1
POINT (-2.9350007 43.2599395),Linsay,dry_cleaning,,,,,,,,,,,,-2.9350007,43.2599395,-326724,4815696,linsay,-1
POINT (-2.9418398 43.2621588),Zaharra,,pub,,,,,,,,,,,-2.9418398,43.2621588,-327486,4815944,zaharra,172
POINT (-2.9415882 43.2628194),Zoe's,clothes,,,,,,,,,,,,-2.9415882,43.2628194,-327458,4816017,zoe's,168
POINT (-2.9414455 43.2631616),Caixabank,,bank,,,,,,,,Caixabank,Caixabank,,-2.9414455,43.2631616,-327442,4816055,caixabank,-1
POINT (-2.9416797 43.2625954),Estraunza,,pub,,,,,,,,,,,-2.9416797,43.2625954,-327468,4815992,estraunza,168
POINT (-2.9421736 43.262195),Quiosco,kiosk,,,,,,,,,,,,-2.9421736,43.262195,-327523,4815948,quiosco,-1
POINT (-2.9410087 43.2641678),Renault,car,,,,,,,,,Renault,,,-2.9410087,43.2641678,-327393,4816167,renault,-1
POINT (-2.9417429 43.2623985),Ziripot,,pub,,,,,,,,,,breakfast,-2.9417429,43.2623985,-327475,4815970,ziripot,168
POINT (-2.9419088 43.2621888),,,post_box,,,,,,,,Correos,Correos,,-2.9419088,43.2621888,-327493,4815947,,-1
POINT (-2.9412118 43.2622681),Farmacia Arrieta,,pharmacy,,pharmacy,,,,,,,,,-2.9412118,43.2622681,-327416,4815956,farmacia arrieta,-1
POINT (-2.9418819 43.2627421),,,taxi,,,,,,,,,,,-2.9418819,43.2627421,-327490,4816008,,-1
POINT (-2.9378781 43.2615445),Ayestarán,shoes,,,,,,,,,,,,-2.9378781,43.2615445,-327045,4815875,ayestarán,-1
POINT (-2.9373598 43.2617658),Arrese,pastry,,,,,,,,,,,,-2.9373598,43.2617658,-326987,4815900,arrese,175
POINT (-2.9381421 43.2616696),Calzedonia,clothes,,,,,,,,,Calzedonia,,,-2.9381421,43.2616696,-327074,4815889,calzedonia,183
POINT (-2.9379312 43.2617689),Camper,shoes,,,,,,Calle Ercilla / Ercilla kalea,32,,Camper,,,-2.9379312,43.2617689,-327051,4815900,camper,183
POINT (-2.935939 43.2627071),claire's,fashion_accessories,,,,,,,,,claire's,,,-2.935939,43.2627071,-326829,4816005,claire's,-1
POINT (-2.9373075 43.2618188),GAES,hearing_aids,,,,,,,,,GAES,,,-2.9373075,43.2618188,-326981,4815906,gaes,175
POINT (-2.9380464 43.261714),Fernando Monge,jewelry,,,,,,,,,,,,-2.9380464,43.261714,-327063,4815894,fernando monge,183
POINT (-2.9376746 43.2618858),General Óptica,optician,,,,,,Calle Ercilla / Ercilla kalea,30,,General Óptica,,,-2.9376746,43.2618858,-327022,4815913,general óptica,-1
POINT (-2.9380872 43.2616962),Pikolinos,shoes,,,,,,,,,,,,-2.9380872,43.2616962,-327068,4815892,pikolinos,183
POINT (-2.9363347 43.2624985),Gure,,bar,,,,,Calle Ercilla / Ercilla kalea,,,,,,-2.9363347,43.2624985,-326873,4815981,gure,173
POINT (-2.9362695 43.2625244),Oceanico,,restaurant,,,,,,,,,,sushi,-2.9362695,43.2625244,-326866,4815984,oceanico,173
POINT (-2.936559 43.2623939),dime que me quieres,jewelry,,,,,,,,,,,,-2.936559,43.2623939,-326898,4815970,dime que me quieres,173
POINT (-2.9374202 43.2620059),Medical Óptica Audición,optician,,,,,,Calle Ercilla / Ercilla kalea,28,48011.0,,,,-2.9374202,43.2620059,-326994,4815926,medical óptica audición,175
POINT (-2.9375901 43.2616652),Multiópticas,optician,,,,,,Calle Ercilla / Ercilla kalea,31,,Multiópticas,,,-2.9375901,43.2616652,-327013,4815889,multiópticas,175
POINT (-2.937544 43.2619482),Douglas,perfumery,,,,,,,,,Douglas,,,-2.937544,43.2619482,-327007,4815920,douglas,-1
POINT (-2.9379931 43.2617365),Yuccs,shoes,,,,,,,,,,,,-2.9379931,43.2617365,-327057,4815897,yuccs,183
POINT (-2.9381775 43.2616499),Unisa,shoes,,,,,,,,,,,,-2.9381775,43.2616499,-327078,4815887,unisa,183
POINT (-2.9377927 43.2618286),renatta&go,clothes,,,,,,Calle Ercilla / Ercilla kalea,32,48011.0,,,,-2.9377927,43.2618286,-327035,4815907,renatta&go,-1
POINT (-2.9378866 43.2617889),Yves Rocher,beauty,,,,,,Calle Ercilla / Ercilla kalea,32,,Yves Rocher,,,-2.9378866,43.2617889,-327046,4815902,yves rocher,-1
POINT (-2.9363709 43.2622459),Farmacia Moyua,,pharmacy,,pharmacy,,,,,,,,,-2.9363709,43.2622459,-326877,4815953,farmacia moyua,173
POINT (-2.928092 43.2624606),Iruña,,restaurant,,,,,Calle Colón de Larreátegui / Kolon Larreategi kalea,13,48001.0,,,regional,-2.928092,43.2624606,-325955,4815977,iruña,-1
POINT (-2.9288651 43.2626405),La Nueva Nicoletta,,restaurant,,,,,,,,,,italian,-2.9288651,43.2626405,-326041,4815997,la nueva nicoletta,-1
POINT (-2.9166785 43.2686142),Olga,,bar,,,,,,,,,,,-2.9166785,43.2686142,-324685,4816662,olga,31
POINT (-2.9153329 43.2675155),Pulpería Gon-Vaz,,cafe,,,,,,,,,,,-2.9153329,43.2675155,-324535,4816540,pulpería gon-vaz,-1
POINT (-2.9326297 43.2620035),El Embrujo de Bilbao,,bar,,,,,,,,,,,-2.9326297,43.2620035,-326460,4815926,el embrujo de bilbao,122
POINT (-2.9329822 43.2613024),SOHO,,bar,,,,,,,,,,,-2.9329822,43.2613024,-326500,4815848,soho,137
POINT (-2.9478982 43.2498663),Galburu,bakery,,,,,,,,,,,,-2.9478982,43.2498663,-328160,4814575,galburu,-1
POINT (-2.9475282 43.2515914),"Panificadora Basauri, S.A.",bakery,,,,,,,,,,,,-2.9475282,43.2515914,-328119,4814767,"panificadora basauri, s.a.",21
POINT (-2.940474 43.2595372),Bris Clinica Veterinaria,,veterinary,,,,,Calle Aureliano Valle / Aureliano Valle kalea,2,48010.0,,,,-2.940474,43.2595372,-327334,4815652,bris clinica veterinaria,99
POINT (-2.9404777 43.2594798),Yeti Bistro-Rest,,cafe,,,,,Calle Aureliano Valle / Aureliano Valle kalea,2,48010.0,,,,-2.9404777,43.2594798,-327334,4815645,yeti bistro-rest,99
POINT (-2.9401668 43.2595934),O'Morcego,,pub,,,,,Calle Aureliano Valle / Aureliano Valle kalea,1,48010.0,,,,-2.9401668,43.2595934,-327299,4815658,o'morcego,99
POINT (-2.940063 43.2589547),El Boti,,pub,,,,,Calle Aureliano Valle / Aureliano Valle kalea,,,,,,-2.940063,43.2589547,-327288,4815587,el boti,-1
POINT (-2.9407034 43.2597145),Cafeteria Tranvia,,cafe,,,,,,,,,,,-2.9407034,43.2597145,-327359,4815671,cafeteria tranvia,99
POINT (-2.9405238 43.2598104),Cotton Club,,pub,,,,,,,,,,,-2.9405238,43.2598104,-327339,4815682,cotton club,99
POINT (-2.9400659 43.2598193),Baztertxo Berria,,pub,,,,,,,,,,,-2.9400659,43.2598193,-327288,4815683,baztertxo berria,99
POINT (-2.9400712 43.2597099),Diego's Bar,,cafe,,,,,Calle Alcalde Felipe Uhagón / Felipe Uhagon alkatearen kalea,,,,,,-2.9400712,43.2597099,-327289,4815671,diego's bar,99
POINT (-2.9399747 43.2596708),Búho's,,pub,,,,,,,,,,,-2.9399747,43.2596708,-327278,4815667,búho's,99
POINT (-2.9354983 43.2566173),Hotel Zabalburu,,,hotel,,,,Pedro Martínez Artola,8,48012.0,,,,-2.9354983,43.2566173,-326780,4815327,hotel zabalburu,-1
POINT (-2.9714611 43.2708487),Santer,,bar,,,,,,,,,,,-2.9714611,43.2708487,-330783,4816911,santer,0
POINT (-2.9704526 43.2713701),El otro,,bar,,,,,,,,,,,-2.9704526,43.2713701,-330671,4816969,el otro,0
POINT (-2.9698251 43.2721355),La parada,,bar,,,,,,,,,,,-2.9698251,43.2721355,-330601,4817054,la parada,0
POINT (-2.9352982 43.2579415),Kutxabank,,bank,,,,,,,48010.0,Kutxabank,,,-2.9352982,43.2579415,-326757,4815474,kutxabank,136
POINT (-2.9312721 43.2600631),BBVA,,bank,,,,,,,,BBVA,BBVA,,-2.9312721,43.2600631,-326309,4815710,bbva,-1
POINT (-2.9354252 43.257646),,laundry,,,,,,,,48010.0,,,,-2.9354252,43.257646,-326772,4815441,,136
POINT (-2.9452903 43.2631561),Ciclos Maestre,bicycle,,,,,,Calle Licenciado Poza / Poza lizentziatuaren kalea,60,48013.0,,,,-2.9452903,43.2631561,-327870,4816055,ciclos maestre,98
POINT (-2.9317783 43.2565859),,,post_box,,,,,,,,Correos,Correos,,-2.9317783,43.2565859,-326366,4815323,,59
POINT (-2.9243638 43.2579219),Casual Hostal Gurea,,,guest_house,,,,Calle Bidebarrieta / Bidebarrieta kalea,14,48005.0,,,,-2.9243638,43.2579219,-325540,4815472,casual hostal gurea,81
POINT (-2.9462031 43.252891),Los Hermanos,,bar,,,,,,,,,,,-2.9462031,43.252891,-327971,4814912,los hermanos,30
POINT (-2.9270784 43.2622232),Abando,,,hotel,,,,Calle Colón de Larreategui / Colon de Larreategui kalea,9,48001.0,,,,-2.9270784,43.2622232,-325842,4815951,abando,-1
POINT (-2.9331063 43.2656609),Fundación Itaka-Escolapios,,,,,foundation,,Calle Juan Ajuriaguerra / Juan Ajuriaguerra kalea,15,48009.0,,,,-2.9331063,43.2656609,-326513,4816333,fundación itaka-escolapios,-1
POINT (-2.9459711 43.2717373),Kutxabank,,bank,,,,,,,,Kutxabank,,,-2.9459711,43.2717373,-327946,4817010,kutxabank,-1
POINT (-2.946614 43.2717549),BBVA,,bank,,,,,,,,BBVA,BBVA,,-2.946614,43.2717549,-328017,4817012,bbva,-1
POINT (-2.9459876 43.2711688),Vitaldent,,dentist,,dentist,,,Calle Rafaela Ybarra / Rafaela Ybarra kalea,27,48014.0,Vitaldent,,,-2.9459876,43.2711688,-327947,4816947,vitaldent,51
POINT (-2.9457033 43.2713669),Caixabank,,bank,,,,,,,,Caixabank,Caixabank,,-2.9457033,43.2713669,-327916,4816969,caixabank,-1
POINT (-2.9460789 43.2711696),Abanca,,bank,,,,,Avenida Madariaga / Madariaga etorbidea,10,48014.0,Abanca,Caixabank,,-2.9460789,43.2711696,-327958,4816947,abanca,51
POINT (-2.9463064 43.2717495),Rural Kutxa,,bank,,,,,,,,Caja Rural,,,-2.9463064,43.2717495,-327983,4817011,rural kutxa,-1
POINT (-2.9465851 43.2720858),Oficina de Correos,,post_office,,,,,,,,Oficina de Correos,Correos,,-2.9465851,43.2720858,-328014,4817049,oficina de correos,-1
POINT (-2.9457181 43.2709602),Caixabank,,bank,,,,,,,,Caixabank,La Caixa,,-2.9457181,43.2709602,-327917,4816923,caixabank,-1
POINT (-2.9467334 43.2711709),Enrique Arana,,,,,notary,,Avenida Madariaga Etorbidea,12,48014.0,Laboral Kutxa,,,-2.9467334,43.2711709,-328030,4816947,enrique arana,-1
POINT (-2.9451821 43.2711936),Banco Santander,,bank,,,,,Avenida Madariaga / Madariaga etorbidea,,,Banco Santander,,,-2.9451821,43.2711936,-327858,4816949,banco santander,50
POINT (-2.9464814 43.2711669),Eroski City,supermarket,,,,,,Avenida Madariaga Etorbidea,12,48014.0,Eroski,,,-2.9464814,43.2711669,-328002,4816946,eroski city,51
POINT (-2.9494181 43.2715432),Telepizza,,fast_food,,,,,,,,Telepizza,,pizza,-2.9494181,43.2715432,-328329,4816988,telepizza,-1
POINT (-2.9445766 43.2724799),Bordatxo,,restaurant,,,,,,,,,,,-2.9445766,43.2724799,-327790,4817092,bordatxo,-1
POINT (-2.9330816 43.2579817),BHIP Oscus-Dolores Sopeña,,college,,,,,,,48008.0,,,,-2.9330816,43.2579817,-326511,4815479,bhip oscus-dolores sopeña,146
POINT (-2.9120681 43.2507541),Englisch Tutor,,language_school,,,,,,,,,,,-2.9120681,43.2507541,-324171,4814674,englisch tutor,41
POINT (-2.9321668 43.2641863),Ercilla Abogados,,,,,lawyer,,Calle Ercilla / Ercilla kalea,11,48009.0,,,,-2.9321668,43.2641863,-326409,4816169,ercilla abogados,112
POINT (-2.9433404 43.2602478),Avis,,car_rental,,,,,,,,Avis,,,-2.9433404,43.2602478,-327653,4815731,avis,-1
POINT (-2.9751636 43.2756255),Jotabe,,cafe,,,,,,,,,,,-2.9751636,43.2756255,-331195,4817443,jotabe,0
POINT (-2.9734711 43.2760424),Caixabank,,bank,,,,,,,,Caixabank,,,-2.9734711,43.2760424,-331007,4817489,caixabank,0
POINT (-2.9716918 43.2763255),,,pharmacy,,pharmacy,,,,,,,,,-2.9716918,43.2763255,-330809,4817521,,0
POINT (-2.9718751 43.2767535),The Rocket Tavern,,restaurant,,,,,,,,,,,-2.9718751,43.2767535,-330829,4817568,the rocket tavern,0
POINT (-2.9720291 43.2765206),BM,supermarket,,,,,,,,,BM,,,-2.9720291,43.2765206,-330846,4817542,bm,0
POINT (-2.9721119 43.2765636),BBVA,,bank,,,,,,,,BBVA,BBVA,,-2.9721119,43.2765636,-330855,4817547,bbva,0
POINT (-2.9715783 43.2763565),Kutxabank,,bank,,,,,,,,Kutxabank,,,-2.9715783,43.2763565,-330796,4817524,kutxabank,0
POINT (-2.9723863 43.2766516),Banco Santander,,bank,,,,,,,,Banco Santander,,,-2.9723863,43.2766516,-330886,4817557,banco santander,0
POINT (-2.9716676 43.276694),,kiosk,,,,,,,,,,,,-2.9716676,43.276694,-330806,4817562,,0
POINT (-2.956542 43.2606423),Farmacia Jon Uriarte Temprano,,pharmacy,,,,,,,,,,,-2.956542,43.2606423,-329122,4815775,farmacia jon uriarte temprano,-1
POINT (-2.9344176 43.2601585),El Eme,,restaurant,,,,,,,,,,sandwich,-2.9344176,43.2601585,-326659,4815721,el eme,-1
POINT (-2.9604566 43.2783104),Bizkaiko Ikastolen Elkartea,,,,,yes,,,,,,,,-2.9604566,43.2783104,-329558,4817742,bizkaiko ikastolen elkartea,-1
POINT (-2.9424824 43.2605535),CanalPC,computer,,,,,,,,,,,,-2.9424824,43.2605535,-327557,4815765,canalpc,90
POINT (-2.9090872 43.2473027),Artyluz,interior_decoration,,,,,,Carretera Bilbao-Galdakao,6,48004.0,,,,-2.9090872,43.2473027,-323840,4814290,artyluz,20
POINT (-2.9085853 43.247457),Talleres LMP,car_repair,,,,,,Carretera Bilbao-Galdakao,6A,48004.0,,Tecno-Centro,,-2.9085853,43.247457,-323784,4814307,talleres lmp,20
POINT (-2.9517136 43.2652532),Restaurante Astillero Euskalduna,,restaurant,,,,,,,,,,regional,-2.9517136,43.2652532,-328585,4816288,restaurante astillero euskalduna,-1
POINT (-2.9229271 43.2631465),Marian de la Torre,,pharmacy,,pharmacy,,,Calle Sendeja / Zingira kalea,7,48007.0,,,,-2.9229271,43.2631465,-325380,4816053,marian de la torre,77
POINT (-2.9158005 43.2622237),Petit Stop,,bar,,,,,,,,,,,-2.9158005,43.2622237,-324587,4815951,petit stop,37
POINT (-2.9163175 43.2627831),Lube,,bar,,,,,,,,,,,-2.9163175,43.2627831,-324644,4816013,lube,37
POINT (-2.915447 43.2629042),Farmacia Solay Ispizua,,pharmacy,,,,,Camino Vía Vieja de Lezama / Lezamako trenbide zaharreko bidea,3,48007.0,,,,-2.915447,43.2629042,-324548,4816026,farmacia solay ispizua,37
POINT (-2.9363533 43.2643051),IMQ,,hospital,,hospital,,,Calle Colón de Larreategui / Colon de Larreategui kalea,45,48008.0,,,,-2.9363533,43.2643051,-326875,4816182,imq,129
POINT (-2.9364918 43.2643342),Clinica Ginecológica Elcano,,doctors,,doctor,,,Calle Colón de Larreategui / Colon de Larreategui kalea,47,48008.0,,,,-2.9364918,43.2643342,-326890,4816186,clinica ginecológica elcano,-1
POINT (-2.9371289 43.2646399),Ambar Alfombras,carpet,,,,,,,,,,,,-2.9371289,43.2646399,-326961,4816220,ambar alfombras,129
POINT (-2.9351423 43.2583987),Caixabank,,bank,,,,,,,48010.0,Caixabank,,,-2.9351423,43.2583987,-326740,4815525,caixabank,-1
POINT (-2.9416829 43.2587842),Dental Line,,dentist,,dentist,,,,,,,,,-2.9416829,43.2587842,-327468,4815568,dental line,-1
