geometry,name,shop,amenity,tourism,healthcare,office,leisure,addr:street,addr:housenumber,addr:postcode,brand,operator,cuisine,lon,lat,lon_rnd,lat_rnd,name_norm,Valencia_hdbscan_5_5
POINT (-0.3770666 39.4746051),El bon menjar,,restaurant,,,,,,,,,,mediterranean,-0.3770666,39.4746051,-41975,4394313,el bon menjar,-1
POINT (-0.3596075 39.4543782),Bar Bulevar,,restaurant,,,,,,,,,,spanish,-0.3596075,39.4543782,-40032,4392061,bar bulevar,67
POINT (-0.37577 39.4599578),Farmacia L'antiga Russafa,,cafe,,,,,,,,,,,-0.37577,39.4599578,-41831,4392683,farmacia l'antiga russafa,172
POINT (-0.3769167 39.4616633),Ciao Bike,bicycle,,,,,,,,,,,,-0.3769167,39.4616633,-41958,4392872,ciao bike,-1
POINT (-0.3761621 39.4604528),Dulce de leche boutique,bakery,,,,,,Carrer de Cuba,46,46006,,,,-0.3761621,39.4604528,-41874,4392738,dulce de leche boutique,172
POINT (-0.3758111 39.4598439),El Raga,,restaurant,,,,,Calle Cuba,,,,,,-0.3758111,39.4598439,-41835,4392670,el raga,172
POINT (-0.3595371 39.4535628),El rincón de Cai,,restaurant,,,,,,,,,,spanish,-0.3595371,39.4535628,-40024,4391971,el rincón de cai,67
POINT (-0.3646217 39.4603557),La tasca argentina,,restaurant,,,,,,,,,,argentinian,-0.3646217,39.4603557,-40590,4392727,la tasca argentina,-1
POINT (-0.3691608 39.4626323),Tora,,restaurant,,,,,,,,,,japanese,-0.3691608,39.4626323,-41095,4392980,tora,153
POINT (-0.3590626 39.4535533),Oriental,,restaurant,,,,,,,,,,chinese,-0.3590626,39.4535533,-39971,4391970,oriental,67
POINT (-0.3597789 39.454591),,,restaurant,,,,,,,,,,,-0.3597789,39.454591,-40051,4392085,,67
POINT (-0.3585333 39.4561765),,,restaurant,,,,,,,,,,,-0.3585333,39.4561765,-39912,4392262,,67
POINT (-0.3640777 39.4571684),,bakery,,,,,,,,,,,,-0.3640777,39.4571684,-40529,4392372,,120
POINT (-0.3658752 39.4575551),,bakery,,,,,,,,,,,,-0.3658752,39.4575551,-40729,4392415,,-1
POINT (-0.3656601 39.4579775),,bakery,,,,,,,,,,,,-0.3656601,39.4579775,-40705,4392462,,119
POINT (-0.3655288 39.4586209),Bar a la Bartola,,restaurant,,,,,,,,,,,-0.3655288,39.4586209,-40691,4392534,bar a la bartola,119
POINT (-0.366444 39.4587036),,,restaurant,,,,,,,,,,,-0.366444,39.4587036,-40793,4392543,,119
POINT (-0.3665573 39.4596821),,,restaurant,,,,,,,,,,,-0.3665573,39.4596821,-40805,4392652,,-1
POINT (-0.3706642 39.4597947),Yun Nan,,restaurant,,,,,,,,,,,-0.3706642,39.4597947,-41262,4392664,yun nan,-1
POINT (-0.3686717 39.4601005),,,restaurant,,,,,,,,,,,-0.3686717,39.4601005,-41041,4392698,,142
POINT (-0.3760414 39.4602871),El bocata de pataca II,,restaurant,,,,,,,,,,,-0.3760414,39.4602871,-41861,4392719,el bocata de pataca ii,172
POINT (-0.3718609 39.4607557),La Pizarra,,restaurant,,,,,,,,,,,-0.3718609,39.4607557,-41396,4392771,la pizarra,178
POINT (-0.3709672 39.4610347),,,restaurant,,,,,,,,,,,-0.3709672,39.4610347,-41296,4392802,,-1
POINT (-0.3626504 39.4615161),Fabianos,,restaurant,,,,,,,,,,,-0.3626504,39.4615161,-40370,4392856,fabianos,-1
POINT (-0.3748807 39.4618134),,,restaurant,,,,,,,,,,,-0.3748807,39.4618134,-41732,4392889,,-1
POINT (-0.375555 39.4619052),,,restaurant,,,,,,,,,,,-0.375555,39.4619052,-41807,4392899,,180
POINT (-0.3732805 39.462104),Varqués Restaurante,,restaurant,,,,,Carrer del Mossén Femenia,15,46006,,,mediterranean;spanish;tapas;diner,-0.3732805,39.462104,-41554,4392921,varqués restaurante,178
POINT (-0.3728928 39.4622385),Beirut King Ruzafa,,restaurant,,,,,Carrer del Mossén Femenia,12,46006,,Beirut King,lebanese;mediterranean;middle_eastern,-0.3728928,39.4622385,-41510,4392936,beirut king ruzafa,178
POINT (-0.3737335 39.4622536),L'aperitiu. Vermuteria,,bar,,,,,,,,,,,-0.3737335,39.4622536,-41604,4392938,l'aperitiu. vermuteria,178
POINT (-0.3695386 39.4624952),,,restaurant,,,,,,,,,,,-0.3695386,39.4624952,-41137,4392965,,153
POINT (-0.3692861 39.4625787),Nozomi Shusi Bar,,restaurant,,,,,Carrer de Pere III el Gran,11D,46005,,,,-0.3692861,39.4625787,-41109,4392974,nozomi shusi bar,153
POINT (-0.366267 39.4626299),Horno San Bartolomé,bakery,,,,,,Calle Duque de Calabria,14,46005,,,,-0.366267,39.4626299,-40773,4392980,horno san bartolomé,-1
POINT (-0.3670581 39.4633038),Little Thai Ruzafa,,restaurant,,,,,,,,,,,-0.3670581,39.4633038,-40861,4393055,little thai ruzafa,170
POINT (-0.3678489 39.4633835),Ruzanuvol,,restaurant,,,,,Carrer de Lluís de Santàngel,3,,,,,-0.3678489,39.4633835,-40949,4393064,ruzanuvol,170
POINT (-0.3699802 39.463678),Canalla Bistro by Ricard Camarena,,restaurant,,,,,Carrer del Mestre Josep Serrano,5,,,,,-0.3699802,39.463678,-41186,4393097,canalla bistro by ricard camarena,168
POINT (-0.3697885 39.4637398),Restaurante Maipi,,restaurant,,,,,,,,,,,-0.3697885,39.4637398,-41165,4393104,restaurante maipi,168
POINT (-0.3698386 39.4638967),Pare Pere,,restaurant,,,,,,,,,,,-0.3698386,39.4638967,-41170,4393121,pare pere,168
POINT (-0.3711814 39.4640579),Ramen Kuma,,restaurant,,,,,Carrer del Pintor Salvador Abril,6,46005,,,ramen;japanese,-0.3711814,39.4640579,-41320,4393139,ramen kuma,-1
POINT (-0.3689684 39.4642892),Goya Gallery Restaurant,,restaurant,,,,,,,,,,,-0.3689684,39.4642892,-41074,4393165,goya gallery restaurant,-1
POINT (-0.3689911 39.4645161),Horno Goya,bakery,,,,,,,,,,,,-0.3689911,39.4645161,-41076,4393190,horno goya,-1
POINT (-0.3722834 39.4648719),Gran Rojo,,restaurant,,,,,,,,,,,-0.3722834,39.4648719,-41443,4393230,gran rojo,-1
POINT (-0.3671324 39.4650563),David Esteve,bakery,,,,,,Carrer de Borriana,17,,,,,-0.3671324,39.4650563,-40869,4393250,david esteve,170
POINT (-0.3777032 39.4751591),Tasca La Purísima,,restaurant,,,,,Carrer de la Puríssima,,46001,,,mediterranean,-0.3777032,39.4751591,-42046,4394375,tasca la purísima,-1
POINT (-0.3772891 39.4757865),Oslo,,restaurant,,,,,Carrer dels Catalans,8,46001,,Grupo Copenhagen,,-0.3772891,39.4757865,-42000,4394445,oslo,211
POINT (-0.3241686 39.4711669),Font de la Nau de l'Aigua,,fountain,attraction,,,,,,,,,,-0.3241686,39.4711669,-36086,4393930,font de la nau de l'aigua,-1
POINT (-0.372183 39.4703913),Kasa Katia Guest House,,,guest_house,,,,Carrer de Don Juan de Austria,11,46002,,,,-0.372183,39.4703913,-41431,4393844,kasa katia guest house,206
POINT (-0.3724851 39.4704045),Casa Mundo,,bar,,,,,Carrer de Don Juan de Austria,11,46002,,,,-0.3724851,39.4704045,-41465,4393845,casa mundo,206
POINT (-0.3750463 39.4704894),Cervecería Barcas 7,,bar,,,,,Carrer de les Barques,7,46002,,,,-0.3750463,39.4704894,-41750,4393855,cervecería barcas 7,-1
POINT (-0.3759757 39.473047),Saint Martin's Urban Irish,,pub,,,,,Carrer de Sant Vicent Màrtir,2,46002,,,,-0.3759757,39.473047,-41854,4394140,saint martin's urban irish,-1
POINT (-0.3758621 39.4746021),Cerveceria 100 Montaditos,,restaurant,,,,,Plaça de la Reina,10,46002,,,regional,-0.3758621,39.4746021,-41841,4394313,cerveceria 100 montaditos,229
POINT (-0.3765972 39.4720869),Lizarran,,fast_food,,,,,Plaça de l'Ajuntament,8,46002,,,regional,-0.3765972,39.4720869,-41923,4394033,lizarran,231
POINT (-0.376085 39.4706764),Café y Tapas,,restaurant,,,,,Plaça de l'Ajuntament,18,46002,,,regional,-0.376085,39.4706764,-41866,4393876,café y tapas,228
POINT (-0.3741746 39.4738632),Zumeria Naturalla,,bar,,,,,Carrer de la Mar,12,46002,,,,-0.3741746,39.4738632,-41653,4394230,zumeria naturalla,227
POINT (-0.3776199 39.4742157),El Kiosko,,restaurant,,,,,,,46001,,,regional,-0.3776199,39.4742157,-42037,4394270,el kiosko,235
POINT (-0.3773654 39.4732073),Mediterránea de Hamburguesas,,restaurant,,,,,Carrer de Sant Ferran,22,46002,,,burger,-0.3773654,39.4732073,-42008,4394157,mediterránea de hamburguesas,237
POINT (-0.374019 39.4738555),Do You Bike,bicycle,,,,,,Carrer de la Mar,14,46002,,,,-0.374019,39.4738555,-41636,4394230,do you bike,227
POINT (-0.3660711 39.4885503),Lda. Encarna Ibañez,,pharmacy,,pharmacy,,,Carrer d'Albocàsser,38,46020,,,,-0.3660711,39.4885503,-40751,4395865,lda. encarna ibañez,52
POINT (-0.3764991 39.472787),TIKI TACO,,restaurant,,,,,Carrer de Sant Ferran,2,,Starbucks,Starbucks,,-0.3764991,39.472787,-41912,4394111,tiki taco,232
POINT (-0.3711434 39.4728323),Dunkin' Coffee,,fast_food,,,,,,,,Dunkin' Coffee,,donut;coffee_shop,-0.3711434,39.4728323,-41316,4394116,dunkin' coffee,189
POINT (-0.358892 39.4783885),Banco Santander,,bank,,,,,Avinguda de Blasco Ibáñez,,46010,Banco Santander,,,-0.358892,39.4783885,-39952,4394734,banco santander,-1
POINT (-0.3776781 39.4856625),The Muse,,bar,,,,,,,,,,,-0.3776781,39.4856625,-42043,4395544,the muse,69
POINT (-0.3932287 39.4753354),Neo Gym,,,,,,sports_centre,,,,,,,-0.3932287,39.4753354,-43774,4394394,neo gym,78
POINT (-0.3848293 39.4756962),Ferretería Bricolaje Dols,doityourself,,,,,,Carrer de Quart,64,46008,,,,-0.3848293,39.4756962,-42839,4394435,ferretería bricolaje dols,167
POINT (-0.3809826 39.476757),Ferretería Els Cunyats,hardware,,,,,,Plaça de Vicent Iborra,2,46003,,,,-0.3809826,39.476757,-42411,4394553,ferretería els cunyats,187
POINT (-0.3763956 39.4732411),Laundrx Centro de Lavado,laundry,,,,,,Carrer dels Drets,3,46001,,,,-0.3763956,39.4732411,-41900,4394161,laundrx centro de lavado,-1
POINT (-0.374939 39.4767018),Reyes Chamero,,pharmacy,,pharmacy,,,Plaça de la Virgen,8,46003,,,,-0.374939,39.4767018,-41738,4394546,reyes chamero,195
POINT (-0.3763602 39.4787417),Farmacia Blanch,,pharmacy,,pharmacy,,,Carrer dels Serrans,33,46003,,,,-0.3763602,39.4787417,-41896,4394774,farmacia blanch,201
POINT (-0.3718106 39.4765733),Secreter,,restaurant,,,,,Carrer dels Mestres,5,46003,,,regional,-0.3718106,39.4765733,-41390,4394532,secreter,129
POINT (-0.4226411 39.5014814),Restaurante Chino Especial,,restaurant,,,,,Carrer del Campament,49,46035,,,chinese,-0.4226411,39.5014814,-47048,4397305,restaurante chino especial,7
POINT (-0.4202894 39.5025038),Bar Cafetería Mamet,,fast_food,,,,,Calle Campamento,9,46035,,,kebab;pizza,-0.4202894,39.5025038,-46787,4397419,bar cafetería mamet,7
POINT (-0.3499385 39.4763263),Carajillo,,cafe,,,,,,,,,,,-0.3499385,39.4763263,-38955,4394505,carajillo,-1
POINT (-0.3507026 39.4766124),ALDI,supermarket,,,,,,Plaça del Xúquer,8,46021,ALDI,,,-0.3507026,39.4766124,-39040,4394536,aldi,-1
POINT (-0.3765906 39.477883),PassionBike,bicycle,,,,,,Carrer dels Serrans,16,,,,,-0.3765906,39.477883,-41922,4394678,passionbike,201
POINT (-0.3778542 39.4778469),Senati Bikes,bicycle,,,,,,Plaça de l'Àngel,5,46003,,,,-0.3778542,39.4778469,-42063,4394674,senati bikes,-1
POINT (-0.3783981 39.4786691),Bed & Bike,bicycle,,,,,,Carrer del Pintor Fillol,4,46003,,,,-0.3783981,39.4786691,-42123,4394765,bed & bike,-1
POINT (-0.3762111 39.4783588),Peluquería Marenga,hairdresser,,,,,,Carrer dels Sabaters,13,46003,,,,-0.3762111,39.4783588,-41880,4394731,peluquería marenga,201
POINT (-0.3775662 39.4748342),Rafael Abad,bicycle,,,,,,Carrer dels Abaixadors,4,46001,,,,-0.3775662,39.4748342,-42031,4394339,rafael abad,-1
POINT (-0.389702 39.4756154),Electrónica Céspedes,electronics,,,,,,Carrer de Sant Jacint,6,46008,,,,-0.389702,39.4756154,-43382,4394426,electrónica céspedes,104
POINT (-0.3766604 39.4788578),Montaner,bakery,,,,,,Carrer de Roteros,,46003,,,,-0.3766604,39.4788578,-41930,4394786,montaner,201
POINT (-0.3763115 39.4785992),,yes,,,,,,,,,,,,-0.3763115,39.4785992,-41891,4394758,,201
POINT (-0.3744542 39.4768316),Biciva,bicycle,,,,,,Carrer del Pes de la Farina,5,46003,,,,-0.3744542,39.4768316,-41684,4394561,biciva,182
POINT (-0.3333855 39.4715908),Charter,supermarket,,,,,,,,,Consum,,,-0.3333855,39.4715908,-37112,4393977,charter,97
POINT (-0.3338881 39.4717228),Bazar barato (Chino),general,,,,,,Carrer de Felip de Gauna,,46011,,,,-0.3338881,39.4717228,-37168,4393992,bazar barato (chino),97
POINT (-0.3325414 39.4723917),Los Ángeles,bakery,,,,,,,,,,,,-0.3325414,39.4723917,-37019,4394067,los ángeles,-1
POINT (-0.331648 39.4727842),Pasteleria,bakery,,,,,,,,,,,,-0.331648,39.4727842,-36919,4394110,pasteleria,-1
POINT (-0.3552516 39.4800654),BisneSmart,,,,,it,,Carrer de la Guàrdia Civil,26,46020,,,,-0.3552516,39.4800654,-39547,4394921,bisnesmart,-1
POINT (-0.4192543 39.5017258),Caixabank,,bank,,,,,,,,Caixabank,Caixabank,,-0.4192543,39.5017258,-46671,4397332,caixabank,7
POINT (-0.376831 39.4679941),Consulado de Bolivia en València,,,,,diplomatic,,Avinguda del Marqués de Sotelo,11,46002,,,,-0.376831,39.4679941,-41949,4393577,consulado de bolivia en valència,224
POINT (-0.367203 39.4673986),Rimontgó,,,,,estate_agent,,Gran Via del Marqués del Túria,62,46005,,,,-0.367203,39.4673986,-40877,4393511,rimontgó,-1
POINT (-0.366639 39.4672607),Pronoise,music,,,,,,Carrer de Císcar,6,46005,,,,-0.366639,39.4672607,-40814,4393495,pronoise,181
POINT (-0.3610314 39.45385),Farmacia Marcos Bohiges,,pharmacy,,pharmacy,,,Avinguda d'Amado Granell Mesado (Militar),65,46013,,,,-0.3610314,39.45385,-40190,4392003,farmacia marcos bohiges,-1
POINT (-0.403823 39.5390008),,,post_box,,,,,,,,Correos,Correos,,-0.403823,39.5390008,-44954,4401482,,-1
POINT (-0.4225617 39.5005373),Consum,supermarket,,,,,,Estación,39,46035,Consum,,,-0.4225617,39.5005373,-47040,4397200,consum,7
POINT (-0.4183621 39.5027564),Decoraciones Carmen,interior_decoration,,,,,,,,,,,,-0.4183621,39.5027564,-46572,4397447,decoraciones carmen,7
POINT (-0.4165881 39.4974981),La Taberneta,,restaurant,,,,,,,,,,regional,-0.4165881,39.4974981,-46375,4396861,la taberneta,7
POINT (-0.4190278 39.4985565),Llorens Sancho,,pharmacy,,,,,Calle de la Esperanza,2,46035,,Rafael Llorens Montañana,,-0.4190278,39.4985565,-46646,4396979,llorens sancho,7
POINT (-0.4185032 39.5027578),Rohani Frutería y Alimentación,greengrocer,,,,,,,,,,,,-0.4185032,39.5027578,-46588,4397447,rohani frutería y alimentación,7
POINT (-0.4188024 39.4976916),Mobiliarium,furniture,,,,,,Carrer de la Carnisseria,18,46035,,,,-0.4188024,39.4976916,-46621,4396883,mobiliarium,7
POINT (-0.4196524 39.5027134),Opticalia,optician,,,,,,,,,Opticalia,,,-0.4196524,39.5027134,-46716,4397442,opticalia,7
POINT (-0.417901 39.4991557),Susi,,bar,,,,,Calle de Don Rafael Tenes Escrig,7,46035,,,,-0.417901,39.4991557,-46521,4397046,susi,7
POINT (-0.392183 39.4931845),,hairdresser,,,,,,,,,,,,-0.392183,39.4931845,-43658,4396381,,26
POINT (-0.3929365 39.49323),Mercadona,supermarket,,,,,,,,,Mercadona,,,-0.3929365,39.49323,-43742,4396386,mercadona,26
POINT (-0.3923117 39.4932591),New York,,pub,,,,,,,,,,,-0.3923117,39.4932591,-43672,4396390,new york,26
POINT (-0.3925264 39.4933622),,,pharmacy,,pharmacy,,,,,,,,,-0.3925264,39.4933622,-43696,4396401,,26
POINT (-0.3333132 39.4608028),Marina Atarazanas,,,hotel,,,,,,,,,,-0.3333132,39.4608028,-37104,4392777,marina atarazanas,-1
POINT (-0.418176 39.5027714),Americano,,restaurant,,,,,,,,,,,-0.418176,39.5027714,-46551,4397449,americano,7
POINT (-0.4199553 39.5028097),Oriente,variety_store,,,,,,,,,,,,-0.4199553,39.5028097,-46749,4397453,oriente,7
POINT (-0.4199039 39.5026717),Campamento,,pharmacy,,pharmacy,,,Calle Campamento,1,46035,,,,-0.4199039,39.5026717,-46744,4397437,campamento,7
POINT (-0.4202855 39.5026694),Frutas y Verduras Mishell 786,greengrocer,,,,,,Calle Campamento,8,46035,,,,-0.4202855,39.5026694,-46786,4397437,frutas y verduras mishell 786,7
POINT (-0.4203923 39.5026251),Naharros,,bar,,,,,,,,,,,-0.4203923,39.5026251,-46798,4397432,naharros,7
POINT (-0.4202311 39.5025511),Monica,,,,,telecommunication,,Calle Campamento,9,46035,,,,-0.4202311,39.5025511,-46780,4397424,monica,7
POINT (-0.4200779 39.5026175),Natur House,supermarket,,,,,,Calle Campamento,3,46035,,,,-0.4200779,39.5026175,-46763,4397431,natur house,7
POINT (-0.4205979 39.5023871),Ferreteria TB,hardware,,,,,,Calle del Pintor Garnelo,13,46035,,,,-0.4205979,39.5023871,-46821,4397406,ferreteria tb,7
POINT (-0.4202059 39.5024021),Copistería Soriano,copyshop,,,,,,Carrer del Pintor Garnelo,7,46035,,,,-0.4202059,39.5024021,-46777,4397407,copistería soriano,7
POINT (-0.4208064 39.5024478),Ecologica,dry_cleaning,,,,,,Calle Campamento,20,46035,,A. Marin,,-0.4208064,39.5024478,-46844,4397412,ecologica,7
POINT (-0.4208655 39.5024251),Monteros,hairdresser,,,,,,Calle Campamento,24,46035,,,,-0.4208655,39.5024251,-46851,4397410,monteros,7
POINT (-0.418748 39.5006634),Vit-Sec,dry_cleaning,,,,,,Calle de Felipe Valls,32,46035,,,,-0.418748,39.5006634,-46615,4397214,vit-sec,7
POINT (-0.4186916 39.5004865),Cervantes,,restaurant,,,,,Calle de Felipe Valls,30,46035,,,regional,-0.4186916,39.5004865,-46609,4397194,cervantes,7
POINT (-0.4188003 39.5003939),Dus,butcher,,,,,,Calle de Felipe Valls,31,46035,,,,-0.4188003,39.5003939,-46621,4397184,dus,7
POINT (-0.4186138 39.5002469),,,pharmacy,,,,,Calle de Felipe Valls,30,46035,,,,-0.4186138,39.5002469,-46600,4397167,,7
POINT (-0.4185823 39.5002029),Garcia,optician,,,,,,Calle de Felipe Valls,30,46035,,,,-0.4185823,39.5002029,-46597,4397163,garcia,7
POINT (-0.418697 39.500072),Ana Arriba,hairdresser,,,,,,Calle de Felipe Valls,27,46035,,,,-0.418697,39.500072,-46609,4397148,ana arriba,7
POINT (-0.4185394 39.5000369),Conchin,fireplace,,,,,,Calle de Felipe Valls,24,46035,,,,-0.4185394,39.5000369,-46592,4397144,conchin,7
POINT (-0.4183289 39.4995991),Blat Market,supermarket,,,,,,Calle de Felipe Valls,12,46035,,,,-0.4183289,39.4995991,-46568,4397095,blat market,7
POINT (-0.4181713 39.499269),Atreyu,hairdresser,,,,,,Calle de Felipe Valls,2,46035,,,,-0.4181713,39.499269,-46551,4397059,atreyu,7
POINT (-0.4181478 39.4992302),Halcon,travel_agency,,,,,,Calle de Felipe Valls,2,46035,,,,-0.4181478,39.4992302,-46548,4397054,halcon,7
POINT (-0.4182464 39.4991505),,newsagent,,,,,,Calle de Felipe Valls,5,46035,,,,-0.4182464,39.4991505,-46559,4397045,,7
POINT (-0.4182192 39.4990773),La Repera,greengrocer,,,,,,Calle de Felipe Valls,3,46035,,,,-0.4182192,39.4990773,-46556,4397037,la repera,7
POINT (-0.4181518 39.4989605),Porrina,butcher,,,,,,Plaza Alborache,,46035,,,,-0.4181518,39.4989605,-46549,4397024,porrina,7
POINT (-0.4180591 39.4991012),La Casa del Jamon,butcher,,,,,,Calle de Felipe Valls,,46035,,,,-0.4180591,39.4991012,-46538,4397040,la casa del jamon,7
POINT (-0.4181066 39.4991583),,jewelry,,,,,,Calle de Felipe Valls,,46035,,,,-0.4181066,39.4991583,-46544,4397046,,7
POINT (-0.417541 39.4991318),Valencia,,bar,,,,,Calle de Don Rafael Tenes Escrig,,46035,,,,-0.417541,39.4991318,-46481,4397043,valencia,7
POINT (-0.4165061 39.4996833),Benimamet,jewelry,,,,,,Calle de Don Rafael Tenes Escrig,,46035,,,,-0.4165061,39.4996833,-46365,4397105,benimamet,7
POINT (-0.416063 39.4973246),,,restaurant,,,,,Calle del Parróco Don Miguel Tarin,,46035,,,,-0.416063,39.4973246,-46316,4396842,,7
POINT (-0.419197 39.4967957),TecnoMovil Levante SL,car_repair,,,,,,Camino Nuevo de Paterna,146,46035,,,,-0.419197,39.4967957,-46665,4396783,tecnomovil levante sl,7
POINT (-0.418799 39.4986077),Horno de las Almas,bakery,,,,,,Calle de Carpinteros,16,46035,,,,-0.418799,39.4986077,-46621,4396985,horno de las almas,7
POINT (-0.4169716 39.5022114),,,pharmacy,,pharmacy,,,Arquitecto Gilabert,1,46035,,Pascual Maiques Nadal,,-0.4169716,39.5022114,-46417,4397386,,7
POINT (-0.4169757 39.5022698),Alnoaemi,,bar,,,,,Arquitecto Gilabert,1,46035,,,,-0.4169757,39.5022698,-46418,4397393,alnoaemi,7
POINT (-0.4170043 39.5025375),El Pozo,,cafe,,,,,Arquitecto Gilabert,5,46035,,,,-0.4170043,39.5025375,-46421,4397422,el pozo,7
POINT (-0.417066 39.5029376),Ka La Mamá,,cafe,,,,,Maestro Alberto Luz,37,46035,,,,-0.417066,39.5029376,-46428,4397467,ka la mamá,7
POINT (-0.4174369 39.5027953),Los Llanos,,bar,,,,,Maestro Alberto Luz,30,46035,,,,-0.4174369,39.5027953,-46469,4397451,los llanos,7
POINT (-0.4175229 39.502792),Super Tauro,butcher,,,,,,Maestro Alberto Luz,30,46035,,,,-0.4175229,39.502792,-46479,4397451,super tauro,7
POINT (-0.417528 39.5029258),Rosalen,bakery,,,,,,Maestro Alberto Luz,27,46035,,,,-0.417528,39.5029258,-46479,4397466,rosalen,7
POINT (-0.4198751 39.5017317),Trakatra,pyrotechnics,,,,,,Avinguda de l'Estació,5,46035,,,,-0.4198751,39.5017317,-46740,4397333,trakatra,7
POINT (-0.3808486 39.4840816),Sociedad Deportiva Correcaminos,,,,,,sports_centre,Carrer del Arquebisbe Fabián i Fuero,14,46009,,,,-0.3808486,39.4840816,-42396,4395368,sociedad deportiva correcaminos,56
POINT (-0.3848569 39.4755191),Bellver,,pharmacy,,pharmacy,,,Carrer Quart,66,,,,,-0.3848569,39.4755191,-42842,4394415,bellver,167
POINT (-0.3641957 39.4814109),"Pablo's breads, food & drink",,cafe,,,,,Carrer de Jaume Roig,15,46010,,,coffee_shop;bakery,-0.3641957,39.4814109,-40542,4395071,"pablo's breads, food & drink",-1
POINT (-0.3630681 39.4830023),AlgiDent,,dentist,,dentist,,,Carrer de Jaume Roig,24,46010,,,,-0.3630681,39.4830023,-40417,4395248,algident,-1
POINT (-0.3816232 39.4936606),IL Cortile,,restaurant,,,,,Carrer de Pere Cabanes,104,46025,,,italian,-0.3816232,39.4936606,-42482,4396434,il cortile,29
POINT (-0.3800664 39.4757993),Sidreria El Molinon,,restaurant,,,,,Carrer de la Bosseria,40,46001,,,asturian,-0.3800664,39.4757993,-42309,4394446,sidreria el molinon,187
POINT (-0.3571222 39.470372),Broma Cocteleria,,bar,,,,,Carrer de Xile,6,46021,,Broma Cocteleria,,-0.3571222,39.470372,-39755,4393842,broma cocteleria,101
POINT (-0.3764093 39.4711877),,,pharmacy,,pharmacy,,,,,,,,,-0.3764093,39.4711877,-41902,4393933,,231
POINT (-0.3728395 39.4711938),Banco Sabadell,,bank,,,,,,,,Banco Sabadell,,,-0.3728395,39.4711938,-41504,4393933,banco sabadell,191
POINT (-0.3715868 39.4692269),Skechers,shoes,,,,,,,,,,,,-0.3715868,39.4692269,-41365,4393714,skechers,197
POINT (-0.3742209 39.4674116),Soloio,clothes,,,,,,Carrer de Colom,8,46004,,,,-0.3742209,39.4674116,-41658,4393512,soloio,220
POINT (-0.376537 39.4717307),Aromas de Dakar,,cafe,,,,,,,,,,sandwich,-0.376537,39.4717307,-41916,4393993,aromas de dakar,231
POINT (-0.3740036 39.4706982),BBVA,,bank,,,,,,,,BBVA,,,-0.3740036,39.4706982,-41634,4393878,bbva,-1
POINT (-0.3742166 39.4677308),Desigual,clothes,,,,,,,,,Desigual,,,-0.3742166,39.4677308,-41658,4393548,desigual,220
POINT (-0.3735799 39.4708171),CCM,,bank,,,,,,,,,,,-0.3735799,39.4708171,-41587,4393891,ccm,-1
POINT (-0.3711206 39.4701069),Intimissimi,clothes,,,,,,,,,Intimissimi,,,-0.3711206,39.4701069,-41313,4393812,intimissimi,205
POINT (-0.3733053 39.4680271),Bimbo y Lola,clothes,,,,,,,,,,,,-0.3733053,39.4680271,-41556,4393581,bimbo y lola,221
POINT (-0.3743674 39.467302),Hotel Colón,,,hotel,,,,,,,,,,-0.3743674,39.467302,-41675,4393500,hotel colón,220
POINT (-0.3751919 39.4704873),Pensión Universal,,,guest_house,,,,,,,,,,-0.3751919,39.4704873,-41766,4393855,pensión universal,-1
POINT (-0.3717233 39.4715307),Ocaso,,,,,insurance,,,,,Ocaso,,,-0.3717233,39.4715307,-41380,4393971,ocaso,191
POINT (-0.3729682 39.4686073),Calzedonia,clothes,,,,,,,,,Calzedonia,,,-0.3729682,39.4686073,-41519,4393645,calzedonia,221
POINT (-0.3764764 39.4713715),Calzedonia,clothes,,,,,,,,,Calzedonia,,,-0.3764764,39.4713715,-41909,4393953,calzedonia,231
POINT (-0.3730157 39.4710786),Kutxabank,,bank,,,,,,,,Kutxabank,,,-0.3730157,39.4710786,-41524,4393920,kutxabank,-1
POINT (-0.3726566 39.4712811),Banco Santander,,bank,,,,,,,,Banco Santander,,,-0.3726566,39.4712811,-41484,4393943,banco santander,191
POINT (-0.3765262 39.4716318),N&S,clothes,,,,,,,,,,,,-0.3765262,39.4716318,-41915,4393982,n&s,231
POINT (-0.3737029 39.4704903),Caixabank,,bank,,,,,,,,Caixabank,,,-0.3737029,39.4704903,-41601,4393855,caixabank,-1
POINT (-0.3711143 39.4702114),Mango,clothes,,,,,,,,,Mango,,,-0.3711143,39.4702114,-41312,4393824,mango,-1
POINT (-0.3733014 39.4683829),Nespresso,coffee,,,,,,,,,Nespresso,,,-0.3733014,39.4683829,-41556,4393620,nespresso,221
POINT (-0.3722068 39.4713312),Unicaja Banco,,bank,,,,,,,,Unicaja Banco,,,-0.3722068,39.4713312,-41434,4393949,unicaja banco,191
POINT (-0.3727148 39.468778),Orange,mobile_phone,,,,,,,,,Orange,,,-0.3727148,39.468778,-41491,4393664,orange,221
POINT (-0.3764187 39.4712334),quickgold,,bureau_de_change,,,,,,,,,,,-0.3764187,39.4712334,-41903,4393938,quickgold,231
POINT (-0.3728156 39.470966),Caixabank,,bank,,,,,,,,Caixabank,Caixabank,,-0.3728156,39.470966,-41502,4393908,caixabank,191
POINT (-0.3716594 39.4695327),Starbucks,,cafe,,,,,,,,Starbucks,,coffee_shop,-0.3716594,39.4695327,-41373,4393748,starbucks,197
