geometry,name,shop,amenity,tourism,healthcare,office,leisure,addr:street,addr:housenumber,addr:postcode,brand,operator,cuisine,lon,lat,lon_rnd,lat_rnd,name_norm,Barcelona_hdbscan_5_5
POINT (2.1403603 41.389189),Arrosseria Xàtiva,,restaurant,,,,,Carrer de Bordeus,35,8029.0,,,paella;valencian,2.1403603,41.389189,238265,4607445,arrosseria xàtiva,-1
POINT (2.1888614 41.3800227),Baluard,bakery,,,,,,Carrer del Baluard,38,8003.0,,,,2.1888614,41.3800227,243664,4606424,baluard,191
POINT (2.1637621 41.3743686),La Bella Napoli,,restaurant,,,,,Carrer de Margarit,12,8004.0,,,italian,2.1637621,41.3743686,240870,4605795,la bella napoli,-1
POINT (2.1795829 41.3800201),"Farmàcia Pujol Cid, Joan Lluís",,pharmacy,,pharmacy,,,carrer Ample,25,8002.0,,,,2.1795829,41.3800201,242631,4606424,"farmàcia pujol cid, joan lluís",767
POINT (2.1783411 41.3805617),"Farmàcia Marimon Puigmartí, Beatriz",,pharmacy,,pharmacy,,,carrer Avinyo,27,8002.0,,,,2.1783411,41.3805617,242493,4606484,"farmàcia marimon puigmartí, beatriz",805
POINT (2.1775538 41.380757),"Farmàcia Casanelles Martí, M. Teresa",,pharmacy,,pharmacy,,,carrer Avinyó,32,8002.0,,,,2.1775538,41.380757,242405,4606506,"farmàcia casanelles martí, m. teresa",805
POINT (2.1796725 41.3807427),"Farmàcia Vilaplana Comin, Joan",,pharmacy,,pharmacy,,,carrer Gignas,5,8002.0,,,,2.1796725,41.3807427,242641,4606504,"farmàcia vilaplana comin, joan",767
POINT (2.177069 41.3806763),Oviso,,bar,,,,,Carrer de n'Arai,5,,,,,2.177069,41.3806763,242351,4606497,oviso,808
POINT (2.180002 41.3805787),Forn de la Vila,bakery,,,,,,Carrer Ample,33,8002.0,,,,2.180002,41.3805787,242678,4606486,forn de la vila,767
POINT (2.1801573 41.3798512),,vacant,,,,,,Carrer de la Mercè,16,8002.0,,,,2.1801573,41.3798512,242695,4606405,,767
POINT (2.1641028 41.3846309),Forn Mistral,bakery,,,,,,Ronda de Sant Antoni,96,8001.0,,,,2.1641028,41.3846309,240908,4606937,forn mistral,-1
POINT (2.1621336 41.3983371),Supermercat,convenience,,,,,,Carrer de Roger de Llúria,134,,,,,2.1621336,41.3983371,240689,4608463,supermercat,869
POINT (2.1425817 41.4275014),,,taxi,,,,,,,,,,,2.1425817,41.4275014,238512,4611709,,-1
POINT (2.1715988 41.3898804),Fresc Co,,restaurant,,,,,Carrer de Casp,30,,,,spanish,2.1715988,41.3898804,241742,4607521,fresc co,705
POINT (2.1751913 41.3851338),Shunka,,restaurant,,,,,Carrer dels Sagristans,5,,,,japanese,2.1751913,41.3851338,242142,4606993,shunka,-1
POINT (2.172183 41.3847779),,vacant,,,,,,Carrer de la Canuda,25,,,,,2.172183,41.3847779,241807,4606953,,-1
POINT (2.1879727 41.3731453),Torre d'Alta Mar,,restaurant,,,,,Passeig de Joan de Borbó,88,8039.0,,,,2.1879727,41.3731453,243565,4605659,torre d'alta mar,-1
POINT (2.1772306 41.3833749),Temple d'August,,,attraction,,,,Carrer del Paradís,10,8002.0,,MUHBA,,2.1772306,41.3833749,242369,4606797,temple d'august,787
POINT (2.1792509 41.3844482),"Farmàcia Romero Ruiz, M. Rosa",,pharmacy,,pharmacy,,,Carrer de la Princesa,7,8003.0,,,,2.1792509,41.3844482,242594,4606917,"farmàcia romero ruiz, m. rosa",774
POINT (2.1790385 41.3796054),Bidasoa,,restaurant,,,,,Carrer d'en Serra,21,8002.0,,,,2.1790385,41.3796054,242571,4606378,bidasoa,-1
POINT (2.1787603 41.3822938),Bodega la Palma,,restaurant,,,,,Carrer de la Palma de Sant Just,7,8002.0,,,,2.1787603,41.3822938,242540,4606677,bodega la palma,-1
POINT (2.1746504 41.380221),Glaciar,,restaurant,,,,,,3,8002.0,,,catalan;bistro,2.1746504,41.380221,242082,4606446,glaciar,-1
POINT (2.1751538 41.3797385),Los Tarantos,,bar,,,,,,,,,,,2.1751538,41.3797385,242138,4606392,los tarantos,828
POINT (2.1976495 41.3906493),Intersport,sports,,,,,,,,,Intersport,,,2.1976495,41.3906493,244642,4607607,intersport,119
POINT (2.2103977 41.4013585),GTD,,,,,it,,,,,,,,2.2103977,41.4013585,246061,4608799,gtd,-1
POINT (2.1653755 41.3960791),Hostal Boutique Khronos,,,hotel,,,,Carrer de Mallorca,285,8037.0,,,,2.1653755,41.3960791,241050,4608212,hostal boutique khronos,-1
POINT (2.140396 41.4041637),,,post_box,,,,,,,,Correos,Correos,,2.140396,41.4041637,238269,4609112,,173
POINT (2.1971197 41.3877765),Consolat General de la República Federal d'Alemanya,,,,,diplomatic,,Carrer de la Marina,16-18,8005.0,,,,2.1971197,41.3877765,244583,4607287,consolat general de la república federal d'alemanya,85
POINT (2.2025442 41.4033463),Caixabank,,bank,,,,,,,,Caixabank,,,2.2025442,41.4033463,245187,4609021,caixabank,357
POINT (2.149715 41.3762564),Mercadona,supermarket,,,,,,,,,Mercadona,,,2.149715,41.3762564,239306,4606005,mercadona,373
POINT (2.1789874 41.3806481),Manchester,,bar,,,,,Carrer de Milans,5,8002.0,,,,2.1789874,41.3806481,242565,4606494,manchester,767
POINT (2.1954414 41.3895216),Max Supermercat,supermarket,,,,,,,,,,,,2.1954414,41.3895216,244397,4607482,max supermercat,120
POINT (2.1723407 41.3838709),Ménage à trois,,restaurant,,,,,Carrer d'en Bot,3,,,,,2.1723407,41.3838709,241825,4606853,ménage à trois,-1
POINT (2.1766523 41.3812389),Superservis,supermarket,,,,,,Carrer d'Avinyó,11-13,8002.0,,,,2.1766523,41.3812389,242305,4606560,superservis,850
POINT (2.1800772 41.3804015),Ryans Irish Pub,,pub,,,,,Carrer Ample,28,8002.0,,,,2.1800772,41.3804015,242686,4606466,ryans irish pub,767
POINT (2.1801467 41.380486),Papabubble,confectionery,,,,,,Carrer Ample,28,8002.0,,,,2.1801467,41.380486,242694,4606476,papabubble,767
POINT (2.1644506 41.3774886),Kings 24h,supermarket,,,,,,,,,,,,2.1644506,41.3774886,240947,4606142,kings 24h,636
POINT (2.1635151 41.3752071),365 Cafeteria Forn de Pa,bakery,cafe,,,,,Avinguda del Paral·lel,105,,,,,2.1635151,41.3752071,240843,4605888,365 cafeteria forn de pa,-1
POINT (2.1477293 41.3859711),Forn Enrich,bakery,,,,,,Carrer del Rosselló,54,8029.0,,,,2.1477293,41.3859711,239085,4607086,forn enrich,344
POINT (2.1479335 41.3861196),A SAC!!!,motorcycle,,,,,,Carrer del Rosselló,60,8029.0,,,,2.1479335,41.3861196,239108,4607103,a sac!!!,344
POINT (2.149936 41.3868561),I.P.S.I. Escola de Primària,,school,,,,,Carrer del Comte Borrell,243,8029.0,,I.P.S.I.,,2.149936,41.3868561,239331,4607185,i.p.s.i. escola de primària,-1
POINT (2.151194 41.3861554),I.P.S.I. Escola de Secundària,,school,,,,,Carrer del Comte Borrell,218,8029.0,,I.P.S.I.,,2.151194,41.3861554,239471,4607107,i.p.s.i. escola de secundària,-1
POINT (2.1507817 41.3867987),I.P.S.I. Escola de Batxillerat,,school,,,,,Carrer de Provença,105,8029.0,,I.P.S.I.,,2.1507817,41.3867987,239425,4607178,i.p.s.i. escola de batxillerat,-1
POINT (2.1769392 41.3770961),Supermerkat Sial,convenience,,,,,,La Rambla,4,8002.0,,,,2.1769392,41.3770961,242337,4606098,supermerkat sial,578
POINT (2.1739648 41.3786743),Dia,supermarket,,,,,,Carrer Nou de la Rambla,16,8001.0,Dia,"Distribuidora Internacional de Alimentación, S.A.",,2.1739648,41.3786743,242006,4606274,dia,527
POINT (2.1745549 41.3792258),Super R,convenience,,,,,,,,,,,,2.1745549,41.3792258,242071,4606335,super r,818
POINT (2.1890428 41.4173464),Caprabo,supermarket,,,,,,,,,Caprabo,,,2.1890428,41.4173464,243684,4610579,caprabo,246
POINT (2.2134392 41.4035879),,vacant,,,,,,,,,,,,2.2134392,41.4035879,246400,4609047,,94
POINT (2.1612576 41.4028901),Bar Lennon,,cafe,,,,,Plaça John Lenon,,8012.0,,,sandwich,2.1612576,41.4028901,240591,4608970,bar lennon,-1
POINT (2.1768532 41.3801499),Marula Cafè,,bar,,,,,Carrer dels Escudellers,49,8002.0,,,,2.1768532,41.3801499,242327,4606438,marula cafè,808
POINT (2.1604888 41.3728346),Banco Sabadell,,bank,,,,,,,,Banco Sabadell,,,2.1604888,41.3728346,240506,4605624,banco sabadell,-1
POINT (2.1679512 41.3888596),Farga,,restaurant,,,,,Gran Via de les Corts Catalanes,632,,,,regional,2.1679512,41.3888596,241336,4607408,farga,713
POINT (2.149861 41.4036898),Coaliment,convenience,,,,,,,,,,,,2.149861,41.4036898,239323,4609059,coaliment,462
POINT (2.1707319 41.3883669),McDonald's,,fast_food,,,,,Ronda de Sant Pere,3,,McDonald's,,burger,2.1707319,41.3883669,241646,4607353,mcdonald's,-1
POINT (2.1381335 41.4106854),Cadena Els Tigres,doityourself,,,,,,,,,,,,2.1381335,41.4106854,238017,4609837,cadena els tigres,183
POINT (2.1622923 41.3763778),B.H.G Supermercat del Món,supermarket,,,,,,Carrer del Parlament,21,8015.0,,,,2.1622923,41.3763778,240706,4606018,b.h.g supermercat del món,616
POINT (2.1622362 41.3763387),G.H.B,deli,,,,,,,,,,,,2.1622362,41.3763387,240700,4606014,g.h.b,616
POINT (2.1560143 41.4027435),Bar el Lliure,,restaurant,,,,,Carrer del Montseny,47,,,,regional,2.1560143,41.4027435,240008,4608953,bar el lliure,-1
POINT (2.1559586 41.4027189),Lliure,,theatre,,,,,Carrer del Montseny,47,,,,,2.1559586,41.4027189,240001,4608951,lliure,-1
POINT (2.1682263 41.387411),,,post_box,,,,,,,,,,,2.1682263,41.387411,241367,4607247,,713
POINT (2.1622763 41.3809156),Consum,supermarket,,,,,,Carrer de Villarroel,15,8011.0,Consum,Consum,,2.1622763,41.3809156,240705,4606524,consum,-1
POINT (2.162395 41.3828782),"Farmàcia Rives, Isabelle Marie Therese",,pharmacy,,,,,Carrer de Sepúlveda,170,8011.0,,,,2.162395,41.3828782,240718,4606742,"farmàcia rives, isabelle marie therese",606
POINT (2.1626252 41.3835216),Suma,supermarket,,,,,,,,,Suma,,,2.1626252,41.3835216,240743,4606814,suma,606
POINT (2.1610508 41.3823132),,butcher,,,,,,,,,,,,2.1610508,41.3823132,240568,4606679,,-1
POINT (2.1809578 41.4235839),Toca Teca,,restaurant,,,,,Carrer de Garcilaso,172,,,,spanish,2.1809578,41.4235839,242784,4611273,toca teca,220
POINT (2.1634714 41.3786893),Mimat,baby_goods,,,,,,,,,,,,2.1634714,41.3786893,240838,4606276,mimat,611
POINT (2.146334 41.3950756),Bambarol,,restaurant,,,,,,,,,,spanish,2.146334,41.3950756,238930,4608100,bambarol,-1
POINT (2.1393185 41.3855134),Koxkera,,restaurant,,,,,,,,,,spanish,2.1393185,41.3855134,238149,4607035,koxkera,-1
POINT (2.1936985 41.3932368),La Torrada,bakery,,,,,,,,,,,,2.1936985,41.3932368,244203,4607895,la torrada,169
POINT (2.1935309 41.3933052),"Farmàcia Renedo Igal, Gemma",,pharmacy,,,,,carrer Zamora,38,8005.0,,,,2.1935309,41.3933052,244184,4607903,"farmàcia renedo igal, gemma",169
POINT (2.190032 41.391953),,greengrocer,,,,,,,,,,,,2.190032,41.391953,243794,4607752,,146
POINT (2.1898013 41.3921241),,stationery,,,,,,,,,,,,2.1898013,41.3921241,243769,4607771,,146
POINT (2.1786001 41.3773917),MercaNautic,supermarket,,,,,,Carrer del Parc,3,8002.0,,,,2.1786001,41.3773917,242522,4606131,mercanautic,-1
POINT (2.1691119 41.3747887),Pans & Company,,fast_food,,,,,,,,Pans & Company,,sandwich,2.1691119,41.3747887,241466,4605841,pans & company,610
POINT (2.1745728 41.3744834),,convenience,,,,,,,,,,,,2.1745728,41.3744834,242073,4605807,,203
POINT (2.1464548 41.3859852),,,post_office,,,,,,,,Correos,Correos,,2.1464548,41.3859852,238943,4607088,,344
POINT (2.1456046 41.3850052),Caixabank,,bank,,,,,Carrer de Rocafort,233,8029.0,Caixabank,La Caixa,,2.1456046,41.3850052,238849,4606979,caixabank,-1
POINT (2.1507542 41.3864764),Caprabo,supermarket,,,,,,,,,Caprabo,Eroski,,2.1507542,41.3864764,239422,4607143,caprabo,-1
POINT (2.1484696 41.4108614),,convenience,,,,,,,,,,,,2.1484696,41.4108614,239168,4609857,,-1
POINT (2.1498328 41.4113871),,convenience,,,,,,,,,,,,2.1498328,41.4113871,239319,4609916,,-1
POINT (2.1502003 41.4115762),,convenience,,,,,,,,,,,,2.1502003,41.4115762,239360,4609937,,90
POINT (2.1467858 41.4106971),Suma,supermarket,,,,,,,,,Suma,,,2.1467858,41.4106971,238980,4609839,suma,-1
POINT (2.1461605 41.3912667),Carglass,car_repair,,,,,,,,,Carglass,,,2.1461605,41.3912667,238911,4607676,carglass,621
POINT (2.147145 41.3903256),Mercedes-Benz,car,,,,,,,,,Mercedes-Benz,,,2.147145,41.3903256,239020,4607571,mercedes-benz,-1
POINT (2.1658694 41.3865587),The Good Burger,,fast_food,,,,,,,,The Good Burger,,burger,2.1658694,41.3865587,241105,4607152,the good burger,-1
POINT (2.1676647 41.3785321),Guixot,,restaurant,,,,,,,,,,regional,2.1676647,41.3785321,241304,4606258,guixot,-1
POINT (2.1703488 41.4080517),Kat Mai,,restaurant,,,,,carrer de Sant Antoni Maria Claret,132-136,,,,,2.1703488,41.4080517,241603,4609544,kat mai,-1
POINT (2.1727777 41.4072141),¡Hola Nepal!,,restaurant,,,,,Carrer de Lepant,323,8025.0,,,indian,2.1727777,41.4072141,241874,4609451,¡hola nepal!,-1
POINT (2.1622576 41.3866293),Belladona,,bar,,,,,,,,,,,2.1622576,41.3866293,240703,4607160,belladona,725
POINT (2.1455746 41.3768388),Almentacio A M Catala,convenience,,,,,,,,,,,,2.1455746,41.3768388,238845,4606070,almentacio a m catala,302
POINT (2.1593313 41.3772015),Bonpreu,supermarket,,,,,,,,,Bonpreu,,,2.1593313,41.3772015,240377,4606110,bonpreu,-1
POINT (2.1602594 41.3772317),Suma,supermarket,,,,,,,,,Suma,,,2.1602594,41.3772317,240480,4606113,suma,559
POINT (2.1701995 41.3732231),AMFF Supermercats,convenience,,,,,,,,,,,,2.1701995,41.3732231,241587,4605667,amff supermercats,-1
POINT (2.1695075 41.3719409),Saif Supermercat,convenience,,,,,,,,,,,,2.1695075,41.3719409,241510,4605524,saif supermercat,-1
POINT (2.1698857 41.3731526),Nuevo Triunfo,,,hotel,,,,Carrer de Cabanes,34,8004.0,,,,2.1698857,41.3731526,241552,4605659,nuevo triunfo,-1
POINT (2.1484245 41.4344301),copistetia nouhebron,copyshop;books,,,,,,,,,,,,2.1484245,41.4344301,239163,4612481,copistetia nouhebron,20
POINT (2.1767474 41.3810636),Nonstop,bakery,,,,,,,,,,,,2.1767474,41.3810636,242316,4606540,nonstop,-1
POINT (2.1799953 41.3837836),Argenteria,supermarket,,,,,,,,,,,,2.1799953,41.3837836,242677,4606843,argenteria,-1
POINT (2.1795195 41.3831846),Coaliment,supermarket,,,,,,Via Laietana,15,8003.0,Coaliment,,,2.1795195,41.3831846,242624,4606776,coaliment,764
POINT (2.1815238 41.3835922),Escola d’Hosteleria Hofmann,,college,,,,,Carrer de l'Argenteria,71,8003.0,,Hofmann,,2.1815238,41.3835922,242847,4606821,escola d’hosteleria hofmann,778
POINT (2.1797276 41.3848714),Supermercat Picasso,supermarket,,,,,,,,,,,,2.1797276,41.3848714,242647,4606964,supermercat picasso,-1
POINT (2.1818654 41.3863204),Caixabank,,bank,,,,,,,,Caixabank,,,2.1818654,41.3863204,242885,4607125,caixabank,-1
POINT (2.1633975 41.3867393),Bar de la Universitat,,cafe,,,,,,,,,Universitat de Barcelona,,2.1633975,41.3867393,240829,4607172,bar de la universitat,445
POINT (2.1637223 41.3871391),Biblioteca de Matemàtiques,,library,,,,,,,,,Universitat de Barcelona,,2.1637223,41.3871391,240866,4607216,biblioteca de matemàtiques,445
POINT (2.1636849 41.3864991),Banco Santander,,bank,,,,,,,,Banco Santander,Santander,,2.1636849,41.3864991,240861,4607145,banco santander,445
POINT (2.1624122 41.3812739),El Laurel,,restaurant,,,,,Carrer Floridablanca,140,,,,,2.1624122,41.3812739,240720,4606563,el laurel,-1
POINT (2.1808913 41.4094152),Bar Lúdic Queimada Nivell Q,,cafe,,,,,Carrer de la Independència,,,,,,2.1808913,41.4094152,242777,4609696,bar lúdic queimada nivell q,-1
POINT (2.1650882 41.3862397),,supermarket,,,,,,,,,,,,2.1650882,41.3862397,241018,4607116,,766
POINT (2.1783319 41.3924442),Kaburi,games,,,,,,Passeig de Sant Joan,11,,,,,2.1783319,41.3924442,242492,4607807,kaburi,-1
POINT (2.1574848 41.4310568),Barnie,games,,,,,,,,,,,,2.1574848,41.4310568,240171,4612105,barnie,-1
POINT (2.1624813 41.3871011),PuzzleMania,games,,,,,,Carrer de la Diputació,223,,,,,2.1624813,41.3871011,240727,4607212,puzzlemania,725
POINT (2.1884594 41.392798),Lidl,supermarket,,,,,,,,,Lidl,,,2.1884594,41.392798,243619,4607846,lidl,146
POINT (2.1915528 41.3864307),,kiosk,ice_cream,,,,,,,,,,,2.1915528,41.3864307,243964,4607137,,-1
POINT (2.1643894 41.3975229),Caixabank,,bank,,,,,Avinguda Diagonal,357,8037.0,Caixabank,,,2.1643894,41.3975229,240940,4608372,caixabank,-1
POINT (2.1694735 41.3911354),Consulado General de Colombia,,,,,diplomatic,,Carrer de Pau Claris,102,8009.0,,,,2.1694735,41.3911354,241506,4607661,consulado general de colombia,630
POINT (2.1604128 41.3789699),"Confeccions ""El Rellotge""",clothes,,,,,,Carrer del Comte Borrell,89,8015.0,,,,2.1604128,41.3789699,240497,4606307,"confeccions ""el rellotge""",487
POINT (2.154207 41.3783552),Caixabank,,bank,,,,,,,,Caixabank,,,2.154207,41.3783552,239806,4606239,caixabank,411
POINT (2.1693866 41.3675847),,gift,,,,,,,,,,,,2.1693866,41.3675847,241496,4605040,,23
POINT (2.1696779 41.3674072),,,,viewpoint,,,,,,,,,,2.1696779,41.3674072,241529,4605020,,23
POINT (2.1911528 41.3785758),Salamanca,,restaurant,,,,,Carrer de Pepe Rubianes,34,8003.0,,,spanish,2.1911528,41.3785758,243919,4606263,salamanca,191
POINT (2.147051 41.4007512),,,post_box,,,,,,,,Correos,Correos,,2.147051,41.4007512,239010,4608732,,378
POINT (2.1752989 41.3962953),Hostal Central Barcelona,,,guest_house,,,,Carrer de la Diputació,340,8013.0,,,,2.1752989,41.3962953,242154,4608236,hostal central barcelona,-1
POINT (2.1593183 41.3584538),Mirador del Migdia,,,viewpoint,,,,,,,,,,2.1593183,41.3584538,240375,4604023,mirador del migdia,-1
POINT (2.1365421 41.4041177),,,post_box,,,,,,,,Correos,Correos,,2.1365421,41.4041177,237840,4609106,,208
POINT (2.1959358 41.4003612),Alimentacion,convenience,,,,,,,,,,,,2.1959358,41.4003612,244452,4608688,alimentacion,290
POINT (2.1387655 41.4116901),Ametller Origen,supermarket,,,,,,Carrer de Craywinckel,24,8022.0,,,,2.1387655,41.4116901,238087,4609949,ametller origen,183
POINT (2.1199691 41.4017373),BikeShop,bicycle,,,,,,,,,,,,2.1199691,41.4017373,235995,4608841,bikeshop,-1
POINT (2.1752683 41.3834643),Museu del Calçat,,,museum,,,,,,,,,,2.1752683,41.3834643,242151,4606807,museu del calçat,-1
POINT (2.1756666 41.3840852),Arxiu Històric de la Ciutat de Barcelona,,library,,,government,,,,,,,,2.1756666,41.3840852,242195,4606876,arxiu històric de la ciutat de barcelona,-1
POINT (2.1753381 41.3836959),Arxiu Diocesà,,library,,,,,,,,,,,2.1753381,41.3836959,242159,4606833,arxiu diocesà,-1
POINT (2.1757738 41.3841169),Institut Municipal d'Història,,,,,research,,,,,,,,2.1757738,41.3841169,242207,4606880,institut municipal d'història,-1
POINT (2.1364653 41.3618288),CAP la Marina,,clinic,,,,,Carrer de l'Amnistia Internacional,8,8038.0,,,,2.1364653,41.3618288,237831,4604399,cap la marina,-1
POINT (2.1508595 41.3962314),Löbel & González,,,,,lawyer,,,,,,,,2.1508595,41.3962314,239434,4608228,löbel & gonzález,885
POINT (2.1684021 41.3970016),La Browneria,pastry,,,,,,Carrer de Girona,114,8009.0,Granja Armengol,,,2.1684021,41.3970016,241387,4608314,la browneria,577
POINT (2.1929942 41.4058852),Aliaga,,restaurant,,,,,,,,,,,2.1929942,41.4058852,244124,4609303,aliaga,-1
POINT (2.1431925 41.3931051),Furest,clothes,,,,,,Avinguda de Pau Casals,3,8021.0,,,,2.1431925,41.3931051,238580,4607880,furest,318
POINT (2.1682551 41.3877482),City Hall,,theatre,,,,,Rambla de Catalunya,2-4,8007.0,,,,2.1682551,41.3877482,241370,4607284,city hall,713
POINT (2.1567621 41.3804438),Caixabank,,bank,,,,,,,,Caixabank,,,2.1567621,41.3804438,240091,4606471,caixabank,-1
POINT (2.1601662 41.3830077),Escribà,,cafe,,,,,Gran Via de les Corts Catalanes,546,,,,,2.1601662,41.3830077,240470,4606756,escribà,-1
POINT (2.1630556 41.3837461),Mundo Casero,,bar,,,,,,,,,,,2.1630556,41.3837461,240791,4606839,mundo casero,617
POINT (2.1653713 41.3828607),The Dog is Hot,,restaurant,,,,,Carrer de Joaquín Costa,47,8001.0,,,sausage,2.1653713,41.3828607,241049,4606740,the dog is hot,651
POINT (2.1906989 41.3908838),ePTV-BikeBoard,bicycle,,,,,,Carrer de Ramon Turró,5-9,8005.0,,,,2.1906989,41.3908838,243869,4607633,eptv-bikeboard,146
POINT (2.1906004 41.3908148),Orlimarc,photo,,,,,,Carrer de Ramon Turró,5,8005.0,,,,2.1906004,41.3908148,243858,4607626,orlimarc,146
POINT (2.1664925 41.3752182),Paral•lel Central,,cafe,,,,,,,,,,,2.1664925,41.3752182,241174,4605889,paral•lel central,615
POINT (2.1993035 41.3975228),Equo Catalunya,,,,,political_party,,Carrer Ciutat de Granada,28,8005.0,,,,2.1993035,41.3975228,244826,4608372,equo catalunya,254
POINT (2.1569575 41.3975354),Tangana,,restaurant,,,,,Carrer de la Riera de Sant Miquel,19,8006.0,,,,2.1569575,41.3975354,240113,4608374,tangana,-1
POINT (2.1502513 41.3868422),Cazcarra,hairdresser,,,,,,Carrer del Comte Borrell,230,8029.0,,,,2.1502513,41.3868422,239366,4607183,cazcarra,-1
POINT (2.1834772 41.4004921),Hempel,paint,,,,,,,,,,,,2.1834772,41.4004921,243065,4608703,hempel,275
POINT (2.1841121 41.4003824),Seneca,,bar,,,,,,,,,,,2.1841121,41.4003824,243135,4608691,seneca,275
POINT (2.183474 41.3994348),BBZumo,,,,,company,,Carrer de Lepant,176,8013.0,,,,2.183474,41.3994348,243064,4608585,bbzumo,275
POINT (2.183425 41.3994483),,newsagent,,,,,,,,,,,,2.183425,41.3994483,243059,4608587,,275
POINT (2.183855 41.399496),,hairdresser,,,,,,,,,,,,2.183855,41.399496,243107,4608592,,275
POINT (2.1841547 41.4003504),,hairdresser,,,,,,,,,,,,2.1841547,41.4003504,243140,4608687,,275
POINT (2.1320788 41.3758816),La Ciutat Invisible,books,,,,,,Riera d'Escuder,38,8028.0,,,,2.1320788,41.3758816,237343,4605963,la ciutat invisible,356
POINT (2.1619431 41.3843465),UEC de Barcelona,,,,,association,,Gran Via de les Corts Catalanes,576,8011.0,,,,2.1619431,41.3843465,240668,4606905,uec de barcelona,617
POINT (2.1719476 41.3893631),the5rooms,,,guest_house,,,,Carrer de Pau Claris,72,,,,,2.1719476,41.3893631,241781,4607464,the5rooms,705
POINT (2.1878826 41.4164718),Mr Pan,bakery,,,,,,,,,,,,2.1878826,41.4164718,243555,4610482,mr pan,-1
POINT (2.2039015 41.4043919),Cal Mingo Forn de Pa,bakery,,,,,,Carrer Lope de Vega,94,8005.0,,,,2.2039015,41.4043919,245338,4609137,cal mingo forn de pa,357
POINT (2.2037496 41.40443),Bugaderia Autoservei Lope de Vega,laundry,,,,,,Carrer Lope de Vega,98,8005.0,,,,2.2037496,41.40443,245321,4609141,bugaderia autoservei lope de vega,357
POINT (2.2033032 41.4047978),Lidl,supermarket,,,,,,Carrer de Lope de Vega,112-114,8005.0,Lidl,,,2.2033032,41.4047978,245272,4609182,lidl,-1
POINT (2.2042587 41.4037607),,convenience,,,,,,,,,,,,2.2042587,41.4037607,245378,4609067,,-1
POINT (2.2048889 41.4007472),,vacant,,,,,,,,,,,,2.2048889,41.4007472,245448,4608731,,-1
POINT (2.1810138 41.3835218),Cafés El Magnifico,,cafe,,,,,Carrer de l'Argenteria,64-66,8003.0,,,coffee_shop,2.1810138,41.3835218,242790,4606814,cafés el magnifico,-1
POINT (2.1773128 41.3838079),Buenas Migas,,cafe,,,,,Baixada de Santa Clara,2,8002.0,Buenas Migas,,coffee_shop,2.1773128,41.3838079,242378,4606845,buenas migas,787
POINT (2.1600617 41.3990704),Con Gracia,,restaurant,,,,,Carrer de Martínez de la Rosa,8,8012.0,,,,2.1600617,41.3990704,240458,4608545,con gracia,-1
POINT (2.1789166 41.4041684),keisy,supermarket,,,,,,Carrer de València,490,8013.0,,keisy,,2.1789166,41.4041684,242557,4609112,keisy,-1
POINT (2.1885084 41.4108672),Ateneu del Clot,,community_centre,,,,,Carrer de la Muntanya,16,8026.0,,,,2.1885084,41.4108672,243625,4609858,ateneu del clot,300
POINT (2.1537377 41.3927267),,,post_box,,,,,,,,Correos,Correos,,2.1537377,41.3927267,239754,4607838,,514
POINT (2.169488 41.3879538),Apple Store,electronics,,,,,,Passeig de Gràcia,1,8007.0,Apple Store,Apple,,2.169488,41.3879538,241507,4607307,apple store,-1
POINT (2.167538 41.392208),,,cafe,,,,,Carrer de Pau Claris,119,8009.0,,,coffee_shop,2.167538,41.392208,241290,4607781,,640
POINT (2.1612976 41.4022587),Fukuoka,,restaurant,,,,,Carrer de Milà i Fontanals,60,8012.0,,"Himali Restaurante, S.L.",japanese;sushi,2.1612976,41.4022587,240596,4608899,fukuoka,922
POINT (2.1429882 41.4160038),Forn de pa,convenience,,,,,,,,,,,,2.1429882,41.4160038,238557,4610430,forn de pa,-1
POINT (2.174391 41.3831905),Immersió,,restaurant,,,,,Carrer de la Palla,,8002.0,,,,2.174391,41.3831905,242053,4606777,immersió,822
POINT (2.17514 41.384715),Chocolate Box,,cafe,,,,,Carrer dels Capellans,,,,,coffee_shop,2.17514,41.384715,242137,4606946,chocolate box,812
POINT (2.17025 41.3912296),Hotel Indigo,,,hotel,,,,Gran Via de les Corts Catalanes,629,,,,,2.17025,41.3912296,241592,4607672,hotel indigo,-1
POINT (2.1683236 41.4096717),Xiringuito Aigua,,cafe,,,,,Parc Princep de girona,,,,,,2.1683236,41.4096717,241378,4609725,xiringuito aigua,-1
POINT (2.1919361 41.4049285),McDonald's,,fast_food,,,,,Avinguda Diagonal,188,8018.0,McDonald's,,burger,2.1919361,41.4049285,244006,4609197,mcdonald's,-1
POINT (2.1712563 41.3885941),Hotel Catalonia Square,,,hotel,,,,,,,,,,2.1712563,41.3885941,241704,4607378,hotel catalonia square,-1
POINT (2.1773136 41.3802824),Dionisos The Quick Greek,,cafe,,,,,Carrer dels Escudellers,42,8002.0,,,greek,2.1773136,41.3802824,242379,4606453,dionisos the quick greek,-1
POINT (2.1776952 41.3803973),Vegetalia,,restaurant,,,,,Carrer dels Escudellers,54,8002.0,,,burger;pizza;tapas,2.1776952,41.3803973,242421,4606466,vegetalia,805
POINT (2.1680336 41.3822767),Veggie Garden,,restaurant,,,,,Carrer dels Àngels,3,8001.0,,,indian;nepalese,2.1680336,41.3822767,241346,4606675,veggie garden,-1
