geometry,name,shop,amenity,tourism,healthcare,office,leisure,addr:street,addr:housenumber,addr:postcode,brand,operator,cuisine,lon,lat,lon_rnd,lat_rnd,name_norm,Cordoba_hdbscan_5_5
POINT (-4.763198 37.8936774),Rafalete,,restaurant,,,,,Calle Reina Mercedes,,14007.0,,,regional,-4.763198,37.8936774,-530239,4218324,rafalete,33
POINT (-4.7811966 37.8891055),La Taberna de Doce de Octubre,,restaurant,,,,,Calle Doce de Octubre,5,14001.0,,,,-4.7811966,37.8891055,-532243,4217815,la taberna de doce de octubre,73
POINT (-4.7140355 37.9036556),Restaurante Burgos II,,restaurant,,,,,Calle Diego Galván,282,14014.0,,,regional,-4.7140355,37.9036556,-524766,4219435,restaurante burgos ii,9
POINT (-4.7759358 37.8749321),Miguelito,,restaurant,,,,,Calle Acera Pintada,8,14009.0,,,regional,-4.7759358,37.8749321,-531657,4216237,miguelito,28
POINT (-4.7462644 37.8915698),Chuletero El Granadal,,restaurant,,,,,Calle Amatista,,14014.0,,,regional,-4.7462644,37.8915698,-528354,4218090,chuletero el granadal,-1
POINT (-4.7653131 37.8757065),Los Tamicos,,restaurant,,,,,Calle Periodista José Luis de Córdoba,,14010.0,,,,-4.7653131,37.8757065,-530475,4216324,los tamicos,-1
POINT (-4.8063317 37.8852412),,vacant,,,,,,Calle Isla de Fuerteventura,,14011.0,,,regional,-4.8063317,37.8852412,-535041,4217385,,35
POINT (-4.7539262 37.8976952),Churrería Los Príncipes,,restaurant,,,,,Avenida Virgen de Fátima,47,14014.0,,,churro;regional,-4.7539262,37.8976952,-529207,4218771,churrería los príncipes,21
POINT (-4.7587871 37.9013951),Gran Origen,,restaurant,,,,,Calle Profesor Tierno Galván,10,14014.0,,,,-4.7587871,37.9013951,-529748,4219183,gran origen,-1
POINT (-4.7944248 37.8969735),Caixabank,,bank,,,,,,,,Caixabank,,,-4.7944248,37.8969735,-533715,4218691,caixabank,24
POINT (-4.7913758 37.8977164),CajaSur,,bank,,,,,,,,CajaSur,,,-4.7913758,37.8977164,-533376,4218774,cajasur,22
POINT (-4.7836432 37.8808003),Taberna Casa Bravo,,restaurant,,,,,,,,,,,-4.7836432,37.8808003,-532515,4216891,taberna casa bravo,72
POINT (-4.7837238 37.8808516),Casa Salinas,,pub,,,,,,,,,,,-4.7837238,37.8808516,-532524,4216896,casa salinas,72
POINT (-4.7732292 37.8830602),,vacant,,,,,,Plaza de la Almagra,7,14002.0,,,,-4.7732292,37.8830602,-531356,4217142,,68
POINT (-4.7775495 37.8793451),Laor Kebab,,fast_food,,,,,Calle Alfayatas,6,14003.0,,,kebab;pakistani,-4.7775495,37.8793451,-531837,4216729,laor kebab,84
POINT (-4.7776557 37.8795624),El Gallo de Oro,,fast_food,,,,,Plaza de Abades,6,14003.0,,,chicken,-4.7776557,37.8795624,-531849,4216753,el gallo de oro,84
POINT (-4.7600965 37.8964921),Ofinet Vodafone,yes,,,,,,Avenida de Carlos III,24,14014.0,,,,-4.7600965,37.8964921,-529894,4218638,ofinet vodafone,25
POINT (-4.7815003 37.8851395),Fj Martín Abogados,,,,,lawyer,,Calle de la Morería,8,14008.0,,,,-4.7815003,37.8851395,-532277,4217374,fj martín abogados,-1
POINT (-4.776049 37.8687042),Vodafone,mobile_phone,,,,,,Avenida de Granada,15,14009.0,Vodafone,Vodafone,,-4.776049,37.8687042,-531670,4215544,vodafone,-1
POINT (-4.7875343 37.8902222),Hotel AC Córdoba,,,hotel,,,,Avenida de la Libertad,24,14006.0,,,,-4.7875343,37.8902222,-532948,4217940,hotel ac córdoba,-1
POINT (-4.783745 37.89232),Hotel Córdoba Center,,,hotel,,,,Avenida de la Libertad,4,14006.0,,Hoteles Center,,-4.783745,37.89232,-532526,4218173,hotel córdoba center,63
POINT (-4.7598257 37.8931886),,,pharmacy,,pharmacy,,,,,,,,,-4.7598257,37.8931886,-529864,4218270,,-1
POINT (-4.78249 37.8773431),Hostal Alcazar,,,hotel,,,,Calle San Basilio,2,14004.0,,Hostal,,-4.78249,37.8773431,-532387,4216506,hostal alcazar,80
POINT (-4.7764774 37.8797253),Hostal Santa Ana,,,hotel,,,,Calle Cardenal González,25,14003.0,,,,-4.7764774,37.8797253,-531717,4216771,hostal santa ana,84
POINT (-4.7730056 37.883677),La Tejedora,convenience,,,,,,Calle Gutiérrez de los Ríos,10,,,Mercao Social de Córdoba,,-4.7730056,37.883677,-531331,4217211,la tejedora,68
POINT (-4.7827494 37.8778741),,,post_box,,,,,,,,,,,-4.7827494,37.8778741,-532416,4216565,,-1
POINT (-4.7751124 37.8858911),Asociación Mujeres en Zona de Conflicto,,,,,association,,Calle San Pablo,9,14002.0,,,,-4.7751124,37.8858911,-531566,4217457,asociación mujeres en zona de conflicto,-1
POINT (-4.7819339 37.8851762),United Colors of Benetton,clothes,,,,,,,,,United Colors of Benetton,,,-4.7819339,37.8851762,-532325,4217378,united colors of benetton,-1
POINT (-4.7828741 37.8846322),Bershka,clothes,,,,,,,,,Bershka,,,-4.7828741,37.8846322,-532430,4217317,bershka,81
POINT (-4.7909773 37.8966943),Bershka,clothes,,,,,,,,14011.0,Bershka,,,-4.7909773,37.8966943,-533332,4218660,bershka,22
POINT (-4.783411 37.8846867),Catchalot,clothes,,,,,,,,,,,,-4.783411,37.8846867,-532489,4217323,catchalot,81
POINT (-4.7815851 37.884717),H&M,clothes,,,,,,,,,H&M,,,-4.7815851,37.884717,-532286,4217327,h&m,94
POINT (-4.7808208 37.8846243),Kiko Make Up,chemist,,,,,,,,,,,,-4.7808208,37.8846243,-532201,4217316,kiko make up,94
POINT (-4.7822027 37.8870604),Mango,clothes,,,,,,,,,Mango,,,-4.7822027,37.8870604,-532355,4217588,mango,-1
POINT (-4.7838586 37.8847985),Marypaz,shoes,,,,,,Calle Concepción,,14003.0,Marypaz,,,-4.7838586,37.8847985,-532539,4217336,marypaz,-1
POINT (-4.7914232 37.8956164),Marypaz,shoes,,,,,,,,,Marypaz,,,-4.7914232,37.8956164,-533381,4218540,marypaz,22
POINT (-4.7803076 37.8856165),Ridebike,clothes,,,,,,,,,,,,-4.7803076,37.8856165,-532144,4217427,ridebike,-1
POINT (-4.7911123 37.8956792),Massimo Dutti,clothes,,,,,,,,14011.0,Massimo Dutti,,,-4.7911123,37.8956792,-533347,4218547,massimo dutti,22
POINT (-4.7819546 37.8846375),Oysho,clothes,,,,,,,,,Oysho,,,-4.7819546,37.8846375,-532327,4217318,oysho,94
POINT (-4.780621 37.8844861),Cóndor,clothes,,,,,,Calle Conde de Gondomar,,14003.0,,,,-4.780621,37.8844861,-532179,4217301,cóndor,94
POINT (-4.791695 37.8963572),Pull & Bear,clothes,,,,,,,,14011.0,Pull & Bear,,,-4.791695,37.8963572,-533411,4218622,pull & bear,22
POINT (-4.7819738 37.8854044),Sfera,clothes,,,,,,,,,Sfera,,,-4.7819738,37.8854044,-532329,4217403,sfera,-1
POINT (-4.7805662 37.8869825),Springfield,clothes,,,,,,,,,Springfield,,,-4.7805662,37.8869825,-532173,4217579,springfield,79
POINT (-4.7919366 37.8955964),Springfield,clothes,,,,,,,,14011.0,Springfield,,,-4.7919366,37.8955964,-533438,4218538,springfield,22
POINT (-4.7815433 37.8847108),Stradivarius,clothes,,,,,,,,,Stradivarius,,,-4.7815433,37.8847108,-532281,4217326,stradivarius,94
POINT (-4.791647 37.8962234),Stradivarius,clothes,,,,,,,,14011.0,Stradivarius,,,-4.791647,37.8962234,-533406,4218608,stradivarius,22
POINT (-4.7811402 37.8845274),Women'secret,clothes,,,,,,Calle Conde de Gondomar,11,14003.0,Women'secret,,,-4.7811402,37.8845274,-532237,4217306,women'secret,94
POINT (-4.7813466 37.8845531),La Casa de las Carcasas,mobile_phone_accessories,,,,,,Calle Conde de Gondomar,,14003.0,La Casa de las Carcasas,,,-4.7813466,37.8845531,-532260,4217308,la casa de las carcasas,94
POINT (-4.7813332 37.8846786),Zara,clothes,,,,,,,,,Zara,,,-4.7813332,37.8846786,-532258,4217322,zara,94
POINT (-4.7917238 37.896488),Zara,clothes,,,,,,,,14011.0,Zara,,,-4.7917238,37.896488,-533415,4218637,zara,22
POINT (-4.782732 37.8769562),Bar Caballerizas,,bar,,,,,,,,,,,-4.782732,37.8769562,-532414,4216463,bar caballerizas,-1
POINT (-4.7789085 37.8783212),Cafe Gourmet,,cafe,,,,,,,,,,,-4.7789085,37.8783212,-531988,4216615,cafe gourmet,85
POINT (-4.7808373 37.8840501),Dia,supermarket,,,,,,,,,Dia,,,-4.7808373,37.8840501,-532203,4217252,dia,-1
POINT (-4.7783784 37.8805211),Hostal Osio,,,hostel,,,,,,,,,,-4.7783784,37.8805211,-531929,4216860,hostal osio,-1
POINT (-4.7797888 37.8833198),"Frutos Secos ""Sur""",convenience,,,,,,,,,,,,-4.7797888,37.8833198,-532086,4217171,"frutos secos ""sur""",89
POINT (-4.7838029 37.8797189),Casa Vegana,,,guest_house,,,,,,,,,,-4.7838029,37.8797189,-532533,4216770,casa vegana,75
POINT (-4.7776829 37.8913001),,,pharmacy,,pharmacy,,,,,,,,,-4.7776829,37.8913001,-531852,4218060,,62
POINT (-4.7789507 37.8797716),El rinconcillo,,fast_food,,,,,,,,Subway,,sandwich,-4.7789507,37.8797716,-531993,4216776,el rinconcillo,86
POINT (-4.7805385 37.8789853),Bandolero,,restaurant,,,,,,,,,,,-4.7805385,37.8789853,-532170,4216689,bandolero,86
POINT (-4.9291038 37.8327133),Bar El Granero,,bar,,,,,Calle Cortijo Colorado,,,,,,-4.9291038,37.8327133,-548708,4211538,bar el granero,2
POINT (-4.7807129 37.8793667),Eurostars Maimónides,,,hotel,,,,Calle de Torrijos,4,14003.0,Eurostars Hotel Company,Eurostars,,-4.7807129,37.8793667,-532189,4216731,eurostars maimónides,86
POINT (-4.7800481 37.8799836),Bodegas Mezquita,,restaurant,,,,,Calle Céspedes,12,14003.0,,,regional,-4.7800481,37.8799836,-532115,4216800,bodegas mezquita,86
POINT (-4.7798579 37.8799095),Marisa,,,hotel,,,,Calle del Cardenal Herrero,6,14003.0,,,,-4.7798579,37.8799095,-532094,4216792,marisa,86
POINT (-4.7802215 37.8804836),Marídame,,restaurant,,,,,Calle Céspedes,5,14003.0,,,regional,-4.7802215,37.8804836,-532134,4216855,marídame,86
POINT (-4.7792765 37.8826836),Cervezas Califa,,bar,,,,,Calle Juan Valera,3,14003.0,,,,-4.7792765,37.8826836,-532029,4217100,cervezas califa,-1
POINT (-4.7768126 37.8831184),Hostal San Francisco,,,guest_house,,,,San Fernando,24,14003.0,,,,-4.7768126,37.8831184,-531755,4217149,hostal san francisco,-1
POINT (-4.7769895 37.883972),Partido Comunista de España,,,,,political_party,,Calle Ambrosio de Morales,1,,,,,-4.7769895,37.883972,-531774,4217244,partido comunista de españa,-1
POINT (-4.7764583 37.8840325),Eurostars Patios de Córdoba,,,hotel,,,,Calle Diario Córdoba,13,14002.0,Eurostars Hotel Company,Eurostars,,-4.7764583,37.8840325,-531715,4217250,eurostars patios de córdoba,88
POINT (-4.7760871 37.8842247),Taberna Rafalete,,restaurant,,,,,Calle Diario Córdoba,5,14002.0,,,regional,-4.7760871,37.8842247,-531674,4217272,taberna rafalete,88
POINT (-4.7755899 37.8843115),Jazz Café,,music_venue,,,,,Calle Rodríguez Marín,,14002.0,,,,-4.7755899,37.8843115,-531619,4217282,jazz café,88
POINT (-4.775879 37.883887),Casa de los Azulejos,,,hotel,,,,Fernando Colón,5,14002.0,,,,-4.775879,37.883887,-531651,4217234,casa de los azulejos,-1
POINT (-4.7750645 37.8838471),El Sótano,,restaurant,,,,,Plaza de la Corredera,,,,,,-4.7750645,37.8838471,-531560,4217230,el sótano,-1
POINT (-4.7751387 37.8835109),Tu Pescaito,,restaurant,,,,,Plaza de la Corredera,,,,,,-4.7751387,37.8835109,-531568,4217192,tu pescaito,-1
POINT (-4.7748146 37.8827535),Los Cuatro Gatos,,bar,,,,,Calle Sánchez Peña,,14002.0,,,,-4.7748146,37.8827535,-531532,4217108,los cuatro gatos,-1
POINT (-4.7751183 37.8811576),Hostal Maestre,,,hotel,,,,Calle Romero Barros,16,14003.0,,,,-4.7751183,37.8811576,-531566,4216930,hostal maestre,-1
POINT (-4.7750472 37.88034),Funky Hostel,,,guest_house,,,,Calle Lucano,12,14003.0,,,,-4.7750472,37.88034,-531558,4216839,funky hostel,83
POINT (-4.7754434 37.8802026),Pensión Lucano,,,guest_house,,,,Calle Lucano,1,14003.0,,,,-4.7754434,37.8802026,-531602,4216824,pensión lucano,83
POINT (-4.7756628 37.880114),Garum 2.1,,restaurant,,,,,San Fernando,120-122,14003.0,,,,-4.7756628,37.880114,-531627,4216814,garum 2.1,83
POINT (-4.7761727 37.8799363),Hostal Almanzor,,,guest_house,,,,Calle Cardenal González,10,14003.0,,,,-4.7761727,37.8799363,-531684,4216795,hostal almanzor,-1
POINT (-4.7767493 37.8797446),Macsura,,restaurant,,,,,Calle Cardenal González,,14003.0,,,,-4.7767493,37.8797446,-531748,4216773,macsura,84
POINT (-4.7768842 37.879571),Taberna Los Palcos,,restaurant,,,,,Calle Cardenal González,45,14003.0,,,regional,-4.7768842,37.879571,-531763,4216754,taberna los palcos,84
POINT (-4.7778464 37.8789458),Pensión Trinidad,,,guest_house,,,,,,,,,,-4.7778464,37.8789458,-531870,4216684,pensión trinidad,84
POINT (-4.7786947 37.8792526),Eurostars Conquistador,,,hotel,,,,Calle del Magistrado González Francés,15-17,14003.0,Eurostars Hotel Company,Eurostars Holtel Company,,-4.7786947,37.8792526,-531964,4216718,eurostars conquistador,-1
POINT (-4.7780593 37.8795719),Al Katre,,,guest_house,,,,Calle Martínez Rücker,14,14003.0,,,,-4.7780593,37.8795719,-531894,4216754,al katre,-1
POINT (-4.7784281 37.8796513),Los 3 Califas,,restaurant,,,,,Calle Martínez Rücker,6,14003.0,,,regional,-4.7784281,37.8796513,-531935,4216763,los 3 califas,86
POINT (-4.7790137 37.879794),Bar Mezquita,,pub,,,,,,,,,,,-4.7790137,37.879794,-532000,4216779,bar mezquita,86
POINT (-4.779239 37.8799749),Bar Santos,,pub,,,,,,,,,,,-4.779239,37.8799749,-532025,4216799,bar santos,86
POINT (-4.7791008 37.8804691),Balcón de Córdoba,,,hotel,,,,Calle de la Encarnación,8,14003.0,,,,-4.7791008,37.8804691,-532010,4216854,balcón de córdoba,86
POINT (-4.7785729 37.8809149),Hostal La Milagrosa,,,guest_house,,,,Calle Rey Heredia,12,14003.0,,,,-4.7785729,37.8809149,-531951,4216903,hostal la milagrosa,-1
POINT (-4.7800791 37.8845845),Banco Santander,,bank,,,,,Plaza de las Tendillas,5,14002.0,Banco Santander,,,-4.7800791,37.8845845,-532118,4217312,banco santander,94
POINT (-4.7829059 37.8847596),Deutsche Bank,,bank,,,,,Calle Concepción,4,14008.0,Deutsche Bank,,,-4.7829059,37.8847596,-532433,4217331,deutsche bank,81
POINT (-4.7837371 37.884927),,,pharmacy,,pharmacy,,,Calle Olmillo,,,,,,-4.7837371,37.884927,-532526,4217350,,-1
POINT (-4.7822835 37.882994),Lucas,,bar,,,,,Calle Valladares,,,,,,-4.7822835,37.882994,-532364,4217135,lucas,-1
POINT (-4.7829999 37.8827895),Omundo de Alicia,,cafe,,,,,,,,,,,-4.7829999,37.8827895,-532444,4217112,omundo de alicia,-1
POINT (-4.7834509 37.8827988),Gris's,,restaurant,,,,,Lope de Hoces,,,,,,-4.7834509,37.8827988,-532494,4217113,gris's,-1
POINT (-4.7819473 37.8821173),Don Paula,,,hotel,,,,Plaza de Pineda,2,14003.0,,,,-4.7819473,37.8821173,-532326,4217037,don paula,-1
POINT (-4.7839232 37.8806609),Séneca Café,,cafe,,,,,,,,,,,-4.7839232,37.8806609,-532546,4216875,séneca café,72
POINT (-4.7832619 37.8798711),Casa de Sefarad,,,museum,,,,,,,,,,-4.7832619,37.8798711,-532473,4216787,casa de sefarad,-1
POINT (-4.7830807 37.8796086),Zoco Municipal,art,marketplace,attraction,,,,,,,,,,-4.7830807,37.8796086,-532453,4216758,zoco municipal,-1
POINT (-4.7833064 37.8786791),El Olivo,,restaurant,,,,,Calle del Doctor Fleming,25,14004.0,,,,-4.7833064,37.8786791,-532478,4216655,el olivo,-1
POINT (-4.7815237 37.878984),La Chiquita,,restaurant,,,,,,,,,,,-4.7815237,37.878984,-532279,4216688,la chiquita,86
POINT (-4.7811126 37.8790982),Taberna Ordóñez,,restaurant,,,,,Calle Medina y Corella,1,14003.0,,,regional,-4.7811126,37.8790982,-532233,4216701,taberna ordóñez,86
POINT (-4.7816548 37.8800084),Taberna El No 10,,restaurant,,,,,Romero,10,14003.0,,,regional,-4.7816548,37.8800084,-532294,4216803,taberna el no 10,-1
POINT (-4.7811867 37.879935),Casa Pedro Ximenez,,restaurant,,,,,Calle de los Deanes,10,14003.0,,,regional,-4.7811867,37.879935,-532242,4216794,casa pedro ximenez,86
POINT (-4.781072 37.8799397),Los Caifas,,restaurant,,,,,Calle de los Deanes,5,14003.0,,,regional,-4.781072,37.8799397,-532229,4216795,los caifas,86
POINT (-4.7811713 37.8800719),Taberna Los Deanes,,restaurant,,,,,Calle Deanes,6,14003.0,,,,-4.7811713,37.8800719,-532240,4216810,taberna los deanes,86
POINT (-4.7808729 37.880285),Séneca,,,guest_house,,,,Calle del Conde y Luque,7,14003.0,,,,-4.7808729,37.880285,-532207,4216833,séneca,86
POINT (-4.7762145 37.8819231),Hostal La Fuente,,,hotel,,,,,,,,,,-4.7762145,37.8819231,-531688,4217016,hostal la fuente,-1
POINT (-4.770499 38.0033777),,,pharmacy,,,,,,,,,,,-4.770499,38.0033777,-531052,4230536,,1
POINT (-4.7795971 37.881532),El Sueño,,,guest_house,,,,Calle Rey Heredia,6,14003.0,,,,-4.7795971,37.881532,-532065,4216972,el sueño,-1
POINT (-4.782869 37.8823997),Hospedería Luis de Góngora,,,hotel,,,,,,,,,,-4.782869,37.8823997,-532429,4217069,hospedería luis de góngora,-1
POINT (-4.6362629 37.7326782),Casa José,,,hotel,,,,,,,,,,-4.6362629,37.7326782,-516109,4200402,casa josé,0
POINT (-4.6360504 37.7324843),La Galga,,restaurant,,,,,,,,,,,-4.6360504,37.7324843,-516085,4200380,la galga,0
POINT (-4.7749311 37.8838385),Casa la Paloma,,cafe,,,,,,,,,,,-4.7749311,37.8838385,-531545,4217229,casa la paloma,-1
POINT (-4.7822442 37.8840124),El Otro,,cafe,,,,,,,,,,,-4.7822442,37.8840124,-532359,4217248,el otro,-1
POINT (-4.7819915 37.8841009),Norte y Sur,,cafe,,,,,,,,,,,-4.7819915,37.8841009,-532331,4217258,norte y sur,-1
POINT (-4.7710638 37.8845382),Taberna Regina,,cafe,,,,,,,,,,,-4.7710638,37.8845382,-531115,4217307,taberna regina,-1
POINT (-4.7995869 37.8954154),Kids&Us,,school,,,,,,,,,,,-4.7995869,37.8954154,-534290,4218518,kids&us,-1
POINT (-4.781843 37.8791057),Albergues inturjoven,,,hostel,,,,,,,,,,-4.781843,37.8791057,-532315,4216702,albergues inturjoven,86
POINT (-4.7846071 37.8780024),Piedra,supermarket,,,,,,,,,,,,-4.7846071,37.8780024,-532622,4216579,piedra,70
POINT (-4.78151 37.8789976),,gift,,,,,,,,,,,,-4.78151,37.8789976,-532278,4216690,,86
POINT (-4.7776247 37.8789947),La Herradura,,restaurant,,,,,,,,,,,-4.7776247,37.8789947,-531845,4216690,la herradura,84
POINT (-4.7782227 37.8787085),El Humo,gift,,,,,,,,,,,,-4.7782227,37.8787085,-531912,4216658,el humo,85
POINT (-4.7791227 37.8803167),Los Omeyas,,,hotel,,,,,,,,,,-4.7791227,37.8803167,-532012,4216837,los omeyas,86
POINT (-4.7814378 37.8790611),Galería de la Inquisición,,,museum,,,,Calle de los Manriquez,1,,,,,-4.7814378,37.8790611,-532270,4216697,galería de la inquisición,86
POINT (-4.7801229 37.8797932),Burger King,,fast_food,,,,,,,,Burger King,,burger,-4.7801229,37.8797932,-532123,4216779,burger king,86
POINT (-4.7784547 37.8785136),La Casa del Pedro Ximénez,wine,,,,,,Calle del Corregidor Luis de la Cerda,75,,,,,-4.7784547,37.8785136,-531938,4216636,la casa del pedro ximénez,85
POINT (-4.7789019 37.8797105),,gift,,,,,,,,,,,,-4.7789019,37.8797105,-531987,4216769,,86
POINT (-4.7794048 37.8800759),Casa El Pimpo,,restaurant,,,,,,,,,,,-4.7794048,37.8800759,-532043,4216810,casa el pimpo,86
POINT (-4.7798905 37.8798944),Manolas,deli,fast_food,,,,,Calle del Cardenal Herrero,8,14003.0,,,empanada,-4.7798905,37.8798944,-532097,4216790,manolas,86
POINT (-4.7804684 37.8796594),Sabor a España,deli,,,,,,,,,,,,-4.7804684,37.8796594,-532162,4216764,sabor a españa,86
POINT (-4.7773218 37.8797587),Pension Agustina,,,guest_house,,,,Calle Zapatería Vieja,5,,,,,-4.7773218,37.8797587,-531811,4216775,pension agustina,84
POINT (-4.7771222 37.8795028),D'ulces,,restaurant,,,,,,,,,,,-4.7771222,37.8795028,-531789,4216746,d'ulces,84
POINT (-4.7781687 37.87864),San Luis,,restaurant,,,,,,,,,,,-4.7781687,37.87864,-531906,4216650,san luis,85
POINT (-4.7789815 37.8796073),,gift,,,,,,,,,,,,-4.7789815,37.8796073,-531996,4216758,,86
POINT (-4.7800088 37.8798198),Ololo,gift,,,,,,,,,,,,-4.7800088,37.8798198,-532111,4216782,ololo,86
POINT (-4.7790474 37.8782661),Posada del Vallina,,,hotel,,,,,,,,,,-4.7790474,37.8782661,-532004,4216609,posada del vallina,85
POINT (-4.7774307 37.8791555),La Tranquera,,restaurant,,,,,,,,,,argentinian,-4.7774307,37.8791555,-531824,4216708,la tranquera,84
POINT (-4.77829 37.87869),Hostal La Piquera,,,guest_house,,,,,,,,,,-4.77829,37.87869,-531919,4216656,hostal la piquera,85
POINT (-4.7792784 37.880048),,gift,,,,,,,,,,,,-4.7792784,37.880048,-532029,4216807,,86
POINT (-4.7803052 37.8799077),Los Patios,,restaurant,,,,,,,,,,,-4.7803052,37.8799077,-532144,4216791,los patios,86
POINT (-4.7787116 37.8784205),El Triunfo,,restaurant,,,,,,,,,,,-4.7787116,37.8784205,-531966,4216626,el triunfo,85
POINT (-4.7769297 37.8797038),Entreolivos,,restaurant,,,,,Calle Cardenal González,,,,,regional,-4.7769297,37.8797038,-531768,4216769,entreolivos,84
POINT (-4.7813971 37.879109),Geox,shoes,,,,,,,,,Geox,,,-4.7813971,37.879109,-532265,4216702,geox,86
POINT (-4.782947 37.8784879),Casa Tenedor,,restaurant,,,,,,,,,,mediterranean,-4.782947,37.8784879,-532438,4216633,casa tenedor,-1
POINT (-4.7802677 37.8849284),Planeo Arquitectura y Urbanismo SLP,,,,,architect,,,,,,,,-4.7802677,37.8849284,-532139,4217350,planeo arquitectura y urbanismo slp,-1
POINT (-4.779732 37.8801702),Taberna Agora,,restaurant,,,,,Calle Velázquez Bosco,12,,,,,-4.779732,37.8801702,-532080,4216821,taberna agora,86
POINT (-4.7800873 37.8842692),Starbucks,,cafe,,,,,,,,Starbucks,,coffee_shop,-4.7800873,37.8842692,-532119,4217277,starbucks,94
POINT (-4.7922515 37.9095783),,,cafe,,,,,,,,,,,-4.7922515,37.9095783,-533473,4220094,,-1
POINT (-4.7905482 37.9041457),Pizzaiolo,,restaurant,,,,,Avenida del Brillante,97,14012.0,,,italian,-4.7905482,37.9041457,-533284,4219489,pizzaiolo,17
POINT (-4.8109598 37.8851238),,,taxi,,,,,,,,,,,-4.8109598,37.8851238,-535556,4217372,,19
POINT (-4.8237181 37.9156592),Balcón del mundo,,,viewpoint,,,,,,,,,,-4.8237181,37.9156592,-536976,4220771,balcón del mundo,-1
POINT (-4.8146939 37.8850385),Diego,,pub,,,,,,,,,,,-4.8146939,37.8850385,-535972,4217362,diego,19
POINT (-4.8147424 37.8852098),Benavides,,pub,,,,,,,,,,,-4.8147424,37.8852098,-535977,4217382,benavides,19
POINT (-4.8146354 37.8848312),Ricopar,bakery,,,,,,,,,,,,-4.8146354,37.8848312,-535965,4217339,ricopar,19
POINT (-4.8146197 37.8847718),El Lapicero,stationery,,,,,,,,,,,,-4.8146197,37.8847718,-535963,4217333,el lapicero,19
POINT (-4.8150493 37.8846675),,,pharmacy,,pharmacy,,,,,,,,,-4.8150493,37.8846675,-536011,4217321,,19
POINT (-4.8133411 37.8860626),,,post_box,,,,,,,,,Correos,,-4.8133411,37.8860626,-535821,4217476,,19
