geometry,name,shop,amenity,tourism,healthcare,office,leisure,addr:street,addr:housenumber,addr:postcode,brand,operator,cuisine,lon,lat,lon_rnd,lat_rnd,name_norm,Malaga_hdbscan_5_5
POINT (-4.4747962 36.7361506),Amador,,restaurant,,,,,Calle Bandaneira,6,29190.0,,,,-4.4747962,36.7361506,-498134,4089468,amador,17
POINT (-4.4749494 36.7361245),Hotel Villa Guadalupe,,,hotel,,,,Calle Bandaneira,6,29190.0,,,,-4.4749494,36.7361245,-498151,4089465,hotel villa guadalupe,17
POINT (-4.5326313 36.7283489),Doctor Pet,pet,,,,,,,,,,,,-4.5326313,36.7283489,-504573,4088600,doctor pet,-1
POINT (-4.4198565 36.7240319),El Mesón de Cervantes,,restaurant,,,,,,,,,,tapas,-4.4198565,36.7240319,-492018,4088119,el mesón de cervantes,142
POINT (-4.4199722 36.7240772),Kelipe,,arts_centre,,,,,,,,,,,-4.4199722,36.7240772,-492031,4088124,kelipe,142
POINT (-4.4194943 36.7239894),La Romantica,,restaurant,,,,,,,,,,pizza,-4.4194943,36.7239894,-491978,4088115,la romantica,142
POINT (-4.4193094 36.7239539),Tapeo de Cervantes,,restaurant,,,,,Calle Cárcer,8,29012.0,,Gabriel Alejandro Spatz,tapas,-4.4193094,36.7239539,-491958,4088111,tapeo de cervantes,142
POINT (-4.4197485 36.7237883),Taperia de Sybaris,,restaurant,,,,,,,,,,tapas,-4.4197485,36.7237883,-492006,4088092,taperia de sybaris,142
POINT (-4.4239192 36.7180172),Croissant,,cafe,,,,,Calle Atarazanas,13,29005.0,,,,-4.4239192,36.7180172,-492471,4087450,croissant,142
POINT (-4.4228953 36.7172185),Farmacia Rico,,pharmacy,,pharmacy,,,Alameda Principal,17,29001.0,,,,-4.4228953,36.7172185,-492357,4087361,farmacia rico,142
POINT (-4.4237195 36.7181603),Atarazanas,,taxi,,,,,,,,,Oficina Municipal del Taxi,,-4.4237195,36.7181603,-492448,4087466,atarazanas,142
POINT (-4.4233711 36.7190129),La Mallorquina,deli,,,,,,Calle Sagasta,1,29005.0,,,,-4.4233711,36.7190129,-492410,4087561,la mallorquina,142
POINT (-4.422576 36.7191054),La Aldea,,restaurant,,,,,Calle Esparteros,5,29005.0,,,regional,-4.422576,36.7191054,-492321,4087571,la aldea,142
POINT (-4.4220503 36.7192743),Mesón Lo Güeno,,restaurant,,,,,Calle Marín García,9,29005.0,,,,-4.4220503,36.7192743,-492263,4087590,mesón lo güeno,142
POINT (-4.4232107 36.7192239),Nuria,florist,,,,,,,,,,,,-4.4232107,36.7192239,-492392,4087584,nuria,142
POINT (-4.4234798 36.7195031),Cristina Piotto,tailor,,,,,,Calle San Juan,40,29005.0,,,,-4.4234798,36.7195031,-492422,4087615,cristina piotto,142
POINT (-4.4217411 36.7191625),,,cafe,,,,,,,,,,,-4.4217411,36.7191625,-492228,4087577,,142
POINT (-4.4947029 36.6777392),Ferrari Store,clothes,,,,,,,,,,,,-4.4947029,36.6777392,-500350,4082966,ferrari store,25
POINT (-4.4945434 36.6776217),Sol Collet,optician,,,,,,,,,,,,-4.4945434,36.6776217,-500333,4082953,sol collet,25
POINT (-4.4940389 36.677096),Starbucks,,cafe,,,,,,,,Starbucks,,coffee_shop,-4.4940389,36.677096,-500276,4082894,starbucks,25
POINT (-4.4946296 36.6776804),Librería Luces,books,,,,,,,,,,,,-4.4946296,36.6776804,-500342,4082959,librería luces,25
POINT (-4.4947805 36.6778049),superskunk,gift,,,,,,,,,,,,-4.4947805,36.6778049,-500359,4082973,superskunk,25
POINT (-4.4280674 36.7217248),Casa Al Sur terrazza,,,hostel,,,,Calle Mármoles,28,29007.0,,,,-4.4280674,36.7217248,-492932,4087862,casa al sur terrazza,-1
POINT (-4.4246224 36.7209451),Tienda de Comercio Justo de Málaga,convenience,,,,,,Calle Muro de Puerta Nueva,7,29005.0,,,,-4.4246224,36.7209451,-492549,4087776,tienda de comercio justo de málaga,142
POINT (-4.4763865 36.7208794),Tetería El Pequeño Buda,,cafe,,,,,Calle Antígona,8,,,,,-4.4763865,36.7208794,-498311,4087768,tetería el pequeño buda,48
POINT (-4.5451345 36.7278496),Biblioteca Pública Municipal Jorge Luis Borges,,library,,,,,Calle Ramírez Arcas,2,29590.0,,Ayuntamiento de Málaga,,-4.5451345,36.7278496,-505964,4088544,biblioteca pública municipal jorge luis borges,8
POINT (-4.5681061 36.7328951),Farmacia Leiva,,pharmacy,,pharmacy,,,Calle Travesía de Maqueda,48,29591.0,,,,-4.5681061,36.7328951,-508522,4089106,farmacia leiva,3
POINT (-4.5683404 36.7329107),Cajamar,,bank,,,,,Calle Travesía de Maqueda,52,29591.0,Cajamar,Cajamar,,-4.5683404,36.7329107,-508548,4089108,cajamar,3
POINT (-4.5681658 36.7315841),Dia,supermarket,,,,,,,4,29591.0,Dia,,,-4.5681658,36.7315841,-508528,4088960,dia,3
POINT (-4.5387901 36.7240128),Farmacia Sandra María García Canales,,pharmacy,,pharmacy,,,Calle José Calderón,48,29590.0,,,,-4.5387901,36.7240128,-505258,4088117,farmacia sandra maría garcía canales,4
POINT (-4.5435159 36.7270645),Cajamar,,bank,,,,,Calle José Calderón,139,29590.0,Cajamar,Cajamar,,-4.5435159,36.7270645,-505784,4088457,cajamar,-1
POINT (-4.5446344 36.7276674),Oficina de Correos,,post_office,,,,,Calle José Calderón,161,29590.0,Correos,Correos,,-4.5446344,36.7276674,-505909,4088524,oficina de correos,8
POINT (-4.5466357 36.7286692),BBVA,,bank,,,,,Calle Jacob,3,,BBVA,BBVA,,-4.5466357,36.7286692,-506131,4088635,bbva,10
POINT (-4.4343545 36.7137411),Consulado Británico,,,,,diplomatic,,Calle Mauricio Moro Pareto,2,29006.0,,,,-4.4343545,36.7137411,-493632,4086974,consulado británico,139
POINT (-4.4207064 36.7254492),Farmacia Gamiz Mateas,,pharmacy,,pharmacy,,,Calle Dos Aceras,17,29012.0,,,,-4.4207064,36.7254492,-492113,4088277,farmacia gamiz mateas,142
POINT (-4.4213291 36.7198833),Gody,shoes,,,,,,Calle Strachan,1,29015.0,,,,-4.4213291,36.7198833,-492182,4087657,gody,142
POINT (-4.4211694 36.7198203),Decathlon City,sports,,,,,,Calle Strachan,3,29015.0,,,,-4.4211694,36.7198203,-492165,4087650,decathlon city,142
POINT (-4.4209394 36.7197563),La Taberna del Cura,,restaurant,,,,,Calle Strachan,5,29015.0,,,,-4.4209394,36.7197563,-492139,4087643,la taberna del cura,142
POINT (-4.4209509 36.7196308),Gorki,,restaurant,,,,,Calle Strachan,6,29015.0,,,regional,-4.4209509,36.7196308,-492140,4087629,gorki,142
POINT (-4.5032111 36.6695911),,,post_box,,,,,,,,,,,-4.5032111,36.6695911,-501297,4082059,,28
POINT (-4.5044173 36.6618457),Banco Santander,,bank,,,,,Carretera de Coín,76,24190.0,Banco Santander,Banco Santander,,-4.5044173,36.6618457,-501432,4081197,banco santander,27
POINT (-4.5040193 36.6617587),BBVA,,bank,,,,,Carretera de Coín,74,29140.0,BBVA,BBVA,,-4.5040193,36.6617587,-501387,4081187,bbva,27
POINT (-4.5027391 36.6614829),Caja Rural del Sur,,bank,,,,,Carretera de Coín,70,29140.0,,,,-4.5027391,36.6614829,-501245,4081156,caja rural del sur,27
POINT (-4.475698 36.6582557),Mercadona,supermarket,,,,,,,,,Mercadona,,,-4.475698,36.6582557,-498235,4080797,mercadona,20
POINT (-4.50355 36.6681925),,,post_box,,,,,,,,,,,-4.50355,36.6681925,-501335,4081903,,28
POINT (-4.5055095 36.6624132),Banco Santander,,bank,,,,,,,,Banco Santander,Banco Popular,,-4.5055095,36.6624132,-501553,4081260,banco santander,27
POINT (-4.5032831 36.666376),Oficina de Correos,,post_office,,,,,Calle Maestro Vert,3,29140.0,Correos,Correos,,-4.5032831,36.666376,-501305,4081701,oficina de correos,27
POINT (-4.4373521 36.7282558),AllDogs Málaga,pet,,,,,,Calle Marqués de Ovieco,8,29011.0,,,,-4.4373521,36.7282558,-493966,4088589,alldogs málaga,89
POINT (-4.4382185 36.7275418),Mercadona,supermarket,,,,,,Camino Suárez,22,29011.0,Mercadona,Mercadona,,-4.4382185,36.7275418,-494062,4088510,mercadona,-1
POINT (-4.3204635 36.7705918),,,post_box,,,,,,,,,,,-4.3204635,36.7705918,-480954,4093302,,0
POINT (-4.4172503 36.7219315),Hotel Teatro Romano,,,hotel,,,,Calle Alcazabilla,7,29015.0,,,,-4.4172503,36.7219315,-491728,4087885,hotel teatro romano,142
POINT (-4.4171951 36.7222969),Tiffany's,,bar,,,,,Calle Alcazabilla,11,29015.0,,,,-4.4171951,36.7222969,-491722,4087926,tiffany's,142
POINT (-4.4169854 36.7224552),Katogui Agora,,restaurant,,,,,Calle Alcazabilla,14,29015.0,,,burger,-4.4169854,36.7224552,-491699,4087944,katogui agora,142
POINT (-4.4178237 36.7228951),Cortijo de Pepe,,restaurant,,,,,,2,29012.0,,,regional,-4.4178237,36.7228951,-491792,4087993,cortijo de pepe,142
POINT (-4.4181729 36.7230628),Birras Deluxe,,pub,,,,,,5,,,,,-4.4181729,36.7230628,-491831,4088011,birras deluxe,142
POINT (-4.4180837 36.7230236),Lorenzo Trattoria,,restaurant,,,,,,,,,,italian;italian_pizza,-4.4180837,36.7230236,-491821,4088007,lorenzo trattoria,142
POINT (-4.4182125 36.7233434),Esquina La Merced,,restaurant,,,,,,,,,,,-4.4182125,36.7233434,-491835,4088043,esquina la merced,142
POINT (-4.4177981 36.723792),Cafe Merced,,cafe,,,,,,14,29012.0,,,,-4.4177981,36.723792,-491789,4088093,cafe merced,142
POINT (-4.4173973 36.723871),Restaurante Ispaña,,restaurant,,,,,,17,29012.0,,,,-4.4173973,36.723871,-491745,4088101,restaurante ispaña,142
POINT (-4.4173332 36.7238327),El Clan,,bar,,,,,,17,29012.0,,,,-4.4173332,36.7238327,-491738,4088097,el clan,142
POINT (-4.4172287 36.7237578),La Plaza,,restaurant,,,,,,18,29012.0,,,,-4.4172287,36.7237578,-491726,4088089,la plaza,142
POINT (-4.4169704 36.7235877),Picasso Bar Tapas,,bar,,,,,,20,29012.0,,,,-4.4169704,36.7235877,-491697,4088070,picasso bar tapas,142
POINT (-4.4170232 36.7236167),Cafe Con Libros,,cafe,,,,,,20,29012.0,,,,-4.4170232,36.7236167,-491703,4088073,cafe con libros,142
POINT (-4.4169338 36.7235511),Re-pitta,,bar,,,,,,20,29012.0,,,,-4.4169338,36.7235511,-491693,4088066,re-pitta,142
POINT (-4.4168312 36.7234857),Cañadú,,restaurant,,,,,,21,29012.0,,,,-4.4168312,36.7234857,-491682,4088058,cañadú,142
POINT (-4.4167667 36.7234443),El Carmen,,bar,,,,,,21,29012.0,,,,-4.4167667,36.7234443,-491674,4088054,el carmen,142
POINT (-4.419565 36.723693),Noviembre,,restaurant,,,,,Calle Álamos,18,,,,,-4.419565,36.723693,-491986,4088082,noviembre,142
POINT (-4.4188245 36.7239132),El Pescaito,,bar,,,,,,,,,,,-4.4188245,36.7239132,-491904,4088106,el pescaito,142
POINT (-4.4188847 36.7241315),La Brocheteria,,restaurant,,,,,,,,,,,-4.4188847,36.7241315,-491910,4088130,la brocheteria,142
POINT (-4.4191681 36.7242402),El Palco,,bar,,,,,,,,,,,-4.4191681,36.7242402,-491942,4088142,el palco,142
POINT (-4.4191627 36.7244546),Bar Cervantes,,bar,,,,,,,,,,,-4.4191627,36.7244546,-491941,4088166,bar cervantes,142
POINT (-4.419058 36.7245414),Vino Mio,,bar,,,,,,2,,,,,-4.419058,36.7245414,-491930,4088176,vino mio,142
POINT (-4.4205957 36.722821),Udon,,restaurant,,,,,Calle Méndez Núñez,5,29008.0,,,asian,-4.4205957,36.722821,-492101,4087984,udon,142
POINT (-4.4207244 36.7229048),Morrissey's,,pub,,,,,,,,,,,-4.4207244,36.7229048,-492115,4087994,morrissey's,142
POINT (-4.4208299 36.7230022),Palacio Nazari,,cafe,,,,,,,,,,,-4.4208299,36.7230022,-492127,4088005,palacio nazari,142
POINT (-4.4206932 36.7230495),Tejeringo's,,cafe,,,,,,,,,,,-4.4206932,36.7230495,-492112,4088010,tejeringo's,142
POINT (-4.4204796 36.7224974),Neptuno,,bar,,,,,,,,,,,-4.4204796,36.7224974,-492088,4087948,neptuno,142
POINT (-4.4204803 36.7223867),La Tasca,,bar,,,,,,,,,,,-4.4204803,36.7223867,-492088,4087936,la tasca,142
POINT (-4.4204919 36.7222235),La Piconera,,bar,,,,,,,,,,,-4.4204919,36.7222235,-492089,4087918,la piconera,142
POINT (-4.4210275 36.7222362),Metro-Copas,,bar,,,,,,,,,,,-4.4210275,36.7222362,-492149,4087919,metro-copas,142
POINT (-4.4213628 36.7218772),Soho,,bar,,,,,,,,,,,-4.4213628,36.7218772,-492186,4087879,soho,142
POINT (-4.4214728 36.7217242),Pepa Y Pepe,,restaurant,,,,,,,,,,tapas,-4.4214728,36.7217242,-492198,4087862,pepa y pepe,142
POINT (-4.4217436 36.7217974),Oficina de Correos,,post_office,,,,,Calle Santa Lucía,7,29008.0,Correos,Correos,,-4.4217436,36.7217974,-492228,4087870,oficina de correos,142
POINT (-4.4229319 36.7228683),La Casa del Perro,,restaurant,,,,,,,,,,,-4.4229319,36.7228683,-492361,4087990,la casa del perro,142
POINT (-4.4228845 36.720948),MiiN,cosmetics,,,,,,,,,,,,-4.4228845,36.720948,-492356,4087776,miin,142
POINT (-4.4226058 36.7205341),Granier Panaderia,bakery,,,,,,Calle Nueva,3,29005.0,,,,-4.4226058,36.7205341,-492324,4087730,granier panaderia,142
POINT (-4.4240132 36.7195098),Hotel Trebol,,,hotel,,,,Calle Moreno Carbonero,3,29005.0,,,,-4.4240132,36.7195098,-492481,4087616,hotel trebol,142
POINT (-4.4229032 36.7189726),La Cueva de 1900,,restaurant,,,,,Calle de Alarcón Luján,1,29005.0,,,tapas,-4.4229032,36.7189726,-492358,4087556,la cueva de 1900,142
POINT (-4.422206 36.718528),La Cueva de 1900,,restaurant,,,,,Calle Martínez,9,29005.0,,,tapas,-4.422206,36.718528,-492280,4087507,la cueva de 1900,142
POINT (-4.4209363 36.7186393),Los Mellizos,,restaurant,,,,,,,,,,,-4.4209363,36.7186393,-492139,4087519,los mellizos,142
POINT (-4.4209792 36.7188113),Marisqueria Los Mellizos,,restaurant,,,,,,,,,,,-4.4209792,36.7188113,-492143,4087538,marisqueria los mellizos,142
POINT (-4.4210857 36.7189708),Cafe Moka,,cafe,,,,,,,,,,,-4.4210857,36.7189708,-492155,4087556,cafe moka,142
POINT (-4.4209443 36.7194026),La Dehesa,,restaurant,,,,,,,,,,,-4.4209443,36.7194026,-492140,4087604,la dehesa,142
POINT (-4.4206305 36.7194241),El Rescoldo,,restaurant,,,,,,,,,,,-4.4206305,36.7194241,-492105,4087606,el rescoldo,142
POINT (-4.4204803 36.719408),La Barra,,restaurant,,,,,,,,,,,-4.4204803,36.719408,-492088,4087604,la barra,142
POINT (-4.4202236 36.7193769),Dgustar,,restaurant,,,,,,,,,,,-4.4202236,36.7193769,-492059,4087601,dgustar,142
POINT (-4.4204159 36.7192757),La Reserva,,restaurant,,,,,Calle Bolsa,12,,,,,-4.4204159,36.7192757,-492081,4087590,la reserva,142
POINT (-4.4210731 36.7196692),La Cocotte,,bar,,,,,,,,,,,-4.4210731,36.7196692,-492154,4087634,la cocotte,142
POINT (-4.4207526 36.7197063),Pastrani,,restaurant,,,,,,,,,,,-4.4207526,36.7197063,-492118,4087638,pastrani,142
POINT (-4.4205585 36.7195914),Mesón La Cepa,,restaurant,,,,,,,,,,,-4.4205585,36.7195914,-492097,4087625,mesón la cepa,142
POINT (-4.4204718 36.7195953),Lo Gueno,,restaurant,,,,,,,,,,,-4.4204718,36.7195953,-492087,4087625,lo gueno,142
POINT (-4.4202041 36.71991),La Taberna del Obispo,,pub,,,,,,,,,,,-4.4202041,36.71991,-492057,4087660,la taberna del obispo,142
POINT (-4.4205232 36.7200218),L'experience,,bar,,,,,,,,,,,-4.4205232,36.7200218,-492093,4087673,l'experience,142
POINT (-4.4205527 36.7201723),La Malagueña,,bar,,,,,,,,,,,-4.4205527,36.7201723,-492096,4087690,la malagueña,142
POINT (-4.4234163 36.7187929),Casa Aranda,,cafe,,,,,Calle de la Alhóndiga,1,29005.0,,,churro,-4.4234163,36.7187929,-492415,4087536,casa aranda,142
POINT (-4.4220386 36.7187481),La Taberna del Pintxo,,restaurant,,,,,Calle de Alarcón Luján,12,,,,tapas,-4.4220386,36.7187481,-492261,4087531,la taberna del pintxo,142
POINT (-4.3581537 36.721844),Apartamenos el Cenachero,,,hotel,,,,Calle Antofagasta,20,29018.0,,,,-4.3581537,36.721844,-485150,4087876,apartamenos el cenachero,39
POINT (-4.3582199 36.7207721),,,pharmacy,,pharmacy,,,,,,,,,-4.3582199,36.7207721,-485157,4087756,,39
POINT (-4.3608994 36.721281),BBVA,,bank,,,,,,,,BBVA,BBVA,,-4.3608994,36.721281,-485455,4087813,bbva,39
POINT (-4.362722 36.7211894),Caixabank,,bank,,,,,,,,Caixabank,,,-4.362722,36.7211894,-485658,4087803,caixabank,39
POINT (-4.3641496 36.7216595),BBVA,,bank,,,,,,,,BBVA,BBVA,,-4.3641496,36.7216595,-485817,4087855,bbva,39
POINT (-4.363356 36.7217901),Universal,convenience,,,,,,,,,,,,-4.363356,36.7217901,-485729,4087870,universal,39
POINT (-4.3616109 36.7192392),Gabi,,restaurant,,,,,Calle Quitapenas,73,29017.0,,,,-4.3616109,36.7192392,-485535,4087586,gabi,39
POINT (-4.3607782 36.719142),Restaurante Hija de Antoñín,,restaurant,,,,,Calle Quitapenas,93,29017.0,,,,-4.3607782,36.719142,-485442,4087575,restaurante hija de antoñín,39
POINT (-4.3632708 36.7192436),El Zagal,,restaurant,,,,,Calle Quitapenas,23,29017.0,,,,-4.3632708,36.7192436,-485719,4087586,el zagal,39
POINT (-4.3629421 36.719235),Bar Merendero Los Marineros,,restaurant,,,,,Calle Quitapenas,31,29017.0,,,,-4.3629421,36.719235,-485683,4087585,bar merendero los marineros,39
POINT (-4.3641102 36.7221004),Panadería Andreu,bakery,,,,,,,,,,,,-4.3641102,36.7221004,-485813,4087904,panadería andreu,39
POINT (-4.3599599 36.7211928),Bodegas Quitapenas,,bar,,,,,,,,,,,-4.3599599,36.7211928,-485351,4087803,bodegas quitapenas,39
POINT (-4.3596636 36.7211651),La Leonesa,bakery,,,,,,,,,,,,-4.3596636,36.7211651,-485318,4087800,la leonesa,39
POINT (-4.3599471 36.7209857),Unicaja Banco,,bank,,,,,,,,Unicaja Banco,Unicaja,,-4.3599471,36.7209857,-485349,4087780,unicaja banco,39
POINT (-4.3657674 36.72233),La Baguette,bakery,,,,,,Avenida Juan Sebastián Elcano,139,29017.0,,,,-4.3657674,36.72233,-485997,4087930,la baguette,39
POINT (-4.3588865 36.7210572),Cuatro Esquinas,,cafe,,,,,,,,,,,-4.3588865,36.7210572,-485231,4087788,cuatro esquinas,39
POINT (-4.3590815 36.720926),Salón Florido,,cafe,,,,,,,,,,,-4.3590815,36.720926,-485253,4087773,salón florido,39
POINT (-4.3614699 36.7210429),Frutas Andalucía,greengrocer,,,,,,,,,,,,-4.3614699,36.7210429,-485519,4087786,frutas andalucía,39
POINT (-4.3623607 36.7211168),,bakery,,,,,,,,,,,,-4.3623607,36.7211168,-485618,4087795,,39
POINT (-4.3650664 36.7222262),,tobacco,,,,,,Avenida Juan Sebastián Elcano,145,29017.0,,,,-4.3650664,36.7222262,-485919,4087918,,39
POINT (-4.365688 36.7223203),La Andaluza,greengrocer,,,,,,Avenida Juan Sebastián Elcano,139,29017.0,,,,-4.365688,36.7223203,-485988,4087929,la andaluza,39
POINT (-4.358742 36.721033),Migui,,cafe,,,,,,,,,,,-4.358742,36.721033,-485215,4087785,migui,39
POINT (-4.3602744 36.7209817),Cajamar,,bank,,,,,,,,Cajamar,,,-4.3602744,36.7209817,-485386,4087780,cajamar,39
POINT (-4.3610209 36.7212813),Banco Sabadell,,bank,,,,,,,,Banco Sabadell,,,-4.3610209,36.7212813,-485469,4087813,banco sabadell,39
POINT (-4.3646303 36.7218352),La Oficina,,bar,,,,,,,,,,,-4.3646303,36.7218352,-485871,4087875,la oficina,39
POINT (-4.3649324 36.7221997),Farmacia Elcano,,pharmacy,,pharmacy,,,Avenida Juan Sebastián Elcano,145,29017.0,,,,-4.3649324,36.7221997,-485904,4087915,farmacia elcano,39
POINT (-4.3651613 36.7219683),Godi,shoes,,,,,,,,,,,,-4.3651613,36.7219683,-485930,4087890,godi,39
POINT (-4.4234132 36.7166378),Locutorio,,cafe,,,,,,,,,,,-4.4234132,36.7166378,-492414,4087296,locutorio,142
POINT (-4.3679776 36.7197755),El Rompeolas,,restaurant,,,,,Paseo Marítimo El Pedregal,89,29017.0,,,,-4.3679776,36.7197755,-486243,4087645,el rompeolas,-1
POINT (-4.4231431 36.7183323),El Colmenero,bakery,,,,,,Calle Atarazanas,1,29005.0,,,,-4.4231431,36.7183323,-492384,4087485,el colmenero,142
POINT (-4.4908557 36.6767547),,newsagent,,,,,,,,,,,,-4.4908557,36.6767547,-499922,4082856,,25
POINT (-4.4812719 36.7385792),Panadería Rafalito,bakery,,,,,,,,,,,,-4.4812719,36.7385792,-498855,4089739,panadería rafalito,17
POINT (-4.4371993 36.7142231),Astorga,,restaurant,,,,,,,,,,regional,-4.4371993,36.7142231,-493949,4087027,astorga,106
POINT (-4.420577 36.7496581),Mesón Casa Anita,,restaurant,,,,,Calle Alcalde Joaquín Quiles,9,29014.0,,,regional,-4.420577,36.7496581,-492099,4090972,mesón casa anita,-1
POINT (-4.4199726 36.7225473),Mariano,,restaurant,,,,,Calle Granados,2,29008.0,,,regional,-4.4199726,36.7225473,-492031,4087954,mariano,142
POINT (-4.4734359 36.6673726),Mesón El Pollo del Tío Paco,,restaurant,,,,,Calle Londres,6,29004.0,,,regional,-4.4734359,36.6673726,-497983,4081812,mesón el pollo del tío paco,15
POINT (-4.3621698 36.7203776),El Cobertizo,,restaurant,,,,,Avenida Pío Baroja,25,29017.0,,,regional,-4.3621698,36.7203776,-485597,4087712,el cobertizo,39
POINT (-4.4521706 36.6867052),Pomodoro,,restaurant,,,,,Avenida Molière,25,29004.0,Pomodoro,,italian;pasta;pizza,-4.4521706,36.6867052,-495616,4083964,pomodoro,-1
POINT (-4.455462 36.6887762),Café Molière,,cafe,,,,,Calle Palma del Río,19,29004.0,,,,-4.455462,36.6887762,-495982,4084195,café molière,82
POINT (-4.4346754 36.7043855),El Almirez,,restaurant,,,,,Calle Río Rocío,8,29002.0,,,regional,-4.4346754,36.7043855,-493668,4085932,el almirez,119
POINT (-4.4555383 36.7173336),Mesón Alvaluz,,restaurant,,,,,Calle Stendhal,7,29007.0,,,regional,-4.4555383,36.7173336,-495991,4087374,mesón alvaluz,61
POINT (-4.4202071 36.7210285),Sherlock Holmes,,pub,,,,,Calle Molina Lario,4,29015.0,,,,-4.4202071,36.7210285,-492057,4087785,sherlock holmes,142
POINT (-4.4421918 36.7117997),Café Bar La Giralda,,pub,,,,,Avenida José Ortega y Gasset,5-7,29006.0,,,regional,-4.4421918,36.7117997,-494505,4086758,café bar la giralda,-1
POINT (-4.4271488 36.7145228),La Colmena,,restaurant,,,,,Calle Cuarteles,15,29002.0,,,regional,-4.4271488,36.7145228,-492830,4087061,la colmena,134
POINT (-4.4225756 36.7152945),La Rambla,,restaurant,,,,,Calle Tomás Heredia,23,29001.0,,,regional,-4.4225756,36.7152945,-492321,4087147,la rambla,142
POINT (-4.4231825 36.7153997),Mesón Gallego,,restaurant,,,,,Calle Martínez Campos,9,29001.0,,,regional,-4.4231825,36.7153997,-492389,4087158,mesón gallego,142
POINT (-4.4185669 36.7198426),El Huesca,,restaurant,,,,,Calle Cañón,13,29015.0,,,regional,-4.4185669,36.7198426,-491875,4087653,el huesca,142
POINT (-4.4131897 36.7284048),Lo de Merche,,restaurant,,,,,Calle Compás de la Victoria,24,29012.0,,,,-4.4131897,36.7284048,-491276,4088606,lo de merche,142
POINT (-4.4203651 36.7196),La Cepa,,restaurant,,,,,,,,,,regional,-4.4203651,36.7196,-492075,4087626,la cepa,142
POINT (-4.4186357 36.7201767),Rincón Catedral,,restaurant,,,,,,,,,,regional,-4.4186357,36.7201767,-491883,4087690,rincón catedral,142
POINT (-4.4359221 36.7207712),Rincón de los Cazadores,,restaurant,,,,,Calle Santa Elena,15,29007.0,,,regional,-4.4359221,36.7207712,-493807,4087756,rincón de los cazadores,-1
POINT (-4.4229379 36.7206079),Mesón Antonio,,restaurant,,,,,Calle Fernando de Lesseps,5,29005.0,,,regional,-4.4229379,36.7206079,-492361,4087738,mesón antonio,142
